priority,APN,COUNTY,Issue_Category,Num_Years_Lost,Total_Units_CSV,Years_Lost,Years_In_FC,spatial_parent_apns,match_types,Suggested_Action
LOW:  in genealogy (review),016-091-065,EL,PARCEL_SPLIT,1,1,[2017],"[2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",016-091-65,intersect,APN present in FC for some years but missing for: [2017]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),023-904-018,EL,PARCEL_SPLIT,1,1,[2023],"[2024, 2025]","023-904-008, 023-904-08",intersect,APN present in FC for some years but missing for: [2023]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),023-960-002,EL,PARCEL_SPLIT,1,1,[2022],"[2023, 2024, 2025]","023-182-028, 023-182-28",intersect,APN present in FC for some years but missing for: [2022]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),023-960-003,EL,PARCEL_SPLIT,1,1,[2022],"[2023, 2024, 2025]","023-182-028, 023-182-28",intersect,APN present in FC for some years but missing for: [2022]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),023-960-004,EL,PARCEL_SPLIT,1,1,[2022],"[2023, 2024, 2025]","023-182-028, 023-182-28",intersect,APN present in FC for some years but missing for: [2022]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),023-960-005,EL,PARCEL_SPLIT,1,1,[2022],"[2023, 2024, 2025]","023-182-028, 023-182-28",intersect,APN present in FC for some years but missing for: [2022]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),023-960-006,EL,PARCEL_SPLIT,1,1,[2022],"[2023, 2024, 2025]","023-182-028, 023-182-28",intersect,APN present in FC for some years but missing for: [2022]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),023-960-007,EL,PARCEL_SPLIT,1,1,[2022],"[2023, 2024, 2025]","023-182-028, 023-182-28",intersect,APN present in FC for some years but missing for: [2022]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),025-735-011,EL,PARCEL_SPLIT,1,1,[2018],"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",025-735-005,intersect,APN present in FC for some years but missing for: [2018]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),028-221-024,EL,PARCEL_SPLIT,1,1,[2025],"[2018, 2019]",028-221-030,intersect,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),031-201-011,EL,PARCEL_SPLIT,1,1,[2025],"[2018, 2019, 2020, 2021, 2022, 2023, 2024]",031-201-020,closest_7.6m,"APN present in FC through 2024, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),034-591-019,EL,PARCEL_SPLIT,1,1,[2018],"[2019, 2020, 2021, 2022, 2023, 2024, 2025]","034-591-016, 034-591-16",intersect,APN present in FC for some years but missing for: [2018]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),080-162-018,EL,PARCEL_SPLIT,1,1,[2018],"[2019, 2020, 2021, 2022, 2023, 2024, 2025]","080-162-017, 080-162-17",intersect,APN present in FC for some years but missing for: [2018]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),083-085-042,PL,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",083-085-035,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),085-180-017,PL,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",085-180-012,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),085-180-018,PL,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",085-180-014,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),090-073-021,PL,PARCEL_SPLIT,1,1,[2020],"[2021, 2022, 2023, 2024, 2025]",090-073-019,intersect,APN present in FC for some years but missing for: [2020]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),090-153-011,PL,PARCEL_SPLIT,1,1,[2025],"[2021, 2022]",090-153-012,intersect,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),090-191-049,PL,PARCEL_SPLIT,1,1,[2021],"[2022, 2023, 2024, 2025]","090-191-008, 090-191-047",intersect,APN present in FC for some years but missing for: [2021]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),090-191-050,PL,PARCEL_SPLIT,1,1,[2021],"[2022, 2023, 2024, 2025]","090-191-008, 090-191-047",intersect,APN present in FC for some years but missing for: [2021]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),092-160-032,PL,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",092-160-020,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),092-160-033,PL,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",092-160-021,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),097-073-032,PL,PARCEL_SPLIT,1,1,[2025],"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",097-073-047,intersect,"APN present in FC through 2024, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),097-084-025,PL,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",097-084-014,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),098-010-042,PL,PARCEL_SPLIT,1,1,[2020],"[2021, 2022, 2023, 2024, 2025]",098-010-037,intersect,APN present in FC for some years but missing for: [2020]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),112-060-036,PL,PARCEL_SPLIT,1,1,[2023],"[2024, 2025]",112-060-018,intersect,APN present in FC for some years but missing for: [2023]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),112-060-037,PL,PARCEL_SPLIT,1,1,[2023],"[2024, 2025]",112-060-018,intersect,APN present in FC for some years but missing for: [2023]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),115-020-042,PL,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",115-020-015,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),115-030-097,PL,PARCEL_SPLIT,1,1,[2014],"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]","115-030-034, 115-030-096",intersect,APN present in FC for some years but missing for: [2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),115-030-098,PL,PARCEL_SPLIT,1,1,[2014],"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]","115-030-034, 115-030-096",intersect,APN present in FC for some years but missing for: [2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),116-220-061,PL,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",116-220-059,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),117-071-051,PL,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",117-071-039,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),117-071-052,PL,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",117-071-041,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),122-100-15,WA,PARCEL_SPLIT,1,1,[2025],"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",122-100-31,intersect,"APN present in FC through 2024, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),123-131-04,WA,PARCEL_SPLIT,1,1,[2025],"[2012, 2015, 2016, 2017, 2018, 2019, 2020]",123-131-11,intersect,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),123-152-08,WA,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",12315208,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),123-161-32,WA,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",123-161-04,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),125-163-39,WA,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",125-163-32,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),126-082-66,WA,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",126-082-08,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),130-163-26,WA,PARCEL_SPLIT,1,1,[2025],"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",130-163-37,intersect,"APN present in FC through 2024, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),130-163-27,WA,PARCEL_SPLIT,1,1,[2025],"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",130-163-36,intersect,"APN present in FC through 2024, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),130-241-63,WA,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",130-241-32,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),130-241-64,WA,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",130-241-33,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),130-332-10,WA,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",130-332-09,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),130-332-12,WA,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",130-332-04,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),130-332-13,WA,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",130-332-05,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),1318-03-210-023,DG,PARCEL_SPLIT,1,1,[2025],"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",1318-03-210-042,intersect,"APN present in FC through 2024, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),1318-16-810-038,DG,PARCEL_SPLIT,1,1,[2025],"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",1318-16-810-058,intersect,"APN present in FC through 2024, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),1319-19-710-001,DG,PARCEL_SPLIT,1,1,[2016],"[2012, 2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",1319-19-702-001,intersect,APN present in FC for some years but missing for: [2016]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),1319-30-610-004,DG,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",1319-30-610-002,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),1418-03-401-012,DG,PARCEL_SPLIT,1,1,[2025],"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",1418-03-401-018,intersect,"APN present in FC through 2024, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),1418-03-401-014,DG,PARCEL_SPLIT,1,1,[2025],"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",1418-03-401-019,intersect,"APN present in FC through 2024, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),1418-03-401-017,DG,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",1418-03-401-007,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),1418-34-310-014,DG,PARCEL_SPLIT,1,1,[2013],"[2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",1418-34-310-001,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
LOW:  in genealogy (review),112-180-009,PL,UNKNOWN,1,1,[2012],[2013],112-180-077,intersect,APN appears in FC for some years but unit value is 0 for listed years. Manual investigation required.
MED:  SPLIT + no genealogy,090-123-006,PL,PARCEL_SPLIT,1,12,[2025],"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",090-123-034,intersect,"APN present in FC through 2024, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
MED:  SPLIT + no genealogy,129-292-14,WA,PARCEL_SPLIT,9,9,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016]",129-290-03,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
MED:  SPLIT + no genealogy,090-162-016,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",090-162-045,intersect,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
MED:  SPLIT + no genealogy,093-083-008,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",093-083-045,intersect,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
MED:  SPLIT + no genealogy,093-083-009,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",093-083-046,intersect,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
MED:  SPLIT + no genealogy,093-083-010,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",093-083-047,intersect,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
MED:  SPLIT + no genealogy,093-083-011,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",093-083-048,intersect,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
MED:  SPLIT + no genealogy,098-231-024,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",098-231-039,intersect,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
MED:  SPLIT + no genealogy,021-321-32,EL,PARCEL_SPLIT,2,4,"[2013, 2014]","[2012, 2015, 2016, 2017]",021-321-29,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,025-224-20,EL,PARCEL_SPLIT,2,4,"[2013, 2014]","[2012, 2015, 2016, 2017]",025-224-18,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,031-085-23,EL,PARCEL_SPLIT,2,4,"[2013, 2014]","[2012, 2015, 2016, 2017]",031-085-22,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,035-234-20,EL,PARCEL_SPLIT,2,4,"[2013, 2014]","[2012, 2015, 2016, 2017]",035-234-18,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,021-201-16,EL,PARCEL_SPLIT,1,3,[2013],"[2012, 2014, 2015, 2016, 2017]",021-201-11,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,017-041-34,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",017-041-20,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,025-382-14,EL,PARCEL_SPLIT,1,2,[2013],"[2012, 2014, 2015, 2016, 2017]",025-382-07,intersect,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
MED:  SPLIT + no genealogy,028-301-65,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",028-301-25,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,029-010-02,EL,PARCEL_SPLIT,1,2,[2017],"[2012, 2013, 2014, 2015, 2016]",029-010-22,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
MED:  SPLIT + no genealogy,029-602-13,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",029-602-02,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,029-630-01,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",029-450-06,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,029-630-02,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",029-095-06,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,029-630-03,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",029-450-06,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,029-630-04,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",029-095-06,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,029-630-05,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",029-450-03,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,029-630-06,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",029-095-06,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,029-630-07,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",029-450-03,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,029-630-08,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",029-095-06,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,029-630-09,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",029-095-06,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,029-630-10,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",029-095-06,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,029-630-11,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",029-095-06,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,029-630-12,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",029-095-06,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,029-630-13,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",029-095-06,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,029-630-14,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",029-450-18,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,029-630-15,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",029-095-06,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,029-630-16,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",029-450-18,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,029-630-17,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",029-450-36,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,029-630-18,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",029-450-37,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,029-630-19,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",029-450-36,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,029-630-20,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",029-450-37,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,029-630-21,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",029-450-39,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,029-630-22,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",029-095-06,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
MED:  SPLIT + no genealogy,029-630-23,EL,PARCEL_SPLIT,2,2,"[2013, 2014]","[2012, 2015, 2016, 2017]",029-450-39,intersect,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
