row_index,reason,raw_apn,value
14987,noncanonical_category_2023,032-411-79,Mobile Home Park Corrections
14988,noncanonical_category_2023,032-411-80,Mobile Home Park Corrections
14989,noncanonical_category_2023,032-411-81,Mobile Home Park Corrections
14990,noncanonical_category_2023,032-411-82,Mobile Home Park Corrections
14991,noncanonical_category_2023,032-411-83,Mobile Home Park Corrections
14992,noncanonical_category_2023,032-411-84,Mobile Home Park Corrections
14993,noncanonical_category_2023,032-411-85,Mobile Home Park Corrections
14994,noncanonical_category_2023,032-411-86,Mobile Home Park Corrections
14995,noncanonical_category_2023,032-411-87,Mobile Home Park Corrections
14996,noncanonical_category_2023,032-411-88,Mobile Home Park Corrections
14997,noncanonical_category_2023,032-411-89,Mobile Home Park Corrections
14998,noncanonical_category_2023,032-411-90,Mobile Home Park Corrections
14999,noncanonical_category_2023,032-411-91,Mobile Home Park Corrections
15000,noncanonical_category_2023,032-411-92,Mobile Home Park Corrections
15001,noncanonical_category_2023,032-411-93,Mobile Home Park Corrections
15002,noncanonical_category_2023,032-411-94,Mobile Home Park Corrections
15003,noncanonical_category_2023,032-411-95,Mobile Home Park Corrections
15004,noncanonical_category_2023,032-411-96,Mobile Home Park Corrections
15005,noncanonical_category_2023,032-411-97,Mobile Home Park Corrections
15006,noncanonical_category_2023,032-411-98,Mobile Home Park Corrections
15007,noncanonical_category_2023,032-420-01,Common Area Corrections
15008,noncanonical_category_2023,032-420-02,Common Area Corrections
15009,noncanonical_category_2023,032-420-03,Common Area Corrections
15010,noncanonical_category_2023,032-420-04,Common Area Corrections
15011,noncanonical_category_2023,032-420-05,Common Area Corrections
15012,noncanonical_category_2023,032-420-06,Common Area Corrections
15013,noncanonical_category_2023,032-420-07,Common Area Corrections
15014,noncanonical_category_2023,032-420-08,Common Area Corrections
15015,noncanonical_category_2023,032-420-09,Common Area Corrections
15016,noncanonical_category_2023,032-420-10,Common Area Corrections
15017,noncanonical_category_2023,032-420-11,Common Area Corrections
15018,noncanonical_category_2023,032-420-12,Common Area Corrections
15019,noncanonical_category_2023,032-420-13,Common Area Corrections
15020,noncanonical_category_2023,032-420-14,Common Area Corrections
15021,noncanonical_category_2023,032-420-15,Common Area Corrections
15022,noncanonical_category_2023,032-420-17,Common Area Corrections
15023,noncanonical_category_2023,032-420-18,Common Area Corrections
15025,noncanonical_category_2023,032-440-01,Mobile Home Park Corrections
15026,noncanonical_category_2023,032-440-02,Mobile Home Park Corrections
15027,noncanonical_category_2023,032-440-03,Mobile Home Park Corrections
15028,noncanonical_category_2023,032-440-04,Mobile Home Park Corrections
15029,noncanonical_category_2023,032-440-05,Mobile Home Park Corrections
15030,noncanonical_category_2023,032-440-06,Mobile Home Park Corrections
15031,noncanonical_category_2023,032-440-07,Mobile Home Park Corrections
15032,noncanonical_category_2023,032-440-08,Mobile Home Park Corrections
15033,noncanonical_category_2023,032-440-09,Mobile Home Park Corrections
15034,noncanonical_category_2023,032-440-10,Mobile Home Park Corrections
15035,noncanonical_category_2023,032-440-11,Mobile Home Park Corrections
15036,noncanonical_category_2023,032-440-12,Mobile Home Park Corrections
15037,noncanonical_category_2023,032-440-13,Mobile Home Park Corrections
15038,noncanonical_category_2023,032-440-14,Mobile Home Park Corrections
15039,noncanonical_category_2023,032-440-15,Mobile Home Park Corrections
15040,noncanonical_category_2023,032-440-16,Mobile Home Park Corrections
15041,noncanonical_category_2023,032-440-17,Mobile Home Park Corrections
15042,noncanonical_category_2023,032-440-18,Mobile Home Park Corrections
15043,noncanonical_category_2023,032-450-01,Common Area Corrections
15044,noncanonical_category_2023,032-450-02,Common Area Corrections
15045,noncanonical_category_2023,032-450-03,Common Area Corrections
15046,noncanonical_category_2023,032-450-04,Common Area Corrections
15047,noncanonical_category_2023,032-450-05,Common Area Corrections
15048,noncanonical_category_2023,032-450-06,Common Area Corrections
15049,noncanonical_category_2023,032-450-07,Common Area Corrections
15050,noncanonical_category_2023,032-460-01,Common Area Corrections
15051,noncanonical_category_2023,032-460-02,Common Area Corrections
15052,noncanonical_category_2023,032-460-03,Common Area Corrections
15053,noncanonical_category_2023,032-460-04,Common Area Corrections
15054,noncanonical_category_2023,032-460-05,Common Area Corrections
15055,noncanonical_category_2023,032-460-06,Common Area Corrections
15056,noncanonical_category_2023,032-460-07,Common Area Corrections
15057,noncanonical_category_2023,032-460-08,Common Area Corrections
15070,noncanonical_category_2023,033-090-12,Corrections based on County Data
15071,noncanonical_category_2023,033-090-13,Vacant Parcel
15079,noncanonical_category_2023,033-180-06,Vacant Parcel
15082,noncanonical_category_2023,033-180-33,Vacant Parcel
15179,noncanonical_category_2023,033-245-04,Vacant Parcel
15184,noncanonical_category_2023,033-245-11,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
15192,noncanonical_category_2023,033-246-08,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
15194,noncanonical_category_2023,033-251-06,Vacant/Angora Fire
15204,noncanonical_category_2023,033-252-12,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
15207,noncanonical_category_2023,033-253-03,Vacant Parcel
15212,noncanonical_category_2023,033-254-08,Vacant Parcel
15219,noncanonical_category_2023,033-255-06,Vacant Parcel
15221,noncanonical_category_2023,033-255-08,Vacant Parcel
15236,noncanonical_category_2023,033-272-19,Vacant/Angora Fire
15238,noncanonical_category_2023,033-273-01,Vacant/Angora Fire
15256,noncanonical_category_2023,033-275-15,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
15258,noncanonical_category_2023,033-276-03,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
15263,noncanonical_category_2023,033-281-03,Vacant/Angora Fire
15268,noncanonical_category_2023,033-283-01,Vacant/Angora Fire
15270,noncanonical_category_2023,033-283-03,Vacant/Angora Fire
15279,noncanonical_category_2023,033-283-14,Vacant Parcel
15286,noncanonical_category_2023,033-284-10,Vacant/Angora Fire
15373,noncanonical_category_2023,033-332-31,Vacant Parcel
15497,noncanonical_category_2023,033-371-20,Vacant Parcel
15513,noncanonical_category_2023,033-372-03,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
15530,noncanonical_category_2023,033-381-02,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
15719,noncanonical_category_2023,033-441-03,Vacant Parcel
15721,noncanonical_category_2023,033-441-06,Vacant Parcel
15729,noncanonical_category_2023,033-441-23,Vacant/Angora Fire
15730,noncanonical_category_2023,033-441-24,Vacant/Angora Fire
15752,noncanonical_category_2023,033-451-03,Vacant/Angora Fire
15771,noncanonical_category_2023,033-453-01,Vacant/Angora Fire
15786,noncanonical_category_2023,033-454-08,Vacant/Angora Fire
15788,noncanonical_category_2023,033-455-04,Vacant/Angora Fire
15791,noncanonical_category_2023,033-461-06,Vacant/Angora Fire
15792,noncanonical_category_2023,033-461-07,Vacant/Angora Fire
15810,noncanonical_category_2023,033-465-10,Vacant/Angora Fire
15827,noncanonical_category_2023,033-471-07,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
15829,noncanonical_category_2023,033-471-09,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
15834,noncanonical_category_2023,033-471-17,Vacant/Angora Fire
15855,noncanonical_category_2023,033-475-04,Vacant/Angora Fire
15881,noncanonical_category_2023,033-492-08,Correction Based on County Data
15889,noncanonical_category_2023,033-493-09,Vacant/Angora Fire
15942,noncanonical_category_2023,033-521-10,Correction Based on County Data
15948,noncanonical_category_2023,033-523-02,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
15954,noncanonical_category_2023,033-523-21,Vacant/Angora Fire
15958,noncanonical_category_2023,033-524-01,Vacant/Angora Fire
15991,noncanonical_category_2023,033-561-04,Vacant/Angora Fire
16004,noncanonical_category_2023,033-563-03,Vacant/Angora Fire
16012,noncanonical_category_2023,033-564-14,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
16027,noncanonical_category_2023,033-574-03,Correction Based on County Data
16029,noncanonical_category_2023,033-574-06,Correction Based on County Data
16186,noncanonical_category_2023,033-661-21,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
16206,noncanonical_category_2023,033-672-13,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
16219,noncanonical_category_2023,033-674-05,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
16221,noncanonical_category_2023,033-675-01,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
16243,noncanonical_category_2023,033-684-02,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
16339,noncanonical_category_2023,033-735-08,Over-Correction
16344,noncanonical_category_2023,033-737-07,Corrections - Units Removed Based on County Data
16439,noncanonical_category_2023,033-811-09,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
16462,noncanonical_category_2023,033-822-06,Vacant Parcel
16501,noncanonical_category_2023,033-837-02,Vacant Parcel
16533,noncanonical_category_2023,033-841-45,Vacant Parcel
16546,noncanonical_category_2023,033-842-06,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
16720,noncanonical_category_2023,033-864-21,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
16757,noncanonical_category_2023,033-874-03,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
16899,noncanonical_category_2023,034-103-01,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
16915,noncanonical_category_2023,034-111-05,Vacant Parcel
16917,noncanonical_category_2023,034-111-07,Vacant Parcel
17000,noncanonical_category_2023,034-152-16,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
17026,noncanonical_category_2023,034-161-02,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
17104,noncanonical_category_2023,034-181-25,Vacant Parcel
17115,noncanonical_category_2023,034-192-04,Correction Based on County Data
17118,noncanonical_category_2023,034-192-11,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
17120,noncanonical_category_2023,034-192-17,Correction Based on County Data
17254,noncanonical_category_2023,034-251-07,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
17264,noncanonical_category_2023,034-252-09,Vacant Parcel
17308,noncanonical_category_2023,034-254-13,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
17317,noncanonical_category_2023,034-261-10,Vacant Parcel
17362,noncanonical_category_2023,034-265-27,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
17411,noncanonical_category_2023,034-283-24,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
17422,noncanonical_category_2023,034-284-13,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
17434,noncanonical_category_2023,034-284-28,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
17468,noncanonical_category_2023,034-300-24,Vacant Parcel
17480,noncanonical_category_2023,034-322-01,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
17548,noncanonical_category_2023,034-381-06,Vacant Parcel
17735,noncanonical_category_2023,034-531-06,Vacant Parcel
17771,noncanonical_category_2023,034-542-07,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
17845,noncanonical_category_2023,034-581-01,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
17870,noncanonical_category_2023,034-592-03,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
17896,noncanonical_category_2023,034-602-09,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
17918,noncanonical_category_2023,034-622-01,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
17964,noncanonical_category_2023,034-653-06,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
17977,noncanonical_category_2023,034-654-01,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
18055,noncanonical_category_2023,034-691-18,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.
