APN,COUNTY,Years_Lost,Num_Years_Lost,Total_Units_CSV,Years_In_FC,Issue_Category,Suggested_Action
115-060-018,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
117-071-039,,"[2021, 2022, 2023, 2024, 2025]",5,5,[2013],PARCEL_SPLIT,"APN present in FC through 2013, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
117-100-014,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",PARCEL_SPLIT,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
117-100-015,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",PARCEL_SPLIT,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
117-100-016,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",PARCEL_SPLIT,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
117-100-017,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",PARCEL_SPLIT,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
117-120-032,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
117-230-006,,"[2021, 2022, 2023, 2024, 2025]",5,5,[2013],PARCEL_SPLIT,"APN present in FC through 2013, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
122-100-04,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
122-100-23,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
123-032-11,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
123-071-34,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
123-131-02,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
123-131-05,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2015, 2016, 2017, 2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
125-172-31,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2013, 2014]",PARCEL_SPLIT,"APN present in FC through 2014, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
125-172-32,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2013, 2014]",PARCEL_SPLIT,"APN present in FC through 2014, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
125-232-04,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2013, 2014]",PARCEL_SPLIT,"APN present in FC through 2014, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
125-382-19,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
125-462-07,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC through 2017, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
126-082-08,,"[2021, 2022, 2023, 2024, 2025]",5,5,[2013],PARCEL_SPLIT,"APN present in FC through 2013, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
126-560-28,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC through 2017, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
126-560-37,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
126-570-16,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
129-280-14,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
129-280-15,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
129-280-16,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
129-280-17,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
129-280-18,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
129-280-19,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
129-280-21,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
129-291-03,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
129-291-13,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
129-291-17,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
129-291-20,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
129-292-01,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
129-292-02,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
129-292-03,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
129-292-06,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
129-292-10,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
129-292-12,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
129-292-17,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
129-292-18,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
129-292-19,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
129-292-20,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
129-292-22,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
129-292-26,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
130-241-32,,"[2021, 2022, 2023, 2024, 2025]",5,5,[2013],PARCEL_SPLIT,"APN present in FC through 2013, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
130-241-33,,"[2021, 2022, 2023, 2024, 2025]",5,5,[2013],PARCEL_SPLIT,"APN present in FC through 2013, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
130-312-27,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
130-332-04,,"[2021, 2022, 2023, 2024, 2025]",5,5,[2013],PARCEL_SPLIT,"APN present in FC through 2013, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
130-332-05,,"[2021, 2022, 2023, 2024, 2025]",5,5,[2013],PARCEL_SPLIT,"APN present in FC through 2013, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
130-332-09,,"[2021, 2022, 2023, 2024, 2025]",5,5,[2013],PARCEL_SPLIT,"APN present in FC through 2013, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1318-09-810-035,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015]",PARCEL_SPLIT,"APN present in FC through 2015, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1318-09-810-070,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015]",PARCEL_SPLIT,"APN present in FC through 2015, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1318-10-416-039,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC through 2017, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1318-15-711-029,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2013, 2014]",PARCEL_SPLIT,"APN present in FC through 2014, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1318-23-710-038,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1318-23-710-039,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1318-24-701-008,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015]",PARCEL_SPLIT,"APN present in FC through 2015, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1318-25-101-017,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015]",PARCEL_SPLIT,"APN present in FC through 2015, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1318-26-601-006,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015]",PARCEL_SPLIT,"APN present in FC through 2015, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1418-03-301-002,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015]",PARCEL_SPLIT,"APN present in FC through 2015, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1418-03-401-007,,"[2021, 2022, 2023, 2024, 2025]",5,5,[2013],PARCEL_SPLIT,"APN present in FC through 2013, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1418-10-510-001,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1418-11-311-004,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1418-15-110-016,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1418-15-201-003,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1418-15-601-001,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1418-22-611-027,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC through 2017, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1418-27-210-020,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015]",PARCEL_SPLIT,"APN present in FC through 2015, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1418-34-110-020,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015]",PARCEL_SPLIT,"APN present in FC through 2015, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1418-34-201-005,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC through 2017, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1418-34-201-006,,"[2021, 2022, 2023, 2024, 2025]",5,5,"[2012, 2013, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC through 2017, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1418-34-310-001,,"[2021, 2022, 2023, 2024, 2025]",5,5,[2013],PARCEL_SPLIT,"APN present in FC through 2013, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
1418-34-401-020,,"[2021, 2022, 2023, 2024, 2025]",5,5,[2013],PARCEL_SPLIT,"APN present in FC through 2013, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
021-321-32,,"[2013, 2014]",2,4,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
025-224-20,,"[2013, 2014]",2,4,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
031-085-23,,"[2013, 2014]",2,4,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
033-703-014,,"[2022, 2023, 2024, 2025]",4,4,"[2018, 2019, 2020, 2021]",PARCEL_SPLIT,"APN present in FC through 2021, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
033-841-031,,"[2022, 2023, 2024, 2025]",4,4,"[2018, 2019, 2020, 2021]",PARCEL_SPLIT,"APN present in FC through 2021, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
035-234-20,,"[2013, 2014]",2,4,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
036-423-018,,"[2024, 2025]",2,4,"[2018, 2019, 2020, 2021, 2022, 2023]",PARCEL_SPLIT,"APN present in FC through 2023, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
083-202-017,,"[2013, 2014]",2,4,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
094-122-001,,"[2022, 2023, 2024, 2025]",4,4,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",PARCEL_SPLIT,"APN present in FC through 2021, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
094-300-011,,"[2017, 2018, 2019, 2020]",4,4,"[2012, 2013, 2014, 2015, 2016, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2017, 2018, 2019, 2020]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
122-530-37,,"[2013, 2014]",2,4,"[2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
123-041-19,,"[2022, 2023, 2024, 2025]",4,4,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",PARCEL_SPLIT,"APN present in FC through 2021, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
129-091-01,,[2018],1,4,"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2018]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
130-163-36,,"[2021, 2022, 2023, 2024]",4,4,[2025],PARCEL_SPLIT,"APN present in FC for some years but missing for: [2021, 2022, 2023, 2024]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
1319-19-411-024,,"[2022, 2023, 2024, 2025]",4,4,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",PARCEL_SPLIT,"APN present in FC through 2021, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
015-370-030,,"[2018, 2019, 2020]",3,3,"[2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2018, 2019, 2020]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
021-201-16,,[2013],1,3,"[2012, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
027-143-022,,"[2023, 2024, 2025]",3,3,"[2018, 2019, 2020, 2021, 2022]",PARCEL_SPLIT,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
030-352-027,,"[2023, 2024, 2025]",3,3,"[2018, 2019, 2020, 2021, 2022]",PARCEL_SPLIT,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
036-563-014,,"[2023, 2024, 2025]",3,3,"[2018, 2019, 2020, 2021, 2022]",PARCEL_SPLIT,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
080-173-013,,"[2023, 2024, 2025]",3,3,"[2018, 2019, 2020, 2021, 2022]",PARCEL_SPLIT,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
085-072-014,,"[2023, 2024, 2025]",3,3,"[2017, 2018]",PARCEL_SPLIT,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
090-225-002,,"[2023, 2024, 2025]",3,3,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",PARCEL_SPLIT,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
117-071-044,,"[2023, 2024, 2025]",3,3,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",PARCEL_SPLIT,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
122-181-65,,"[2023, 2024, 2025]",3,3,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",PARCEL_SPLIT,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
123-131-06,,"[2023, 2024, 2025]",3,3,"[2012, 2015, 2016, 2017, 2018, 2019]",PARCEL_SPLIT,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
123-143-11,,"[2023, 2024, 2025]",3,3,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",PARCEL_SPLIT,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
130-241-45,,"[2023, 2024, 2025]",3,3,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",PARCEL_SPLIT,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
130-241-46,,"[2023, 2024, 2025]",3,3,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",PARCEL_SPLIT,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
130-331-05,,"[2023, 2024, 2025]",3,3,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",PARCEL_SPLIT,"APN present in FC through 2022, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
015-061-013,,"[2024, 2025]",2,2,"[2018, 2019, 2020, 2021, 2022, 2023]",PARCEL_SPLIT,"APN present in FC through 2023, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
017-041-34,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
025-382-14,,[2013],1,2,"[2012, 2014, 2015, 2016, 2017]",PARCEL_SPLIT,APN present in FC for some years but missing for: [2013]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years.
025-554-013,,"[2024, 2025]",2,2,"[2018, 2019, 2020, 2021, 2022, 2023]",PARCEL_SPLIT,"APN present in FC through 2023, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
027-153-003,,"[2024, 2025]",2,2,"[2018, 2019, 2020, 2021, 2022, 2023]",PARCEL_SPLIT,"APN present in FC through 2023, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
027-153-007,,[2025],1,2,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]",PARCEL_SPLIT,"APN present in FC through 2024, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
027-621-015,,"[2018, 2019]",2,2,"[2020, 2021, 2022, 2023, 2024, 2025]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2018, 2019]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
028-301-65,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
029-010-02,,[2017],1,2,"[2012, 2013, 2014, 2015, 2016]",PARCEL_SPLIT,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
029-602-13,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
029-630-01,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
029-630-02,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
029-630-03,,"[2013, 2014]",2,2,"[2012, 2015, 2016, 2017]",PARCEL_SPLIT,"APN present in FC for some years but missing for: [2013, 2014]. Likely a parcel split or APN renaming event. Update CSV to reference successor APNs for affected years."
