APN,YL,Units_CSV,Year,APN_fixed,FC_Units,COUNTY
129-292-22,2020 Final,1.0,2020,129-292-22,,
129-292-26,2020 Final,1.0,2020,129-292-26,,
130-312-04,2020 Final,1.0,2020,130-312-04,,
130-312-27,2020 Final,1.0,2020,130-312-27,,
1318-03-110-005,2020 Final,1.0,2020,1318-03-110-005,,
1318-09-810-035,2020 Final,1.0,2020,1318-09-810-035,,
1318-09-810-103,2020 Final,1.0,2020,1318-09-810-103,,
1318-10-310-010,2020 Final,4.0,2020,1318-10-310-010,,
1318-10-310-012,2020 Final,1.0,2020,1318-10-310-012,,
1318-10-310-015,2020 Final,1.0,2020,1318-10-310-015,,
1318-10-310-033,2020 Final,2.0,2020,1318-10-310-033,,
1318-10-415-062,2020 Final,1.0,2020,1318-10-415-062,,
1318-10-416-039,2020 Final,1.0,2020,1318-10-416-039,,
1318-15-601-003,2020 Final,1.0,2020,1318-15-601-003,,
1318-22-002-002,2020 Final,154.0,2020,1318-22-002-002,,
1318-23-212-005,2020 Final,1.0,2020,1318-23-212-005,,
1318-23-212-006,2020 Final,1.0,2020,1318-23-212-006,,
1318-23-710-003,2020 Final,1.0,2020,1318-23-710-003,,
1318-23-710-038,2020 Final,1.0,2020,1318-23-710-038,,
1318-23-710-039,2020 Final,1.0,2020,1318-23-710-039,,
1318-24-701-008,2020 Final,1.0,2020,1318-24-701-008,,
1318-25-110-010,2020 Final,1.0,2020,1318-25-110-010,,
1318-26-101-029,2020 Final,2.0,2020,1318-26-101-029,,
1318-26-601-006,2020 Final,1.0,2020,1318-26-601-006,,
1318-27-001-002,2020 Final,1.0,2020,1318-27-001-002,,
1318-27-001-003,2020 Final,1.0,2020,1318-27-001-003,,
1319-19-212-078,2020 Final,2.0,2020,1319-19-212-078,,
1319-19-710-031,2020 Final,1.0,2020,1319-19-710-031,,
1319-19-710-032,2020 Final,1.0,2020,1319-19-710-032,,
1418-03-301-002,2020 Final,1.0,2020,1418-03-301-002,,
1418-10-501-001,2020 Final,2.0,2020,1418-10-501-001,,
1418-10-702-006,2020 Final,1.0,2020,1418-10-702-006,,
1418-10-702-007,2020 Final,1.0,2020,1418-10-702-007,,
1418-10-802-008,2020 Final,8.0,2020,1418-10-802-008,,
1418-11-311-004,2020 Final,1.0,2020,1418-11-311-004,,
1418-15-201-001,2020 Final,2.0,2020,1418-15-201-001,,
1418-15-201-003,2020 Final,1.0,2020,1418-15-201-003,,
1418-15-601-001,2020 Final,1.0,2020,1418-15-601-001,,
1418-15-801-005,2020 Final,1.0,2020,1418-15-801-005,,
1418-22-611-027,2020 Final,1.0,2020,1418-22-611-027,,
1418-27-210-015,2020 Final,1.0,2020,1418-27-210-015,,
1418-27-210-029,2020 Final,1.0,2020,1418-27-210-029,,
1418-34-101-001,2020 Final,20.0,2020,1418-34-101-001,,
1418-34-110-003,2020 Final,1.0,2020,1418-34-110-003,,
1418-34-110-010,2020 Final,1.0,2020,1418-34-110-010,,
1418-34-110-020,2020 Final,1.0,2020,1418-34-110-020,,
1418-34-110-024,2020 Final,1.0,2020,1418-34-110-024,,
1418-34-110-039,2020 Final,1.0,2020,1418-34-110-039,,
1418-34-201-001,2020 Final,1.0,2020,1418-34-201-001,,
1418-34-201-004,2020 Final,1.0,2020,1418-34-201-004,,
1418-34-201-005,2020 Final,1.0,2020,1418-34-201-005,,
1418-34-201-006,2020 Final,1.0,2020,1418-34-201-006,,
1418-34-210-007,2020 Final,1.0,2020,1418-34-210-007,,
1418-34-211-026,2020 Final,1.0,2020,1418-34-211-026,,
1418-34-211-046,2020 Final,1.0,2020,1418-34-211-046,,
1418-34-401-009,2020 Final,2.0,2020,1418-34-401-009,,
1418-34-401-010,2020 Final,1.0,2020,1418-34-401-010,,
1418-34-401-011,2020 Final,1.0,2020,1418-34-401-011,,
117-150-040,2020 Final,1.0,2020,117-150-040,,
098-210-030,2020 Final,1.0,2020,098-210-030,,
098-210-031,2020 Final,1.0,2020,098-210-031,,
094-110-007,2020 Final,1.0,2020,094-110-007,,
124-860-01,2020 Final,1.0,2020,124-860-01,,
124-860-02,2020 Final,1.0,2020,124-860-02,,
124-860-03,2020 Final,1.0,2020,124-860-03,,
015-301-002,2021 Final,1.0,2021,015-301-002,,
015-301-003,2021 Final,1.0,2021,015-301-003,,
015-370-011,2021 Final,1.0,2021,015-370-011,,
015-370-023,2021 Final,1.0,2021,015-370-023,,
016-091-42,2021 Final,1.0,2021,016-091-42,,
016-101-014,2021 Final,1.0,2021,016-101-014,,
016-300-57,2021 Final,1.0,2021,016-300-57,,
022-344-012,2021 Final,1.0,2021,022-344-012,,
025-735-006,2021 Final,1.0,2021,025-735-006,,
025-754-002,2021 Final,1.0,2021,025-754-002,,
026-105-006,2021 Final,1.0,2021,026-105-006,,
026-122-031,2021 Final,1.0,2021,026-122-031,,
026-122-033,2021 Final,1.0,2021,026-122-033,,
026-300-001,2021 Final,3.0,2021,026-300-001,,
027-122-004,2021 Final,2.0,2021,027-122-004,,
027-313-013,2021 Final,1.0,2021,027-313-013,,
031-043-005,2021 Final,1.0,2021,031-043-005,,
031-207-005,2021 Final,1.0,2021,031-207-005,,
031-207-006,2021 Final,1.0,2021,031-207-006,,
033-255-06,2021 Final,1.0,2021,033-255-06,,
033-255-08,2021 Final,1.0,2021,033-255-08,,
034-734-026,2021 Final,1.0,2021,034-734-026,,
035-283-018,2021 Final,1.0,2021,035-283-018,,
035-283-022,2021 Final,1.0,2021,035-283-022,,
080-162-017,2021 Final,1.0,2021,080-162-017,,
080-192-033,2021 Final,1.0,2021,080-192-033,,
083-032-031,2021 Final,1.0,2021,083-032-031,,
083-032-032,2021 Final,1.0,2021,083-032-032,,
083-033-014,2021 Final,1.0,2021,083-033-014,,
083-061-026,2021 Final,1.0,2021,083-061-026,,
083-062-038,2021 Final,1.0,2021,083-062-038,,
083-063-007,2021 Final,1.0,2021,083-063-007,,
083-074-003,2021 Final,1.0,2021,083-074-003,,
083-202-012,2021 Final,1.0,2021,083-202-012,,
083-390-023,2021 Final,1.0,2021,083-390-023,,
084-052-010,2021 Final,1.0,2021,084-052-010,,
084-092-009,2021 Final,1.0,2021,084-092-009,,
084-092-016,2021 Final,1.0,2021,084-092-016,,
084-110-011,2021 Final,1.0,2021,084-110-011,,
084-110-014,2021 Final,2.0,2021,084-110-014,,
084-110-017,2021 Final,1.0,2021,084-110-017,,
084-172-005,2021 Final,2.0,2021,084-172-005,,
084-191-001,2021 Final,3.0,2021,084-191-001,,
084-211-004,2021 Final,1.0,2021,084-211-004,,
090-030-044,2021 Final,1.0,2021,090-030-044,,
090-071-034,2021 Final,2.0,2021,090-071-034,,
090-073-019,2021 Final,1.0,2021,090-073-019,,
090-102-010,2021 Final,1.0,2021,090-102-010,,
090-124-018,2021 Final,6.0,2021,090-124-018,,
090-134-046,2021 Final,4.0,2021,090-134-046,,
090-162-016,2021 Final,1.0,2021,090-162-016,,
090-201-008,2021 Final,1.0,2021,090-201-008,,
090-222-060,2021 Final,1.0,2021,090-222-060,,
090-231-036,2021 Final,1.0,2021,090-231-036,,
090-232-026,2021 Final,1.0,2021,090-232-026,,
090-261-019,2021 Final,1.0,2021,090-261-019,,
090-262-013,2021 Final,1.0,2021,090-262-013,,
090-271-015,2021 Final,1.0,2021,090-271-015,,
090-292-003,2021 Final,1.0,2021,090-292-003,,
092-120-007,2021 Final,1.0,2021,092-120-007,,
092-120-042,2021 Final,1.0,2021,092-120-042,,
092-142-010,2021 Final,1.0,2021,092-142-010,,
092-142-020,2021 Final,1.0,2021,092-142-020,,
092-152-015,2021 Final,1.0,2021,092-152-015,,
092-190-052,2021 Final,1.0,2021,092-190-052,,
092-190-053,2021 Final,1.0,2021,092-190-053,,
092-234-012,2021 Final,1.0,2021,092-234-012,,
093-034-004,2021 Final,2.0,2021,093-034-004,,
093-042-021,2021 Final,1.0,2021,093-042-021,,
093-042-022,2021 Final,1.0,2021,093-042-022,,
093-083-008,2021 Final,1.0,2021,093-083-008,,
093-083-009,2021 Final,1.0,2021,093-083-009,,
093-083-010,2021 Final,1.0,2021,093-083-010,,
093-083-011,2021 Final,1.0,2021,093-083-011,,
093-083-012,2021 Final,1.0,2021,093-083-012,,
093-083-014,2021 Final,1.0,2021,093-083-014,,
093-083-015,2021 Final,1.0,2021,093-083-015,,
093-160-016,2021 Final,1.0,2021,093-160-016,,
093-194-007,2021 Final,1.0,2021,093-194-007,,
093-194-012,2021 Final,1.0,2021,093-194-012,,
094-032-004,2021 Final,1.0,2021,094-032-004,,
094-122-019,2021 Final,1.0,2021,094-122-019,,
094-173-005,2021 Final,1.0,2021,094-173-005,,
094-173-021,2021 Final,1.0,2021,094-173-021,,
094-350-021,2021 Final,1.0,2021,094-350-021,,
095-110-006,2021 Final,1.0,2021,095-110-006,,
095-130-007,2021 Final,5.0,2021,095-130-007,,
097-092-003,2021 Final,1.0,2021,097-092-003,,
097-100-022,2021 Final,2.0,2021,097-100-022,,
097-122-002,2021 Final,1.0,2021,097-122-002,,
097-122-013,2021 Final,2.0,2021,097-122-013,,
097-122-015,2021 Final,1.0,2021,097-122-015,,
097-130-029,2021 Final,1.0,2021,097-130-029,,
097-164-006,2021 Final,1.0,2021,097-164-006,,
097-192-001,2021 Final,1.0,2021,097-192-001,,
098-010-036,2021 Final,1.0,2021,098-010-036,,
098-010-037,2021 Final,1.0,2021,098-010-037,,
098-164-009,2021 Final,1.0,2021,098-164-009,,
098-165-002,2021 Final,1.0,2021,098-165-002,,
098-192-002,2021 Final,1.0,2021,098-192-002,,
098-231-024,2021 Final,1.0,2021,098-231-024,,
098-314-014,2021 Final,1.0,2021,098-314-014,,
112-060-017,2021 Final,2.0,2021,112-060-017,,
112-070-002,2021 Final,1.0,2021,112-070-002,,
112-180-009,2021 Final,1.0,2021,112-180-009,,
112-190-040,2021 Final,1.0,2021,112-190-040,,
112-190-042,2021 Final,1.0,2021,112-190-042,,
112-190-044,2021 Final,1.0,2021,112-190-044,,
112-270-004,2021 Final,1.0,2021,112-270-004,,
115-030-035,2021 Final,1.0,2021,115-030-035,,
115-040-075,2021 Final,1.0,2021,115-040-075,,
115-050-039,2021 Final,2.0,2021,115-050-039,,
115-060-010,2021 Final,1.0,2021,115-060-010,,
115-060-018,2021 Final,1.0,2021,115-060-018,,
117-020-009,2021 Final,1.0,2021,117-020-009,,
117-071-025,2021 Final,1.0,2021,117-071-025,,
117-100-004,2021 Final,1.0,2021,117-100-004,,
117-100-014,2021 Final,1.0,2021,117-100-014,,
117-100-015,2021 Final,1.0,2021,117-100-015,,
117-100-016,2021 Final,1.0,2021,117-100-016,,
117-100-017,2021 Final,1.0,2021,117-100-017,,
117-110-008,2021 Final,1.0,2021,117-110-008,,
117-110-023,2021 Final,1.0,2021,117-110-023,,
117-120-031,2021 Final,1.0,2021,117-120-031,,
117-160-013,2021 Final,1.0,2021,117-160-013,,
117-180-037,2021 Final,1.0,2021,117-180-037,,
117-180-038,2021 Final,2.0,2021,117-180-038,,
122-100-04,2021 Final,1.0,2021,122-100-04,,
122-100-23,2021 Final,1.0,2021,122-100-23,,
122-100-24,2021 Final,1.0,2021,122-100-24,,
122-181-24,2021 Final,1.0,2021,122-181-24,,
122-181-37,2021 Final,1.0,2021,122-181-37,,
122-530-25,2021 Final,1.0,2021,122-530-25,,
122-530-26,2021 Final,1.0,2021,122-530-26,,
123-021-04,2021 Final,1.0,2021,123-021-04,,
123-032-01,2021 Final,4.0,2021,123-032-01,,
123-032-11,2021 Final,1.0,2021,123-032-11,,
123-032-12,2021 Final,1.0,2021,123-032-12,,
123-032-13,2021 Final,3.0,2021,123-032-13,,
123-131-02,2021 Final,1.0,2021,123-131-02,,
123-131-05,2021 Final,1.0,2021,123-131-05,,
125-382-19,2021 Final,1.0,2021,125-382-19,,
125-462-08,2021 Final,1.0,2021,125-462-08,,
126-080-25,2021 Final,1.0,2021,126-080-25,,
126-082-49,2021 Final,1.0,2021,126-082-49,,
126-560-28,2021 Final,1.0,2021,126-560-28,,
126-560-37,2021 Final,1.0,2021,126-560-37,,
126-570-16,2021 Final,1.0,2021,126-570-16,,
129-022-07,2021 Final,4.0,2021,129-022-07,,
129-280-12,2021 Final,4.0,2021,129-280-12,,
129-280-13,2021 Final,4.0,2021,129-280-13,,
129-280-14,2021 Final,1.0,2021,129-280-14,,
129-280-15,2021 Final,1.0,2021,129-280-15,,
129-280-16,2021 Final,1.0,2021,129-280-16,,
129-280-17,2021 Final,1.0,2021,129-280-17,,
129-280-18,2021 Final,1.0,2021,129-280-18,,
129-280-19,2021 Final,1.0,2021,129-280-19,,
129-291-03,2021 Final,1.0,2021,129-291-03,,
129-291-13,2021 Final,1.0,2021,129-291-13,,
129-291-17,2021 Final,1.0,2021,129-291-17,,
129-291-20,2021 Final,1.0,2021,129-291-20,,
129-292-01,2021 Final,1.0,2021,129-292-01,,
129-292-02,2021 Final,1.0,2021,129-292-02,,
129-292-03,2021 Final,1.0,2021,129-292-03,,
129-292-06,2021 Final,1.0,2021,129-292-06,,
129-292-07,2021 Final,1.0,2021,129-292-07,,
129-292-10,2021 Final,1.0,2021,129-292-10,,
129-292-12,2021 Final,1.0,2021,129-292-12,,
129-292-14,2021 Final,1.0,2021,129-292-14,,
129-292-17,2021 Final,1.0,2021,129-292-17,,
129-292-18,2021 Final,1.0,2021,129-292-18,,
129-292-19,2021 Final,1.0,2021,129-292-19,,
129-292-20,2021 Final,1.0,2021,129-292-20,,
129-292-22,2021 Final,1.0,2021,129-292-22,,
129-292-26,2021 Final,1.0,2021,129-292-26,,
130-312-04,2021 Final,1.0,2021,130-312-04,,
130-312-27,2021 Final,1.0,2021,130-312-27,,
1318-03-110-005,2021 Final,1.0,2021,1318-03-110-005,,
1318-09-810-035,2021 Final,1.0,2021,1318-09-810-035,,
1318-09-810-103,2021 Final,1.0,2021,1318-09-810-103,,
1318-10-310-010,2021 Final,4.0,2021,1318-10-310-010,,
1318-10-310-012,2021 Final,1.0,2021,1318-10-310-012,,
1318-10-310-015,2021 Final,1.0,2021,1318-10-310-015,,
1318-10-310-033,2021 Final,2.0,2021,1318-10-310-033,,
1318-10-415-062,2021 Final,1.0,2021,1318-10-415-062,,
1318-10-416-039,2021 Final,1.0,2021,1318-10-416-039,,
1318-15-601-003,2021 Final,1.0,2021,1318-15-601-003,,
1318-22-002-002,2021 Final,154.0,2021,1318-22-002-002,,
1318-23-212-005,2021 Final,1.0,2021,1318-23-212-005,,
1318-23-212-006,2021 Final,1.0,2021,1318-23-212-006,,
1318-23-710-003,2021 Final,1.0,2021,1318-23-710-003,,
1318-23-710-038,2021 Final,1.0,2021,1318-23-710-038,,
1318-23-710-039,2021 Final,1.0,2021,1318-23-710-039,,
1318-23-814-004,2021 Final,1.0,2021,1318-23-814-004,,
1318-24-701-008,2021 Final,1.0,2021,1318-24-701-008,,
1318-25-110-010,2021 Final,1.0,2021,1318-25-110-010,,
1318-26-101-029,2021 Final,2.0,2021,1318-26-101-029,,
1318-26-601-006,2021 Final,1.0,2021,1318-26-601-006,,
1318-27-001-002,2021 Final,1.0,2021,1318-27-001-002,,
1318-27-001-003,2021 Final,1.0,2021,1318-27-001-003,,
1319-19-212-078,2021 Final,2.0,2021,1319-19-212-078,,
1319-19-710-031,2021 Final,1.0,2021,1319-19-710-031,,
1319-19-710-032,2021 Final,1.0,2021,1319-19-710-032,,
1418-03-301-002,2021 Final,1.0,2021,1418-03-301-002,,
1418-10-501-001,2021 Final,2.0,2021,1418-10-501-001,,
1418-10-702-006,2021 Final,1.0,2021,1418-10-702-006,,
1418-10-702-007,2021 Final,1.0,2021,1418-10-702-007,,
1418-10-802-008,2021 Final,8.0,2021,1418-10-802-008,,
1418-11-311-004,2021 Final,1.0,2021,1418-11-311-004,,
1418-15-201-001,2021 Final,2.0,2021,1418-15-201-001,,
1418-15-201-003,2021 Final,1.0,2021,1418-15-201-003,,
1418-15-601-001,2021 Final,1.0,2021,1418-15-601-001,,
1418-15-801-005,2021 Final,1.0,2021,1418-15-801-005,,
1418-22-611-027,2021 Final,1.0,2021,1418-22-611-027,,
1418-27-210-015,2021 Final,1.0,2021,1418-27-210-015,,
1418-27-210-029,2021 Final,1.0,2021,1418-27-210-029,,
1418-34-101-001,2021 Final,20.0,2021,1418-34-101-001,,
1418-34-110-003,2021 Final,1.0,2021,1418-34-110-003,,
1418-34-110-010,2021 Final,1.0,2021,1418-34-110-010,,
1418-34-110-020,2021 Final,1.0,2021,1418-34-110-020,,
1418-34-110-024,2021 Final,1.0,2021,1418-34-110-024,,
1418-34-110-039,2021 Final,1.0,2021,1418-34-110-039,,
1418-34-201-001,2021 Final,1.0,2021,1418-34-201-001,,
1418-34-201-004,2021 Final,1.0,2021,1418-34-201-004,,
1418-34-201-005,2021 Final,1.0,2021,1418-34-201-005,,
1418-34-201-006,2021 Final,1.0,2021,1418-34-201-006,,
1418-34-210-007,2021 Final,1.0,2021,1418-34-210-007,,
1418-34-211-026,2021 Final,1.0,2021,1418-34-211-026,,
1418-34-211-046,2021 Final,1.0,2021,1418-34-211-046,,
1418-34-401-009,2021 Final,2.0,2021,1418-34-401-009,,
1418-34-401-010,2021 Final,1.0,2021,1418-34-401-010,,
1418-34-401-011,2021 Final,1.0,2021,1418-34-401-011,,
094-110-007,2021 Final,1.0,2021,094-110-007,,
124-860-01,2021 Final,1.0,2021,124-860-01,,
124-860-02,2021 Final,1.0,2021,124-860-02,,
124-860-03,2021 Final,1.0,2021,124-860-03,,
090-191-049,2021 Final,1.0,2021,090-191-049,,
090-191-050,2021 Final,1.0,2021,090-191-050,,
130-163-36,2021 Final,1.0,2021,130-163-36,,
015-301-002,2022 Final,1.0,2022,015-301-002,,
015-301-003,2022 Final,1.0,2022,015-301-003,,
015-370-011,2022 Final,1.0,2022,015-370-011,,
015-370-023,2022 Final,1.0,2022,015-370-023,,
016-091-42,2022 Final,1.0,2022,016-091-42,,
016-101-014,2022 Final,1.0,2022,016-101-014,,
016-300-57,2022 Final,1.0,2022,016-300-57,,
022-344-012,2022 Final,1.0,2022,022-344-012,,
025-735-006,2022 Final,1.0,2022,025-735-006,,
025-754-002,2022 Final,1.0,2022,025-754-002,,
026-105-006,2022 Final,1.0,2022,026-105-006,,
026-122-031,2022 Final,1.0,2022,026-122-031,,
026-122-033,2022 Final,1.0,2022,026-122-033,,
026-300-001,2022 Final,3.0,2022,026-300-001,,
027-122-004,2022 Final,2.0,2022,027-122-004,,
027-313-013,2022 Final,1.0,2022,027-313-013,,
031-043-005,2022 Final,1.0,2022,031-043-005,,
031-207-005,2022 Final,1.0,2022,031-207-005,,
031-207-006,2022 Final,1.0,2022,031-207-006,,
033-255-06,2022 Final,1.0,2022,033-255-06,,
033-255-08,2022 Final,1.0,2022,033-255-08,,
033-703-014,2022 Final,1.0,2022,033-703-014,,
033-841-031,2022 Final,1.0,2022,033-841-031,,
033-841-033,2022 Final,1.0,2022,033-841-033,,
034-734-026,2022 Final,1.0,2022,034-734-026,,
035-283-018,2022 Final,1.0,2022,035-283-018,,
035-283-022,2022 Final,1.0,2022,035-283-022,,
080-162-017,2022 Final,1.0,2022,080-162-017,,
080-192-033,2022 Final,1.0,2022,080-192-033,,
083-032-031,2022 Final,1.0,2022,083-032-031,,
083-032-032,2022 Final,1.0,2022,083-032-032,,
083-033-014,2022 Final,1.0,2022,083-033-014,,
083-061-026,2022 Final,1.0,2022,083-061-026,,
083-062-038,2022 Final,1.0,2022,083-062-038,,
083-063-007,2022 Final,1.0,2022,083-063-007,,
083-074-003,2022 Final,1.0,2022,083-074-003,,
083-202-012,2022 Final,1.0,2022,083-202-012,,
083-390-023,2022 Final,1.0,2022,083-390-023,,
084-052-010,2022 Final,1.0,2022,084-052-010,,
084-092-009,2022 Final,1.0,2022,084-092-009,,
084-092-016,2022 Final,1.0,2022,084-092-016,,
084-110-011,2022 Final,1.0,2022,084-110-011,,
084-110-014,2022 Final,2.0,2022,084-110-014,,
084-110-017,2022 Final,1.0,2022,084-110-017,,
084-172-005,2022 Final,2.0,2022,084-172-005,,
084-191-001,2022 Final,3.0,2022,084-191-001,,
084-211-004,2022 Final,1.0,2022,084-211-004,,
085-343-024,2022 Final,1.0,2022,085-343-024,,
090-030-035,2022 Final,1.0,2022,090-030-035,,
090-030-044,2022 Final,1.0,2022,090-030-044,,
090-071-034,2022 Final,2.0,2022,090-071-034,,
090-073-019,2022 Final,1.0,2022,090-073-019,,
090-074-012,2022 Final,1.0,2022,090-074-012,,
090-102-010,2022 Final,1.0,2022,090-102-010,,
090-124-018,2022 Final,6.0,2022,090-124-018,,
090-134-046,2022 Final,4.0,2022,090-134-046,,
090-162-016,2022 Final,1.0,2022,090-162-016,,
090-201-008,2022 Final,1.0,2022,090-201-008,,
090-222-060,2022 Final,1.0,2022,090-222-060,,
090-231-036,2022 Final,1.0,2022,090-231-036,,
090-232-026,2022 Final,1.0,2022,090-232-026,,
090-261-019,2022 Final,1.0,2022,090-261-019,,
090-262-013,2022 Final,1.0,2022,090-262-013,,
090-271-015,2022 Final,1.0,2022,090-271-015,,
090-292-003,2022 Final,1.0,2022,090-292-003,,
092-120-007,2022 Final,1.0,2022,092-120-007,,
092-120-042,2022 Final,1.0,2022,092-120-042,,
092-142-010,2022 Final,1.0,2022,092-142-010,,
092-142-020,2022 Final,1.0,2022,092-142-020,,
092-152-015,2022 Final,1.0,2022,092-152-015,,
092-190-052,2022 Final,1.0,2022,092-190-052,,
092-190-053,2022 Final,1.0,2022,092-190-053,,
092-234-012,2022 Final,1.0,2022,092-234-012,,
093-034-004,2022 Final,2.0,2022,093-034-004,,
093-042-021,2022 Final,1.0,2022,093-042-021,,
093-042-022,2022 Final,1.0,2022,093-042-022,,
093-083-008,2022 Final,1.0,2022,093-083-008,,
093-083-009,2022 Final,1.0,2022,093-083-009,,
093-083-010,2022 Final,1.0,2022,093-083-010,,
093-083-011,2022 Final,1.0,2022,093-083-011,,
093-083-012,2022 Final,1.0,2022,093-083-012,,
093-083-014,2022 Final,1.0,2022,093-083-014,,
093-083-015,2022 Final,1.0,2022,093-083-015,,
093-160-016,2022 Final,1.0,2022,093-160-016,,
093-194-007,2022 Final,1.0,2022,093-194-007,,
093-194-012,2022 Final,1.0,2022,093-194-012,,
094-032-004,2022 Final,1.0,2022,094-032-004,,
094-122-001,2022 Final,1.0,2022,094-122-001,,
094-122-019,2022 Final,1.0,2022,094-122-019,,
094-173-005,2022 Final,1.0,2022,094-173-005,,
094-173-021,2022 Final,1.0,2022,094-173-021,,
094-233-004,2022 Final,1.0,2022,094-233-004,,
094-350-021,2022 Final,1.0,2022,094-350-021,,
095-110-006,2022 Final,1.0,2022,095-110-006,,
095-130-007,2022 Final,5.0,2022,095-130-007,,
097-092-003,2022 Final,1.0,2022,097-092-003,,
097-100-022,2022 Final,2.0,2022,097-100-022,,
097-122-002,2022 Final,1.0,2022,097-122-002,,
097-122-013,2022 Final,2.0,2022,097-122-013,,
097-122-015,2022 Final,1.0,2022,097-122-015,,
097-130-029,2022 Final,1.0,2022,097-130-029,,
097-164-006,2022 Final,1.0,2022,097-164-006,,
097-192-001,2022 Final,1.0,2022,097-192-001,,
098-010-036,2022 Final,1.0,2022,098-010-036,,
098-010-037,2022 Final,1.0,2022,098-010-037,,
098-164-009,2022 Final,1.0,2022,098-164-009,,
098-165-002,2022 Final,1.0,2022,098-165-002,,
098-167-006,2022 Final,1.0,2022,098-167-006,,
098-192-002,2022 Final,1.0,2022,098-192-002,,
098-231-024,2022 Final,1.0,2022,098-231-024,,
098-314-014,2022 Final,1.0,2022,098-314-014,,
112-060-017,2022 Final,2.0,2022,112-060-017,,
112-070-002,2022 Final,1.0,2022,112-070-002,,
112-180-009,2022 Final,1.0,2022,112-180-009,,
112-190-040,2022 Final,1.0,2022,112-190-040,,
112-190-042,2022 Final,1.0,2022,112-190-042,,
112-190-044,2022 Final,1.0,2022,112-190-044,,
112-270-004,2022 Final,1.0,2022,112-270-004,,
115-030-035,2022 Final,1.0,2022,115-030-035,,
115-040-075,2022 Final,1.0,2022,115-040-075,,
115-050-039,2022 Final,2.0,2022,115-050-039,,
115-060-010,2022 Final,1.0,2022,115-060-010,,
115-060-018,2022 Final,1.0,2022,115-060-018,,
117-020-009,2022 Final,1.0,2022,117-020-009,,
117-071-025,2022 Final,1.0,2022,117-071-025,,
117-100-004,2022 Final,1.0,2022,117-100-004,,
117-100-014,2022 Final,1.0,2022,117-100-014,,
117-100-015,2022 Final,1.0,2022,117-100-015,,
117-100-016,2022 Final,1.0,2022,117-100-016,,
117-100-017,2022 Final,1.0,2022,117-100-017,,
117-110-008,2022 Final,1.0,2022,117-110-008,,
117-110-023,2022 Final,1.0,2022,117-110-023,,
117-120-031,2022 Final,1.0,2022,117-120-031,,
117-160-013,2022 Final,1.0,2022,117-160-013,,
117-180-037,2022 Final,1.0,2022,117-180-037,,
117-180-038,2022 Final,2.0,2022,117-180-038,,
122-100-04,2022 Final,1.0,2022,122-100-04,,
122-100-23,2022 Final,1.0,2022,122-100-23,,
122-100-24,2022 Final,1.0,2022,122-100-24,,
122-181-24,2022 Final,1.0,2022,122-181-24,,
122-181-37,2022 Final,1.0,2022,122-181-37,,
122-530-25,2022 Final,1.0,2022,122-530-25,,
122-530-26,2022 Final,1.0,2022,122-530-26,,
123-021-04,2022 Final,1.0,2022,123-021-04,,
123-032-01,2022 Final,4.0,2022,123-032-01,,
123-032-11,2022 Final,1.0,2022,123-032-11,,
123-032-12,2022 Final,1.0,2022,123-032-12,,
123-032-13,2022 Final,3.0,2022,123-032-13,,
123-041-05,2022 Final,1.0,2022,123-041-05,,
123-041-19,2022 Final,1.0,2022,123-041-19,,
123-131-02,2022 Final,1.0,2022,123-131-02,,
123-131-05,2022 Final,1.0,2022,123-131-05,,
125-382-19,2022 Final,1.0,2022,125-382-19,,
125-462-08,2022 Final,1.0,2022,125-462-08,,
126-080-25,2022 Final,1.0,2022,126-080-25,,
126-082-49,2022 Final,1.0,2022,126-082-49,,
126-560-28,2022 Final,1.0,2022,126-560-28,,
126-560-37,2022 Final,1.0,2022,126-560-37,,
126-570-16,2022 Final,1.0,2022,126-570-16,,
129-022-07,2022 Final,4.0,2022,129-022-07,,
129-280-12,2022 Final,4.0,2022,129-280-12,,
129-280-13,2022 Final,4.0,2022,129-280-13,,
129-280-14,2022 Final,1.0,2022,129-280-14,,
129-280-15,2022 Final,1.0,2022,129-280-15,,
129-280-16,2022 Final,1.0,2022,129-280-16,,
129-280-17,2022 Final,1.0,2022,129-280-17,,
129-280-18,2022 Final,1.0,2022,129-280-18,,
129-280-19,2022 Final,1.0,2022,129-280-19,,
129-291-03,2022 Final,1.0,2022,129-291-03,,
129-291-13,2022 Final,1.0,2022,129-291-13,,
129-291-17,2022 Final,1.0,2022,129-291-17,,
129-291-20,2022 Final,1.0,2022,129-291-20,,
129-292-01,2022 Final,1.0,2022,129-292-01,,
129-292-02,2022 Final,1.0,2022,129-292-02,,
129-292-03,2022 Final,1.0,2022,129-292-03,,
129-292-06,2022 Final,1.0,2022,129-292-06,,
129-292-07,2022 Final,1.0,2022,129-292-07,,
129-292-10,2022 Final,1.0,2022,129-292-10,,
129-292-12,2022 Final,1.0,2022,129-292-12,,
129-292-14,2022 Final,1.0,2022,129-292-14,,
129-292-17,2022 Final,1.0,2022,129-292-17,,
129-292-18,2022 Final,1.0,2022,129-292-18,,
129-292-19,2022 Final,1.0,2022,129-292-19,,
129-292-20,2022 Final,1.0,2022,129-292-20,,
129-292-22,2022 Final,1.0,2022,129-292-22,,
129-292-26,2022 Final,1.0,2022,129-292-26,,
130-312-04,2022 Final,1.0,2022,130-312-04,,
130-312-27,2022 Final,1.0,2022,130-312-27,,
