Residential Allocation Number,Development Right Pool,Issuance Year,Type,Sequence,Allocation Status,Transaction,Pool,Previous Transaction(s),Receiving Parcel APN,Construction Status
SLT-17-AP-02,TRPA,2017,AP,2,Allocated,TRPA-ALLOCASSGN-546,Residential Allocation - TRPA Pool,,023-481-002,Completed
EL-17-AP-03,TRPA,2017,AP,3,Allocated,TRPA-ALLOCASSGN-2002,Residential Allocation - TRPA Pool,,025-792-007,Completed
TRPA-17-AP-4,TRPA,2017,AP,4,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-17-AP-5,TRPA,2017,AP,5,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-17-AP-6,TRPA,2017,AP,6,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-17-AP-7,TRPA,2017,AP,7,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-17-AP-8,TRPA,2017,AP,8,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-17-AP-9,TRPA,2017,AP,9,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-17-AP-10,TRPA,2017,AP,10,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-18-AP-1,TRPA,2018,AP,1,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-18-AP-2,TRPA,2018,AP,2,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-18-AP-3,TRPA,2018,AP,3,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-18-AP-4,TRPA,2018,AP,4,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-18-AP-5,TRPA,2018,AP,5,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-18-AP-6,TRPA,2018,AP,6,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-18-AP-7,TRPA,2018,AP,7,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-18-AP-8,TRPA,2018,AP,8,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-18-AP-9,TRPA,2018,AP,9,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-18-AP-10,TRPA,2018,AP,10,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
SLT-19-AP-01,TRPA,2019,AP,1,Allocated,TRPA-ALLOCASSGN-897,Residential Allocation - TRPA Pool,,027-112-009,Not Completed
TRPA-19-AP-2,TRPA,2019,AP,2,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-19-AP-3,TRPA,2019,AP,3,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-19-AP-4,TRPA,2019,AP,4,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-19-AP-5,TRPA,2019,AP,5,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-19-AP-6,TRPA,2019,AP,6,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-19-AP-7,TRPA,2019,AP,7,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-19-AP-8,TRPA,2019,AP,8,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-19-AP-9,TRPA,2019,AP,9,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-19-AP-10,TRPA,2019,AP,10,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-19-AP-11,TRPA,2019,AP,11,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-19-AP-12,TRPA,2019,AP,12,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
EL-20-AP-01,TRPA,2020,AP,1,Allocated,TRPA-ALLOCASSGN-1253,Residential Allocation - TRPA Pool,,081-051-001,Completed
EL-20-AP-02,TRPA,2020,AP,2,Allocated,TRPA-ALLOCASSGN-1289,Residential Allocation - TRPA Pool,,015-370-024,Completed
TRPA-20-AP-3,TRPA,2020,AP,3,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-20-AP-4,TRPA,2020,AP,4,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-20-AP-5,TRPA,2020,AP,5,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-20-AP-6,TRPA,2020,AP,6,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-20-AP-7,TRPA,2020,AP,7,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-20-AP-8,TRPA,2020,AP,8,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-20-AP-9,TRPA,2020,AP,9,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-20-AP-10,TRPA,2020,AP,10,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-20-AP-11,TRPA,2020,AP,11,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-20-AP-12,TRPA,2020,AP,12,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
EL-21-AP-01,TRPA,2021,AP,1,Allocated,TRPA-ALLOCASSGN-1784,Residential Allocation - TRPA Pool,,034-266-013,Completed
EL-21-AP-02,TRPA,2021,AP,2,Allocated,TRPA-ALLOCASSGN-1829,Residential Allocation - TRPA Pool,,081-042-012,Completed
TRPA-21-AP-3,TRPA,2021,AP,3,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-21-AP-4,TRPA,2021,AP,4,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-21-AP-5,TRPA,2021,AP,5,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-21-AP-6,TRPA,2021,AP,6,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-21-AP-7,TRPA,2021,AP,7,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-21-AP-8,TRPA,2021,AP,8,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-21-AP-9,TRPA,2021,AP,9,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-21-AP-10,TRPA,2021,AP,10,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-21-AP-11,TRPA,2021,AP,11,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-21-AP-12,TRPA,2021,AP,12,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-21-AP-13,TRPA,2021,AP,13,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-21-AP-14,TRPA,2021,AP,14,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
EL-22-AP-01,TRPA,2022,AP,1,Allocated,TRPA-ALLOCASSGN-1798,Residential Allocation - TRPA Pool,,034-583-001,Completed
EL-22-AP-02,TRPA,2022,AP,2,Allocated,TRPA-ALLOCASSGN-1993,Residential Allocation - TRPA Pool,,080-153-002,Completed
TRPA-22-AP-3,TRPA,2022,AP,3,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-22-AP-4,TRPA,2022,AP,4,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-22-AP-5,TRPA,2022,AP,5,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-22-AP-6,TRPA,2022,AP,6,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-22-AP-7,TRPA,2022,AP,7,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-22-AP-8,TRPA,2022,AP,8,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-22-AP-9,TRPA,2022,AP,9,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-22-AP-10,TRPA,2022,AP,10,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-22-AP-11,TRPA,2022,AP,11,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-22-AP-12,TRPA,2022,AP,12,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-22-AP-13,TRPA,2022,AP,13,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-22-AP-14,TRPA,2022,AP,14,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-23-AP-1,TRPA,2023,AP,1,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-23-AP-2,TRPA,2023,AP,2,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-23-AP-3,TRPA,2023,AP,3,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-23-AP-4,TRPA,2023,AP,4,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-23-AP-5,TRPA,2023,AP,5,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-23-AP-6,TRPA,2023,AP,6,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-23-AP-7,TRPA,2023,AP,7,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-23-AP-8,TRPA,2023,AP,8,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-23-AP-9,TRPA,2023,AP,9,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-23-AP-10,TRPA,2023,AP,10,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-23-AP-11,TRPA,2023,AP,11,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-23-AP-12,TRPA,2023,AP,12,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-23-AP-13,TRPA,2023,AP,13,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-24-AP-1,TRPA,2024,AP,1,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-24-AP-2,TRPA,2024,AP,2,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-24-AP-3,TRPA,2024,AP,3,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-24-AP-4,TRPA,2024,AP,4,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-24-AP-5,TRPA,2024,AP,5,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-24-AP-6,TRPA,2024,AP,6,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-24-AP-7,TRPA,2024,AP,7,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-24-AP-8,TRPA,2024,AP,8,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-24-AP-9,TRPA,2024,AP,9,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-24-AP-10,TRPA,2024,AP,10,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-24-AP-11,TRPA,2024,AP,11,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-24-AP-12,TRPA,2024,AP,12,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-24-AP-13,TRPA,2024,AP,13,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-24-AP-14,TRPA,2024,AP,14,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
SLT-25-AP-01,TRPA,2025,AP,1,Allocated,TRPA-ALLOCASSGN-2744,Residential Allocation - TRPA Pool,,023-162-002,Not Completed
TRPA-25-AP-2,TRPA,2025,AP,2,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-25-AP-3,TRPA,2025,AP,3,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-25-AP-4,TRPA,2025,AP,4,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-25-AP-5,TRPA,2025,AP,5,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-25-AP-6,TRPA,2025,AP,6,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-25-AP-7,TRPA,2025,AP,7,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-25-AP-8,TRPA,2025,AP,8,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-25-AP-9,TRPA,2025,AP,9,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-25-AP-10,TRPA,2025,AP,10,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-25-AP-11,TRPA,2025,AP,11,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-25-AP-12,TRPA,2025,AP,12,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-25-AP-13,TRPA,2025,AP,13,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-25-AP-14,TRPA,2025,AP,14,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-25-AP-15,TRPA,2025,AP,15,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-25-AP-16,TRPA,2025,AP,16,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-26-AP-1,TRPA,2026,AP,1,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-26-AP-2,TRPA,2026,AP,2,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-26-AP-3,TRPA,2026,AP,3,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-26-AP-4,TRPA,2026,AP,4,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-26-AP-5,TRPA,2026,AP,5,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-26-AP-6,TRPA,2026,AP,6,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-26-AP-7,TRPA,2026,AP,7,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-26-AP-8,TRPA,2026,AP,8,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-26-AP-9,TRPA,2026,AP,9,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-26-AP-10,TRPA,2026,AP,10,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-26-AP-11,TRPA,2026,AP,11,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-26-AP-12,TRPA,2026,AP,12,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-26-AP-13,TRPA,2026,AP,13,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-26-AP-14,TRPA,2026,AP,14,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-26-AP-15,TRPA,2026,AP,15,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-26-AP-16,TRPA,2026,AP,16,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TRPA-26-AP-17,TRPA,2026,AP,17,Unallocated,,Residential Allocation - TRPA Pool,,,Unallocated
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
TBD,TBD,TBD,TBD,TBD,Unreleased,,TBD,,,Unreleased
