Lost_APN,Candidate_New_APN,Issue_Category,Match_Source,Match_Type,Total_Units_CSV,FC_Last_Year_Old,FC_First_Year_New,Suggested_Change_Year,Confidence,In_FC_Old,In_FC_New,Promote_Ready,old_apn,new_apn,change_year,change_type,is_primary,year_source,source,fc_last_year,fc_new_first,Old_Unit_Years,New_Unit_Years,Status
1319-30-625-004,1319-30-625-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-625-004,1319-30-625-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-625-003,1319-30-625-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-625-003,1319-30-625-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-625-002,1319-30-625-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-625-002,1319-30-625-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-624-004,1319-30-624-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-624-004,1319-30-624-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-624-003,1319-30-624-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-624-003,1319-30-624-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-624-002,1319-30-624-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-624-002,1319-30-624-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-622-010,1319-30-610-001,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-622-010,1319-30-610-001,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-622-009,1319-30-622-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-622-009,1319-30-622-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-622-006,1319-30-622-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-622-006,1319-30-622-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-615-006,1319-30-615-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-615-006,1319-30-615-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-615-005,1319-30-615-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-615-005,1319-30-615-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-615-004,1319-30-615-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-615-004,1319-30-615-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-615-003,1319-30-615-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-615-003,1319-30-615-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-615-002,1319-30-615-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-615-002,1319-30-615-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-615-001,1319-30-615-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-615-001,1319-30-615-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-614-008,1319-30-614-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-614-008,1319-30-614-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-614-007,1319-30-614-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-614-007,1319-30-614-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-626-004,1319-30-626-000,UNKNOWN,KK,kk_rename,5,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-626-004,1319-30-626-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-515-002,1319-30-515-000,UNKNOWN,KK,kk_rename,4,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-515-002,1319-30-515-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-515-003,1319-30-515-000,UNKNOWN,KK,kk_rename,4,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-515-003,1319-30-515-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
035-234-20,035-234-09,PARCEL_SPLIT,KK,kk_rename,4,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,035-234-20,035-234-09,2013,rename,1,fc_first_new,KK,2025.0,2013.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-19-715-004,1319-19-715-003,UNKNOWN,KK,kk_rename,4,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-19-715-004,1319-19-715-003,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']","['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",OVERLAP_CHECK
031-085-23,031-085-22,PARCEL_SPLIT,KK,kk_rename,4,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,031-085-23,031-085-22,2013,rename,1,fc_first_new,KK,2025.0,2013.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
1319-30-515-004,1319-30-515-000,UNKNOWN,KK,kk_rename,4,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,1319-30-515-004,1319-30-515-000,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
025-224-20,025-224-18,PARCEL_SPLIT,KK,kk_rename,4,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,025-224-20,025-224-18,2013,rename,1,fc_first_new,KK,2025.0,2013.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
021-321-32,021-321-29,PARCEL_SPLIT,KK,kk_rename,4,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,021-321-32,021-321-29,2013,rename,1,fc_first_new,KK,2025.0,2013.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
129-091-01,129-022-07,PARCEL_SPLIT,KK,kk_rename,4,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,129-091-01,129-022-07,2012,rename,1,fc_first_new,KK,2025.0,2012.0,[],"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",ALREADY_HANDLED
130-163-36,130-163-27,PARCEL_SPLIT,KK,kk_rename,4,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,130-163-36,130-163-27,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2021', '2022', '2023', '2024', '2025']","['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",OVERLAP_CHECK
021-201-16,021-201-11,PARCEL_SPLIT,KK,kk_rename,3,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,021-201-16,021-201-11,2013,rename,1,fc_first_new,KK,2025.0,2013.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022']",[],TRUE_GAP
021-321-035,021-321-29,PARCEL_SPLIT,KK,kk_rename,3,2017.0,2013.0,2013,MEDIUM_GAP,1,1,NO,021-321-035,021-321-29,2013,rename,1,fc_first_new,KK,2017.0,2013.0,"['2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
026-031-020,026-031-014,PARCEL_SPLIT,KK,kk_rename,3,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,026-031-020,026-031-014,2012,rename,1,fc_first_new,KK,2025.0,2012.0,[],"['2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",ALREADY_HANDLED
033-574-006,033-574-03,PARCEL_SPLIT,KK,kk_rename,3,2017.0,2013.0,2013,MEDIUM_GAP,1,1,NO,033-574-006,033-574-03,2013,rename,1,fc_first_new,KK,2017.0,2013.0,"['2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
036-530-027,036-530-23,PARCEL_SPLIT,KK,kk_rename,3,2017.0,2013.0,2013,MEDIUM_GAP,1,1,NO,036-530-027,036-530-23,2013,rename,1,fc_first_new,KK,2017.0,2013.0,"['2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
112-180-078,112-180-038,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,112-180-078,112-180-038,2013,rename,1,fc_first_new,KK,2025.0,2013.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
029-630-24,029-095-06,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,029-630-24,029-095-06,2013,rename,1,fc_first_new,KK,2025.0,2013.0,[],[],TRUE_GAP
029-630-28,029-095-06,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,029-630-28,029-095-06,2013,rename,1,fc_first_new,KK,2025.0,2013.0,[],[],TRUE_GAP
029-630-27,029-095-06,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,029-630-27,029-095-06,2013,rename,1,fc_first_new,KK,2025.0,2013.0,[],[],TRUE_GAP
029-630-26,029-095-06,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,029-630-26,029-095-06,2013,rename,1,fc_first_new,KK,2025.0,2013.0,[],[],TRUE_GAP
029-630-25,029-095-06,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,029-630-25,029-095-06,2013,rename,1,fc_first_new,KK,2025.0,2013.0,[],[],TRUE_GAP
029-630-23,029-095-06,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,029-630-23,029-095-06,2013,rename,1,fc_first_new,KK,2025.0,2013.0,[],[],TRUE_GAP
029-630-22,029-095-06,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,029-630-22,029-095-06,2013,rename,1,fc_first_new,KK,2025.0,2013.0,[],[],TRUE_GAP
029-630-21,029-095-06,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,029-630-21,029-095-06,2013,rename,1,fc_first_new,KK,2025.0,2013.0,[],[],TRUE_GAP
029-630-20,029-095-06,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,029-630-20,029-095-06,2013,rename,1,fc_first_new,KK,2025.0,2013.0,[],[],TRUE_GAP
029-630-19,029-095-06,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,029-630-19,029-095-06,2013,rename,1,fc_first_new,KK,2025.0,2013.0,[],[],TRUE_GAP
029-630-18,029-095-06,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,029-630-18,029-095-06,2013,rename,1,fc_first_new,KK,2025.0,2013.0,[],[],TRUE_GAP
035-301-01,035-301-009,PARCEL_SPLIT,KK,kk_rename,2,,2016.0,2016,MEDIUM_NEW_ONLY,0,1,NO,035-301-01,035-301-009,2016,rename,1,fc_first_new,KK,,2016.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
098-167-019,098-167-017,PARCEL_SPLIT,KK,kk_rename,2,2025.0,,2026,MEDIUM_OLD_ONLY,1,0,NO,098-167-019,098-167-017,2026,rename,1,fc_first_new,KK,2025.0,,"['2024', '2025']",[],TRUE_GAP
094-102-024,094-102-021,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,094-102-024,094-102-021,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
036-530-27,036-530-23,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,036-530-27,036-530-23,2013,rename,1,fc_first_new,KK,2025.0,2013.0,"['2012', '2013', '2014', '2015', '2016', '2017']",[],TRUE_GAP
029-630-17,029-095-06,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,029-630-17,029-095-06,2013,rename,1,fc_first_new,KK,2025.0,2013.0,[],[],TRUE_GAP
029-630-16,029-095-06,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,029-630-16,029-095-06,2013,rename,1,fc_first_new,KK,2025.0,2013.0,[],[],TRUE_GAP
029-630-03,029-095-06,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,029-630-03,029-095-06,2013,rename,1,fc_first_new,KK,2025.0,2013.0,[],[],TRUE_GAP
029-630-02,029-095-06,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,029-630-02,029-095-06,2013,rename,1,fc_first_new,KK,2025.0,2013.0,[],[],TRUE_GAP
029-630-01,029-095-06,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,029-630-01,029-095-06,2013,rename,1,fc_first_new,KK,2025.0,2013.0,[],[],TRUE_GAP
029-602-13,029-602-01,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,029-602-13,029-602-01,2013,rename,1,fc_first_new,KK,2025.0,2013.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
028-301-65,028-301-25,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,028-301-65,028-301-25,2013,rename,1,fc_first_new,KK,2025.0,2013.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
025-382-14,025-382-07,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,025-382-14,025-382-07,2013,rename,1,fc_first_new,KK,2025.0,2013.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
017-041-34,017-041-19,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,017-041-34,017-041-19,2013,rename,1,fc_first_new,KK,2025.0,2013.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
029-630-04,029-095-06,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,029-630-04,029-095-06,2013,rename,1,fc_first_new,KK,2025.0,2013.0,[],[],TRUE_GAP
029-630-15,029-095-06,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,029-630-15,029-095-06,2013,rename,1,fc_first_new,KK,2025.0,2013.0,[],[],TRUE_GAP
029-630-14,029-095-06,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,029-630-14,029-095-06,2013,rename,1,fc_first_new,KK,2025.0,2013.0,[],[],TRUE_GAP
029-630-13,029-095-06,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,029-630-13,029-095-06,2013,rename,1,fc_first_new,KK,2025.0,2013.0,[],[],TRUE_GAP
029-630-12,029-095-06,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,029-630-12,029-095-06,2013,rename,1,fc_first_new,KK,2025.0,2013.0,[],[],TRUE_GAP
029-630-11,029-095-06,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,029-630-11,029-095-06,2013,rename,1,fc_first_new,KK,2025.0,2013.0,[],[],TRUE_GAP
029-630-10,029-095-06,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,029-630-10,029-095-06,2013,rename,1,fc_first_new,KK,2025.0,2013.0,[],[],TRUE_GAP
029-630-09,029-095-06,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,029-630-09,029-095-06,2013,rename,1,fc_first_new,KK,2025.0,2013.0,[],[],TRUE_GAP
029-630-08,029-095-06,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,029-630-08,029-095-06,2013,rename,1,fc_first_new,KK,2025.0,2013.0,[],[],TRUE_GAP
029-630-07,029-095-06,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,029-630-07,029-095-06,2013,rename,1,fc_first_new,KK,2025.0,2013.0,[],[],TRUE_GAP
029-630-06,029-095-06,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,029-630-06,029-095-06,2013,rename,1,fc_first_new,KK,2025.0,2013.0,[],[],TRUE_GAP
029-630-05,029-095-06,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,029-630-05,029-095-06,2013,rename,1,fc_first_new,KK,2025.0,2013.0,[],[],TRUE_GAP
112-190-066,112-190-062,PARCEL_SPLIT,KK,kk_rename,2,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,112-190-066,112-190-062,2013,rename,1,fc_first_new,KK,2025.0,2013.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
027-313-02,027-313-016,PARCEL_SPLIT,KK,kk_rename,1,,2017.0,2017,MEDIUM_NEW_ONLY,0,1,NO,027-313-02,027-313-016,2017,rename,1,fc_first_new,KK,,2017.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
031-084-17,031-084-03,PARCEL_SPLIT,KK,kk_rename,1,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,031-084-17,031-084-03,2013,rename,1,fc_first_new,KK,2025.0,2013.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
029-095-30,029-095-22,PARCEL_SPLIT,KK,kk_rename,1,2022.0,2013.0,2013,MEDIUM_GAP,1,1,NO,029-095-30,029-095-22,2013,rename,1,fc_first_new,KK,2022.0,2013.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
030-421-02,030-421-01,PARCEL_SPLIT,KK,kk_rename,1,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,030-421-02,030-421-01,2013,rename,1,fc_first_new,KK,2025.0,2013.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
017-021-31,017-021-15,PARCEL_SPLIT,KK,kk_rename,1,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,017-021-31,017-021-15,2013,rename,1,fc_first_new,KK,2025.0,2013.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
021-241-07,021-241-01,PARCEL_SPLIT,KK,kk_rename,1,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,021-241-07,021-241-01,2013,rename,1,fc_first_new,KK,2025.0,2013.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
033-574-06,033-574-03,PARCEL_SPLIT,KK,kk_rename,1,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,033-574-06,033-574-03,2013,rename,1,fc_first_new,KK,2025.0,2013.0,"['2013', '2014', '2015', '2016', '2017']",[],TRUE_GAP
018-300-23,018-300-06,PARCEL_SPLIT,KK,kk_rename,1,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,018-300-23,018-300-06,2013,rename,1,fc_first_new,KK,2025.0,2013.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
018-320-13,018-320-11,PARCEL_SPLIT,KK,kk_rename,1,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,018-320-13,018-320-11,2013,rename,1,fc_first_new,KK,2025.0,2013.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
022-331-26,022-331-25,PARCEL_SPLIT,KK,kk_rename,1,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,022-331-26,022-331-25,2013,rename,1,fc_first_new,KK,2025.0,2013.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
025-225-14,025-225-031,PARCEL_SPLIT,KK,kk_rename,1,,2017.0,2017,MEDIUM_NEW_ONLY,0,1,NO,025-225-14,025-225-031,2017,rename,1,fc_first_new,KK,,2017.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
023-341-20,023-341-03,PARCEL_SPLIT,KK,kk_rename,1,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,023-341-20,023-341-03,2013,rename,1,fc_first_new,KK,2025.0,2013.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
023-904-018,023-904-08,PARCEL_SPLIT,KK,kk_rename,1,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,023-904-018,023-904-08,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2023', '2024', '2025']",[],TRUE_GAP
117-210-014,117-210-001,PARCEL_SPLIT,KK,kk_rename,1,2025.0,2012.0,2012,MEDIUM_GAP,1,1,NO,117-210-014,117-210-001,2012,rename,1,fc_first_new,KK,2025.0,2012.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
034-722-44,034-722-05,PARCEL_SPLIT,KK,kk_rename,1,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,034-722-44,034-722-05,2013,rename,1,fc_first_new,KK,2025.0,2013.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
016-211-17,016-211-14,PARCEL_SPLIT,KK,kk_rename,1,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,016-211-17,016-211-14,2013,rename,1,fc_first_new,KK,2025.0,2013.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
016-332-42,016-332-24,PARCEL_SPLIT,KK,kk_rename,1,2025.0,2013.0,2013,MEDIUM_GAP,1,1,NO,016-332-42,016-332-24,2013,rename,1,fc_first_new,KK,2025.0,2013.0,"['2012', '2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024', '2025']",[],TRUE_GAP
