Relation_ID,Residential_Unit_ID,APN,APN_canon,Transaction_ID,Sequence,Is_Latest,Transaction_Type,Development_Type,Detailed_Development_Type,Development_Right,Allocation_Number,Quantity,Transaction_Record_ID,Transaction_Created_Date,Transaction_Acknowledged_Date,Year_Built,TRPA_Project_Number,Local_Project_Number,TRPA_Status,TRPA_Status_Date,Local_Status,Local_Status_Date,Status_Jan_2026,Notes
RUT-090-030-045-001-01,RU-090-030-045-001,090-030-045,090-030-045,PCCA-ALLOC-483,1,True,Residential Allocation,Allocation,New Single-Family Residential From Allocation,Residential Allocation,PL-13-O-23,1.0,,,,2018.0,TRP16-90087,,,,,,Completed,
RUT-090-056-034-001-01,RU-090-056-034-001,090-056-034,090-056-034,PCCA-ALLOC-2885/TRPA-TRF-2759,1,True,Residential Allocation,Allocation,New Single-Family Residential ADU From Allocation/PRU Transfer,Residential Allocation - Placer County,PL-17-O-06,1.0,TRAN2025-0093,,2025-09-08,,ERSP2025-0112,TRP25-90111,Permit Acknowledged,2025-09-24,Issued,,Not Completed,
RUT-090-064-015-001-01,RU-090-064-015-001,090-064-015,090-064-015,TBD,1,True,TBD,TBD,TBD,TBD,TBD,1.0,,,,,ERSP2025-1717,TRP25-90234,Incomplete,,Received,,Not Completed,
RUT-090-064-016-001-01,RU-090-064-016-001,090-064-016,090-064-016,PCCA-ALLOC-470,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,PL-13-O-10,1.0,,,,2016.0,TRP16-90004,,,,,,Completed,
RUT-090-072-031-001-01,RU-090-072-031-001,090-072-031,090-072-031,TRPA-CONV-612,1,True,Conversion,Converted From,Single-Family Residential From Conversion (TAU to SFRUU),Tourist Accommodation Unit (TAU),,-12.0,ERSP2015-1179,2018-01-25,2015-10-15,2016.0,ERSP2015-1179/ERSP2015-1179-01,BLD15-03439,Project Completed,2017-02-01,Construction Complete,2016-12-12,Completed,"TRPA previously verified 27 TAUs, at the completion of the project, 15 TAUs are to be banked"
RUT-090-072-032-001-01,RU-090-072-032-001,090-072-032,090-072-032,TRPA-CONV-612,1,True,Conversion,Converted From,Single-Family Residential From Conversion (TAU to SFRUU),Tourist Accommodation Unit (TAU),,-12.0,ERSP2015-1179,2018-01-25,2015-10-15,2016.0,ERSP2015-1179/ERSP2015-1179-01,BLD15-03439,Project Completed,2017-02-01,Construction Complete,2016-12-12,Completed,"TRPA previously verified 27 TAUs, at the completion of the project, 15 TAUs are to be banked"
RUT-090-072-033-001-01,RU-090-072-033-001,090-072-033,090-072-033,TRPA-CONV-612,1,True,Conversion,Converted From,Single-Family Residential From Conversion (TAU to SFRUU),Tourist Accommodation Unit (TAU),,-12.0,ERSP2015-1179,2018-01-25,2015-10-15,2016.0,ERSP2015-1179/ERSP2015-1179-01,BLD15-03439,Project Completed,2017-02-01,Construction Complete,2016-12-12,Completed,"TRPA previously verified 27 TAUs, at the completion of the project, 15 TAUs are to be banked"
RUT-090-072-034-001-01,RU-090-072-034-001,090-072-034,090-072-034,TRPA-CONV-612,1,True,Conversion,Converted From,Single-Family Residential From Conversion (TAU to SFRUU),Tourist Accommodation Unit (TAU),,-12.0,ERSP2015-1179,2018-01-25,2015-10-15,2016.0,ERSP2015-1179/ERSP2015-1179-01,BLD15-03439,Project Completed,2017-02-01,Construction Complete,2016-12-12,Completed,"TRPA previously verified 27 TAUs, at the completion of the project, 15 TAUs are to be banked"
RUT-090-072-035-001-01,RU-090-072-035-001,090-072-035,090-072-035,TRPA-CONV-612,1,True,Conversion,Converted From,Single-Family Residential From Conversion (TAU to SFRUU),Tourist Accommodation Unit (TAU),,-12.0,ERSP2015-1179,2018-01-25,2015-10-15,2016.0,ERSP2015-1179/ERSP2015-1179-01,BLD15-03439,Project Completed,2017-02-01,Construction Complete,2016-12-12,Completed,"TRPA previously verified 27 TAUs, at the completion of the project, 15 TAUs are to be banked"
RUT-090-072-036-001-01,RU-090-072-036-001,090-072-036,090-072-036,TRPA-CONV-612,1,True,Conversion,Converted From,Single-Family Residential From Conversion (TAU to SFRUU),Tourist Accommodation Unit (TAU),,-12.0,ERSP2015-1179,2018-01-25,2015-10-15,2016.0,ERSP2015-1179/ERSP2015-1179-01,BLD15-03439,Project Completed,2017-02-01,Construction Complete,2016-12-12,Completed,"TRPA previously verified 27 TAUs, at the completion of the project, 15 TAUs are to be banked"
RUT-090-072-037-001-01,RU-090-072-037-001,090-072-037,090-072-037,TRPA-CONV-612,1,True,Conversion,Converted From,Single-Family Residential From Conversion (TAU to SFRUU),Tourist Accommodation Unit (TAU),,-12.0,ERSP2015-1179,2018-01-25,2015-10-15,2016.0,ERSP2015-1179/ERSP2015-1179-01,BLD15-03439,Project Completed,2017-02-01,Construction Complete,2016-12-12,Completed,"TRPA previously verified 27 TAUs, at the completion of the project, 15 TAUs are to be banked"
RUT-090-072-038-001-01,RU-090-072-038-001,090-072-038,090-072-038,TRPA-CONV-612,1,True,Conversion,Converted From,Single-Family Residential From Conversion (TAU to SFRUU),Tourist Accommodation Unit (TAU),,-12.0,ERSP2015-1179,2018-01-25,2015-10-15,2016.0,ERSP2015-1179/ERSP2015-1179-01,BLD15-03439,Project Completed,2017-02-01,Construction Complete,2016-12-12,Completed,"TRPA previously verified 27 TAUs, at the completion of the project, 15 TAUs are to be banked"
RUT-090-072-039-001-01,RU-090-072-039-001,090-072-039,090-072-039,TRPA-CONV-612,1,True,Conversion,Converted From,Single-Family Residential From Conversion (TAU to SFRUU),Tourist Accommodation Unit (TAU),,-12.0,ERSP2015-1179,2018-01-25,2015-10-15,2016.0,ERSP2015-1179/ERSP2015-1179-01,BLD15-03439,Project Completed,2017-02-01,Construction Complete,2016-12-12,Completed,"TRPA previously verified 27 TAUs, at the completion of the project, 15 TAUs are to be banked"
RUT-090-072-040-001-01,RU-090-072-040-001,090-072-040,090-072-040,TRPA-CONV-612,1,True,Conversion,Converted From,Single-Family Residential From Conversion (TAU to SFRUU),Tourist Accommodation Unit (TAU),,-12.0,ERSP2015-1179,2018-01-25,2015-10-15,2016.0,ERSP2015-1179/ERSP2015-1179-01,BLD15-03439,Project Completed,2017-02-01,Construction Complete,2016-12-12,Completed,"TRPA previously verified 27 TAUs, at the completion of the project, 15 TAUs are to be banked"
RUT-090-113-018-001-01,RU-090-113-018-001,090-113-018,090-113-018,PCCA-ALLOC-632,1,True,Residential Allocation,Allocation,New Single-Family Residential From Allocation,Residential Allocation,PL-14-O-07,1.0,,,,2018.0,TRP17-90142,,,,,,Completed,
RUT-090-115-037-001-01,RU-090-115-037-001,090-115-037,090-115-037,PCCA-ALLOC-2879/TRPA-TRF-2891,1,True,Residential Allocation,Allocation,New Single-Family Residential ADU From Allocation/PRU Transfer,Residential Allocation - Placer County,PL-17-O-03,1.0,TRAN2025-1098,,2025-11-10,2025.0,ERSP2023-1727,TRP24-90044,Project Complete,2026-01-12,Construction Complete,2025-11-04,Completed,"This ADU originally received a bonus unit development right (TRPA-ALLOC-2357), but the owner later purchased a PRU. This allocation is to be used with that purchased PRU. TRPA file ERSP2023-1727-01 proposes to deallocate the Bonus Unit and revoke the Affordable deed-restriction and the PRU transfer application is TRAN2025-1098."
RUT-090-115-037-002-01,RU-090-115-037-002,090-115-037,090-115-037,PCCA-ALLOC-2879/TRPA-TRF-2891,1,True,Residential Allocation,Allocation,New Single-Family Residential ADU From Allocation/PRU Transfer,Residential Allocation - Placer County,PL-17-O-03,1.0,TRAN2025-1098,,2025-11-10,2025.0,ERSP2023-1727,TRP24-90044,Project Complete,2026-01-12,Construction Complete,2025-11-04,Completed,"This ADU originally received a bonus unit development right (TRPA-ALLOC-2357), but the owner later purchased a PRU. This allocation is to be used with that purchased PRU. TRPA file ERSP2023-1727-01 proposes to deallocate the Bonus Unit and revoke the Affordable deed-restriction and the PRU transfer application is TRAN2025-1098."
RUT-090-115-057-001-01,RU-090-115-057-001,090-115-057,090-115-057,PCCA-ALLOC-2790,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - Placer County,PL-09-O-01,1.0,,,,2009.0,ERSP2010-0989,0700 32965.09,Project Completed,2009-05-15,Done,2009-07-01,Completed,Finaled date is estimated. 
RUT-090-124-016-001-01,RU-090-124-016-001,090-124-016,090-124-016,PCCA-ALLOC-1341,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,PL-15-O-27,1.0,,,,2022.0,TRP20-90144,,,,,,Completed,
RUT-090-124-033-001-01,RU-090-124-033-001,090-124-033,090-124-033,PCCA-ALLOC-1337,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - Placer County,PL-15-O-23,1.0,,,,2022.0,TRP19-90261,TRP19-90261,Construction Complete,2022-03-03,Construction Complete,2022-03-03,Completed,
RUT-090-125-005-001-01,RU-090-125-005-001,090-125-005,090-125-005,PCCA-ALLOC-1865,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - Placer County,PL-15-O-33,1.0,,,,2022.0,TRP21-90048,TRP21-90048,Construction Complete,2022-09-13,Construction Complete,2022-09-13,Completed,
RUT-090-126-037-001-01,RU-090-126-037-001,090-126-037,090-126-037,PCCA-ALLOC-1010,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,PL-15-O-05,1.0,,,,2021.0,TRP18-90249,,,,,,Completed,
RUT-090-152-050-001-01,RU-090-152-050-001,090-152-050,090-152-050,PCCA-ALLOC-474,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,PL-13-O-14,1.0,,,,2017.0,TRP16-90011,,,,,,Completed,
RUT-090-152-059-001-01,RU-090-152-059-001,090-152-059,090-152-059,PCCA-ALLOC-784,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,PL-14-O-10,1.0,,,,2019.0,TRP18-90048,,,,,,Completed,
RUT-090-152-059-002-01,RU-090-152-059-002,090-152-059,090-152-059,PCCA-ALLOC-784,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,PL-14-O-10,1.0,,,,2019.0,TRP18-90048,,,,,,Completed,
RUT-090-153-003-001-01,RU-090-153-003-001,090-153-003,090-153-003,PCCA-ALLOC-2810,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - Placer County,PL-09-O-21,1.0,,,,2013.0,517586,517586,Construction Complete,2013-07-01,Construction Complete,2013-07-01,Completed,Finaled date is estimated. 
RUT-090-153-012-001-01,RU-090-153-012-001,090-153-012,090-153-012,TBD,1,True,TBD,TBD,TBD,TBD,TBD,1.0,,,,,ERSP2025-1717,TRP25-90234,Incomplete,,Received,,Not Completed,
RUT-090-163-034-001-01,RU-090-163-034-001,090-163-034,090-163-034,PCCA-ALLOC-630,1,True,Residential Allocation,Allocation,New Single-Family Residential From Allocation,Residential Allocation - Placer County,PL-14-O-05,1.0,,,,2021.0,TRP17-90061,TRP17-90061,Construction Complete,2021-12-03,Construction Complete,2021-12-03,Completed,
RUT-090-181-094-001-01,RU-090-181-094-001,090-181-094,090-181-094,PCCA-ALLOC-2791,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - Placer County,PL-09-O-02,1.0,,,,2012.0,0700 33939.09,0700 33939.09,Done,2012-07-01,Done,2012-07-01,Completed,Finaled date is estimated. 
RUT-090-191-049-001-01,RU-090-191-049-001,090-191-049,090-191-049,PCCA-ALLOC-1016,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - Placer County,PL-15-O-11,1.0,,,,2021.0,TRP19-90069,TRP19-90069,Construction Complete,2021-11-15,Construction Complete,2021-11-15,Completed,
RUT-090-191-050-001-01,RU-090-191-050-001,090-191-050,090-191-050,PCCA-ALLOC-1017,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - Placer County,PL-15-O-12,1.0,,,,2021.0,TRP19-90069,TRP19-90069,Construction Complete,2021-11-15,Construction Complete,2021-11-15,Completed,
RUT-090-191-051-001-01,RU-090-191-051-001,090-191-051,090-191-051,PCCA-ALLOC-1018,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - Placer County,PL-15-O-13,1.0,,,,2022.0,TRP19-90068,TRP19-90068,Construction Complete,2022-02-09,Construction Complete,2022-02-09,Completed,
RUT-090-191-052-001-01,RU-090-191-052-001,090-191-052,090-191-052,PCCA-ALLOC-1019,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - Placer County,PL-15-O-14,1.0,,,,2022.0,TRP19-90068,TRP19-90068,Construction Complete,2022-02-09,Construction Complete,2022-02-09,Completed,
RUT-090-191-053-001-01,RU-090-191-053-001,090-191-053,090-191-053,TRPA-ALLOC-2601,1,True,Allocation,Residential Bonus Unit,New Multi-Family Residential ADU from Bonus Unit (Achievable),Residential Bonus Unit (RBU),,2.0,,,,,ERSP2023-1662," BLD24-05825, BLD24-05827, BLD24-05828, BLD24-05830, BLD24-05831, BLD24-05832",Acknowledged,2024-07-04,Issued,,Not Completed,A total of six multi-family units and two multi-family ADUs were permitted under ERSP2023-1662. The six MFRUU units were from previously existing MF Units.
RUT-090-191-053-002-01,RU-090-191-053-002,090-191-053,090-191-053,TRPA-ALLOC-2601,1,True,Allocation,Residential Bonus Unit,New Multi-Family Residential ADU from Bonus Unit (Achievable),Residential Bonus Unit (RBU),,2.0,,,,,ERSP2023-1662," BLD24-05825, BLD24-05827, BLD24-05828, BLD24-05830, BLD24-05831, BLD24-05832",Acknowledged,2024-07-04,Issued,,Not Completed,A total of six multi-family units and two multi-family ADUs were permitted under ERSP2023-1662. The six MFRUU units were from previously existing MF Units.
RUT-090-191-053-003-01,RU-090-191-053-003,090-191-053,090-191-053,TRPA-ALLOC-2601,1,True,Allocation,Residential Bonus Unit,New Multi-Family Residential ADU from Bonus Unit (Achievable),Residential Bonus Unit (RBU),,2.0,,,,,ERSP2023-1662," BLD24-05825, BLD24-05827, BLD24-05828, BLD24-05830, BLD24-05831, BLD24-05832",Acknowledged,2024-07-04,Issued,,Not Completed,A total of six multi-family units and two multi-family ADUs were permitted under ERSP2023-1662. The six MFRUU units were from previously existing MF Units.
RUT-090-191-053-004-01,RU-090-191-053-004,090-191-053,090-191-053,TRPA-ALLOC-2601,1,True,Allocation,Residential Bonus Unit,New Multi-Family Residential ADU from Bonus Unit (Achievable),Residential Bonus Unit (RBU),,2.0,,,,,ERSP2023-1662," BLD24-05825, BLD24-05827, BLD24-05828, BLD24-05830, BLD24-05831, BLD24-05832",Acknowledged,2024-07-04,Issued,,Not Completed,A total of six multi-family units and two multi-family ADUs were permitted under ERSP2023-1662. The six MFRUU units were from previously existing MF Units.
RUT-090-191-053-005-01,RU-090-191-053-005,090-191-053,090-191-053,TRPA-ALLOC-2601,1,True,Allocation,Residential Bonus Unit,New Multi-Family Residential ADU from Bonus Unit (Achievable),Residential Bonus Unit (RBU),,2.0,,,,,ERSP2023-1662," BLD24-05825, BLD24-05827, BLD24-05828, BLD24-05830, BLD24-05831, BLD24-05832",Acknowledged,2024-07-04,Issued,,Not Completed,A total of six multi-family units and two multi-family ADUs were permitted under ERSP2023-1662. The six MFRUU units were from previously existing MF Units.
RUT-090-191-053-006-01,RU-090-191-053-006,090-191-053,090-191-053,TRPA-ALLOC-2601,1,True,Allocation,Residential Bonus Unit,New Multi-Family Residential ADU from Bonus Unit (Achievable),Residential Bonus Unit (RBU),,2.0,,,,,ERSP2023-1662," BLD24-05825, BLD24-05827, BLD24-05828, BLD24-05830, BLD24-05831, BLD24-05832",Acknowledged,2024-07-04,Issued,,Not Completed,A total of six multi-family units and two multi-family ADUs were permitted under ERSP2023-1662. The six MFRUU units were from previously existing MF Units.
RUT-090-191-053-007-01,RU-090-191-053-007,090-191-053,090-191-053,TRPA-ALLOC-2601,1,True,Allocation,Residential Bonus Unit,New Multi-Family Residential ADU from Bonus Unit (Achievable),Residential Bonus Unit (RBU),,2.0,,,,,ERSP2023-1662," BLD24-05825, BLD24-05827, BLD24-05828, BLD24-05830, BLD24-05831, BLD24-05832",Acknowledged,2024-07-04,Issued,,Not Completed,A total of six multi-family units and two multi-family ADUs were permitted under ERSP2023-1662. The six MFRUU units were from previously existing MF Units.
RUT-090-192-002-001-01,RU-090-192-002-001,090-192-002,090-192-002,TRPA-CONV-1091,1,True,Conversion,Converted From,Single-Family Residential From Conversion (CFA to SFRUU),Commercial Floor Area (CFA),,-300.0,ERSP2019-1381,2020-01-23,2020-01-17,2020.0,ERSP2019-1381,,Project Completed,2020-01-17,,,Completed,
RUT-090-192-061-001-01,RU-090-192-061-001,090-192-061,090-192-061,TRPA-ALLOC-773,1,True,Allocation,Allocation,New Commercial from Allocation,Commercial Floor Area (CFA),,1828.0,,,,2025.0,ERSP2018-0770/ERSP2018-0770-01,BLD18-02114,Project Complete,2025-07-18,Construction Complete,2025-01-27,Completed,
RUT-090-212-041-001-01,RU-090-212-041-001,090-212-041,090-212-041,PCCA-ALLOC-3052,1,True,Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,PL-11-R-17,1.0,,,,2017.0,TRP15-90019,TRP15-90019,Finaled,2017-05-23,Finaled,2017-05-23,Completed,
RUT-090-213-023-001-01,RU-090-213-023-001,090-213-023,090-213-023,PCCA-ALLOC-915,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,PL-11-O-07,1.0,,,,2016.0,55497.14,,,,,,Completed,
RUT-090-213-024-001-01,RU-090-213-024-001,090-213-024,090-213-024,PCCA-ALLOC-787,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,PL-14-O-14,1.0,,,,2020.0,TRP18-90062,,,,,,Completed,
RUT-090-232-027-001-01,RU-090-232-027-001,090-232-027,090-232-027,TRPA-ALLOC-2581,1,True,Allocation,Residential Bonus Unit,New Single-Family Residential ADU from Bonus Unit (Achievable),Residential Bonus Unit (RBU),,1.0,,,,,ERSP2024-0479,TRP24-90030,Acknowledged,2024-08-13,Corrections Required,,Not Completed,
RUT-090-272-017-001-01,RU-090-272-017-001,090-272-017,090-272-017,PCCA-ALLOC-2384,1,True,Residential Allocation,Allocation,New Single-Family Residential From Allocation,Residential Allocation - Placer County,PL-16-O-28,1.0,,,,2025.0,TRP22-90210,TRP22-90210,Construction Complete,2025-07-09,Construction Complete,2025-07-09,Completed,
RUT-090-315-027-001-01,RU-090-315-027-001,090-315-027,090-315-027,PCCA-ALLOC-2814,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - Placer County,PL-09-O-26,1.0,,,,2013.0,0700 47288.12,0700 47288.12,Done,2013-07-01,Done,2013-07-01,Completed,Finaled date is estimated. 
RUT-090-315-028-001-01,RU-090-315-028-001,090-315-028,090-315-028,PCCA-ALLOC-2823,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - Placer County,PL-09-O-43,1.0,,,,2015.0,529918,529918,Construction Complete,2015-04-16,Construction Complete,2015-04-16,Completed,
RUT-091-174-007-001-01,RU-091-174-007-001,091-174-007,091-174-007,PCCA-ALLOC-918,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,PL-11-O-04,1.0,,,,2016.0,BLD14-00258,,,,,,Completed,
RUT-091-183-009-001-01,RU-091-183-009-001,091-183-009,091-183-009,PCCA-ALLOC-2818,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - Placer County,PL-09-O-30,1.0,,,,2013.0,0700 49816.13,0700 49816.13,Done,2013-07-01,Done,2013-07-01,Completed,Finaled date is estimated. 
RUT-091-190-026-001-01,RU-091-190-026-001,091-190-026,091-190-026,PCCA-ALLOC-477,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,PL-13-O-17,1.0,,,,2017.0,TRP16-90046,,,,,,Completed,
RUT-091-210-031-001-01,RU-091-210-031-001,091-210-031,091-210-031,TRPA-TRF-2610,1,True,Transfer,No Project,TBD,Single-Family Residential Unit of Use (SFRUU),,1.0,TRAN2024-0732,,2025-05-15,,,,,,,,No Project,Placer Accela shows no application in the works for residential project
RUT-092-010-052-001-01,RU-092-010-052-001,092-010-052,092-010-052,PCCA-ALLOC-2097,1,True,Residential Allocation,Allocation,New Single-Family Residential From Allocation,Residential Allocation - Placer County,PL-16-O-06,1.0,,,,2024.0,TRP22-90041,TRP22-90041,Construction Complete,2024-10-03,Construction Complete,2024-10-03,Completed,
RUT-092-022-008-001-01,RU-092-022-008-001,092-022-008,092-022-008,PCCA-ALLOC-267,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,PL-11-O-15,1.0,,,,2016.0,,,,,,,Completed,
RUT-092-031-024-001-01,RU-092-031-024-001,092-031-024,092-031-024,TRPA-TRF-2560,1,True,Transfer,Transfer,Single-Family Residential ADU From Transfer,Single-Family Residential Unit of Use (SFRUU),,1.0,TRAN2024-0138,,2024-06-13,,ERSP2024-0301,TRP24-90002,Project Completed,2024-06-13,Issued,2024-06-10,Not Completed,
RUT-092-060-003-001-01,RU-092-060-003-001,092-060-003,092-060-003,PCCA-ALLOC-2820,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - Placer County,PL-09-O-32,1.0,,,,2015.0,527791,527791,Construction Complete,2015-09-25,Construction Complete,2015-09-25,Completed,
RUT-092-060-007-001-01,RU-092-060-007-001,092-060-007,092-060-007,PCCA-ALLOC-263,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,PL-09-O-47,1.0,,,,2016.0,,,,,,,Completed,
RUT-092-084-011-001-01,RU-092-084-011-001,092-084-011,092-084-011,PCCA-ALLOC-631,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,PL-14-O-06,1.0,,,,2019.0,TRP16-90233,,,,,,Completed,
RUT-092-090-056-001-01,RU-092-090-056-001,092-090-056,092-090-056,TRPA-ALLOC-2518,1,True,Allocation,Residential Bonus Unit,New Single-Family Residential ADU from Bonus Unit (Achievable),Residential Bonus Unit (RBU),,1.0,,,,,ERSP2023-1508,TRP23-90113,Acknowledged,2024-06-25,Issued,2024-06-20,Not Completed,
RUT-092-100-004-001-01,RU-092-100-004-001,092-100-004,092-100-004,PCCA-ALLOC-1336,1,False,Residential Allocation,TBD,TBD,Residential Allocation,PL-15-O-20,1.0,,,,,,,,,,,Not Completed,We show allocation PL-15-O-20 assigned to this parcel for a secondary dwelling under Placer file TRP19-90159. But TRAN2019-0746 also transferred a SFRUU to this parcel for this project. 
RUT-092-100-004-001-02,RU-092-100-004-001,092-100-004,092-100-004,TRPA-TRF-882,2,True,Transfer,Transfer,Single-Family Residential from Transfer,Single-Family Residential Unit of Use (SFRUU),,1.0,TRAN2019-0746,2019-08-21,2019-12-19,2022.0,TRP19-90159,TRP19-90159,Construction Complete,2022-02-08,Construction Complete,2022-02-08,Completed,We show allocation PL-15-O-20 assigned to this parcel for a secondary dwelling under Placer file TRP19-90159. But TRAN2019-0746 also transferred a SFRUU to this parcel for this project. 
RUT-092-100-004-002-01,RU-092-100-004-002,092-100-004,092-100-004,PCCA-ALLOC-1336,1,False,Residential Allocation,TBD,TBD,Residential Allocation,PL-15-O-20,1.0,,,,,,,,,,,Not Completed,We show allocation PL-15-O-20 assigned to this parcel for a secondary dwelling under Placer file TRP19-90159. But TRAN2019-0746 also transferred a SFRUU to this parcel for this project. 
RUT-092-100-004-002-02,RU-092-100-004-002,092-100-004,092-100-004,TRPA-TRF-882,2,True,Transfer,Transfer,Single-Family Residential from Transfer,Single-Family Residential Unit of Use (SFRUU),,1.0,TRAN2019-0746,2019-08-21,2019-12-19,2022.0,TRP19-90159,TRP19-90159,Construction Complete,2022-02-08,Construction Complete,2022-02-08,Completed,We show allocation PL-15-O-20 assigned to this parcel for a secondary dwelling under Placer file TRP19-90159. But TRAN2019-0746 also transferred a SFRUU to this parcel for this project. 
RUT-092-110-053-001-01,RU-092-110-053-001,092-110-053,092-110-053,PCCA-ALLOC-2096,1,True,Residential Allocation,Allocation,New Single-Family Residential From Allocation,Residential Allocation - Placer County,PL-16-O-05,1.0,,,,2024.0,TRP22-90043,TRP22-90043,Construction Complete,2024-08-05,Construction Complete,2024-08-05,Completed,
RUT-092-152-034-001-01,RU-092-152-034-001,092-152-034,092-152-034,PCCA-ALLOC-795,1,True,Residential Allocation,Allocation,New Single-Family Residential From Allocation,Residential Allocation - Placer County,PL-14-O-22,1.0,,,,2022.0,TRP18-90158,TRP18-90158,Construction Complete,2022-11-08,Construction Complete,2022-11-08,Completed,
RUT-092-170-033-001-01,RU-092-170-033-001,092-170-033,092-170-033,TRPA-ALLOC-2372,1,True,Allocation,Residential Bonus Unit,New Single-Family Residential ADU from Bonus Unit (Achievable),Residential Bonus Unit (RBU),,1.0,ERSP2023-1017,2024-01-22,2024-02-24,2024.0,BLD23-00411,BLD23-00411,Construction Complete,2024-05-14,Construction Complete,2024-05-14,Completed,
RUT-092-170-033-002-01,RU-092-170-033-002,092-170-033,092-170-033,TRPA-ALLOC-2372,1,True,Allocation,Residential Bonus Unit,New Single-Family Residential ADU from Bonus Unit (Achievable),Residential Bonus Unit (RBU),,1.0,ERSP2023-1017,2024-01-22,2024-02-24,2024.0,BLD23-00411,BLD23-00411,Construction Complete,2024-05-14,Construction Complete,2024-05-14,Completed,
RUT-092-200-023-001-01,RU-092-200-023-001,092-200-023,092-200-023,PCCA-ALLOC-2385,1,True,Allocation,Allocation,New Single-Family Residential From Allocation,Residential Allocation - Placer County,PL-16-O-29,1.0,,,,2024.0,TRP22-90090,TRP22-90090,Construction Complete,2024-12-06,Construction Complete,2024-12-06,Completed,
RUT-092-232-003-001-01,RU-092-232-003-001,092-232-003,092-232-003,PCCA-ALLOC-792,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,PL-14-O-19,1.0,,,,2020.0,TRP18-90110,,,,,,Completed,
RUT-092-232-005-001-01,RU-092-232-005-001,092-232-005,092-232-005,PCCA-ALLOC-1013,1,True,Residential Allocation,Allocation,New Single-Family Residential From Allocation,Residential Allocation - Placer County,PL-15-O-08,1.0,,,,2020.0,TRP19-90066,TRP19-90066,Construction Complete,2020-08-06,Construction Complete,2020-08-06,Completed,
RUT-092-290-003-001-01,RU-092-290-003-001,092-290-003,092-290-003,PCCA-ALLOC-794,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation,PL-14-O-21,1.0,,,,2019.0,TRP18-90096,,,,,,Completed,
RUT-093-031-007-001-01,RU-093-031-007-001,093-031-007,093-031-007,PCCA-ALLOC-2825,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - Placer County,PL-09-O-45,1.0,,,,2016.0,527661,527661,Construction Complete,2016-04-29,Construction Complete,2016-04-29,Completed,
RUT-093-031-007-002-01,RU-093-031-007-002,093-031-007,093-031-007,PCCA-ALLOC-2825,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - Placer County,PL-09-O-45,1.0,,,,2016.0,527661,527661,Construction Complete,2016-04-29,Construction Complete,2016-04-29,Completed,
RUT-093-103-006-001-01,RU-093-103-006-001,093-103-006,093-103-006,PCCA-ALLOC-1342,1,True,Residential Allocation,Allocation,New Single-Family Residential from Allocation,Residential Allocation - Placer County,PL-15-O-28,1.0,,,,2021.0,TRP20-90080,TRP20-90080,Construction Complete,2021-10-04,Construction Complete,2021-10-04,Completed,
