ChangeEventID,RawAPN,CanonicalAPN,CommodityShortName,Year,PreviousQuantity,NewQuantity,Quantity_Delta,ChangeSource,Rationale,EvidenceURL,RecordedBy,RecordedAt,ReportingYear,SweepCampaign,CorrectionCategory,CorrectionCategoryCanonical,SummaryReason,SourceFileSnapshot,LoadedAt,LoadedDate
66,015-304-31,015-304-031,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - should be 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Over-Correction,False,Error - should be 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
67,015-304-31,015-304-031,SFRUU_or_MFRUU_TBD,2026,,,2,qa_correction,County shows 2 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Incorrectly Removed in 2023 - Unit(s) Added Back in 2026,True,County shows 2 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
68,015-304-34,015-304-034,SFRUU_or_MFRUU_TBD,2023,,,2,qa_correction,Error - Parcel number changed later,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Error - Parcel number changed later,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
69,015-304-34,015-304-034,SFRUU_or_MFRUU_TBD,2026,,,-2,qa_correction,Parcel number changed in 2015,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Over-Correction in 2023; Unit(s) Removed in 2026,True,Parcel number changed in 2015,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
70,015-313-23,015-313-023,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 3 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Not Previously Counted - Added in 2026,True,County shows 3 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
71,015-313-30,015-313-030,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
72,015-314-22,015-314-022,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
73,015-314-25,015-314-025,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
74,015-315-08,015-315-008,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
75,015-315-16,015-315-016,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
76,015-322-12,015-322-012,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number Only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number Only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
77,015-322-27,015-322-027,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Vacant parcel - zero out.,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) Added Based on GIS (Errors),False,Vacant parcel - zero out.,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
78,015-322-27,015-322-027,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,Vacant parcel - zero out.,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Over-Correction in 2023; Unit(s) Removed in 2026,True,Vacant parcel - zero out.,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
79,015-322-28,015-322-028,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel Number Only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number Only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
80,015-331-11,015-331-011,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 2 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Not Previously Counted - Added in 2026,True,County shows 2 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
81,015-340-17,015-340-017,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 2 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Not Previously Counted - Added in 2026,True,County shows 2 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
82,015-352-02,015-352-002,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,Vacant - zero out,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Additional Unit(s) Removed in 2026,True,Vacant - zero out,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
83,015-370-18,015-370-018,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,Site assessment #220673 shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Not Previously Counted - Added in 2026,True,Site assessment #220673 shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
84,015-370-23,015-370-023,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - should be 1 unit - removed in 2019/reconstructed in 2022,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Over-Correction,False,Error - should be 1 unit - removed in 2019/reconstructed in 2022,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
85,015-370-23,015-370-023,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Incorrectly Removed in 2023 - Unit(s) Added Back in 2026,True,County shows 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
86,015-400-06,015-400-006,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Vacant parcel - zero out,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
87,015-400-07,015-400-007,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Vacant parcel - zero out,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
88,015-400-10,015-400-010,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Vacant parcel - zero out,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Vacant Parcel,False,Vacant parcel - zero out,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
89,016-051-03,016-051-003,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 2 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Not Previously Counted - Added in 2026,True,County shows 2 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
90,016-051-52,016-051-052,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Error - should be 3 units, verified by TRPA (VBOU2020-1386)",,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Over-Correction,False,"Error - should be 3 units, verified by TRPA (VBOU2020-1386)",CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
91,016-051-52,016-051-052,SFRUU_or_MFRUU_TBD,2026,,,2,qa_correction,3 units Verified by TRPA (VBOU2020-1386),,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Incorrectly Removed in 2023 - Unit(s) Added Back in 2026,True,3 units Verified by TRPA (VBOU2020-1386),CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
92,016-051-59,016-051-059,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 2 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Not Previously Counted - Added in 2026,True,County shows 2 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
93,016-052-04,016-052-004,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
94,016-061-01,016-061-001,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 2 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Not Previously Counted - Added in 2026,True,County shows 2 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
95,016-061-06,016-061-006,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,lcap2024-0297 verified 2 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Not Previously Counted - Added in 2026,True,lcap2024-0297 verified 2 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
96,016-081-42,016-081-042,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - should be 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Over-Correction,False,Error - should be 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
97,016-081-42,016-081-042,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit; APN later changed to 016-081-046,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Incorrectly Removed in 2023 - Unit(s) Added Back in 2026,True,County shows 1 unit; APN later changed to 016-081-046,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
98,016-081-43,016-081-043,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - should be 1 unit,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Over-Correction,False,Error - should be 1 unit,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
99,016-081-43,016-081-043,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 1 unit; APN later changed to 016-081-045,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Incorrectly Removed in 2023 - Unit(s) Added Back in 2026,True,County shows 1 unit; APN later changed to 016-081-045,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
100,016-091-28,016-091-028,SFRUU_or_MFRUU_TBD,2026,,,-1,qa_correction,Vacant - zero out,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Additional Unit(s) Removed in 2026,True,Vacant - zero out,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
101,016-091-42,016-091-042,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,"Error - should be 1 unit. Parcel later split into 016-091-50, -51, then merged again into 016-091-065. SFD was built in ~1950 and rebuilt in 2019",,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,"Error - should be 1 unit. Parcel later split into 016-091-50, -51, then merged again into 016-091-065. SFD was built in ~1950 and rebuilt in 2019",CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
102,016-091-42,016-091-042,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,"Error - should be 1 unit. Parcel later split into 016-091-50, -51, then merged again into 016-091-065. SFD was built in ~1950 and rebuilt in 2019",,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Incorrectly Removed in 2023 - Unit(s) Added Back in 2026,True,"Error - should be 1 unit. Parcel later split into 016-091-50, -51, then merged again into 016-091-065. SFD was built in ~1950 and rebuilt in 2019",CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
103,016-101-03,016-101-003,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 2 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Not Previously Counted - Added in 2026,True,County shows 2 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
104,016-101-14,016-101-014,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - should be 1 unit. Property includes 016-101-52; house is on 016-101-14. Parcel number later became 016-101-095. SFD was built in ~1961 and rebuilt in 2024,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Error - should be 1 unit. Property includes 016-101-52; house is on 016-101-14. Parcel number later became 016-101-095. SFD was built in ~1961 and rebuilt in 2024,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
105,016-101-14,016-101-014,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,Property includes 016-101-52; house is on 016-101-14. Parcel number later became 016-101-095. SFD was built in ~1961 and rebuilt in 2024,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Incorrectly Removed in 2023 - Unit(s) Added Back in 2026,True,Property includes 016-101-52; house is on 016-101-14. Parcel number later became 016-101-095. SFD was built in ~1961 and rebuilt in 2024,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
106,016-101-77,016-101-077,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
107,016-101-91,016-101-091,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,Corrected based on TRPA/County verification,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Not Previously Counted - Added in 2026,True,Corrected based on TRPA/County verification,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
108,016-101-94,016-101-094,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 2 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Not Previously Counted - Added in 2026,True,County shows 2 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
109,016-131-01,016-131-001,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 2 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Not Previously Counted - Added in 2026,True,County shows 2 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
110,016-131-05,016-131-005,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 2 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Not Previously Counted - Added in 2026,True,County shows 2 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
111,016-142-05,016-142-005,SFRUU_or_MFRUU_TBD,2026,,,-3,qa_correction,2014 Site assessment shows 1 unit built in 1955. One guest house built in 1975 but no kitchen,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Additional Unit(s) Removed in 2026,True,2014 Site assessment shows 1 unit built in 1955. One guest house built in 1975 but no kitchen,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
112,016-211-14,016-211-014,SFRUU_or_MFRUU_TBD,2023,,,-2,qa_correction,Parcel Number Only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number Only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
113,016-211-16,016-211-016,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel Number Only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number Only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
114,016-211-17,016-211-017,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel Number Only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number Only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
115,016-221-05,016-221-005,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 2 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Not Previously Counted - Added in 2026,True,County shows 2 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
116,016-251-04,016-251-004,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,False,Unit(s) not previously counted. Constructed in or before 2012. Verified with County.,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
117,016-251-09,016-251-009,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number Only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number Only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
118,016-251-12,016-251-012,SFRUU_or_MFRUU_TBD,2023,,,1,qa_correction,Parcel Number Only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number Only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
119,016-251-12,016-251-012,SFRUU_or_MFRUU_TBD,2026,,,2,qa_correction,County shows 3 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Under-Correction in 2023; Unit(s) added,True,County shows 3 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
120,016-300-10,016-300-010,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 2 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Not Previously Counted - Added in 2026,True,County shows 2 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
121,016-300-21,016-300-021,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number Only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number Only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
122,016-300-37,016-300-037,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,County shows 2 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Not Previously Counted - Added in 2026,True,County shows 2 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
123,016-300-38,016-300-038,SFRUU_or_MFRUU_TBD,2026,,,3,qa_correction,20060858STD verified 4 units,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Not Previously Counted - Added in 2026,True,20060858STD verified 4 units,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
124,016-300-56,016-300-056,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Parcel Number Only,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Correction Based on County Data,False,Parcel Number Only,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
125,016-300-57,016-300-057,SFRUU_or_MFRUU_TBD,2023,,,-1,qa_correction,Error - Should be 1.  Built in 1923,,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2023,2023_big_sweep,Over-Correction,False,Error - Should be 1.  Built in 1923,CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
126,016-300-57,016-300-057,SFRUU_or_MFRUU_TBD,2026,,,1,qa_correction,016-300-57 became 016-300-64 (016-300-064),,TRPA_analyst,2026-05-04T07:57:36.418395+00:00,2026,2026_big_sweep,Unit(s) Incorrectly Removed in 2023 - Unit(s) Added Back in 2026,True,016-300-57 became 016-300-64 (016-300-064),CA Changes breakdown.xlsx@2026-04-30,2026-05-04T07:57:36.418395+00:00,2026-05-15
