Transaction Number,Parcel Type,APN,Current Parcel Status 2/1/2024,Parcel Address,Current Active Parcel
CSLT-ALLOC-1072,Receiving,029-181-010,Active,,
CSLT-ALLOC-1071,Receiving,029-181-010,Active,,
CSLT-ALLOC-1070,Receiving,029-181-021,Active,,
CSLT-ALLOC-1069,Receiving,029-181-021,Active,,
CSLT-ALLOC-1068,Receiving,029-181-019,Active,,
CSLT-ALLOC-1067,Receiving,029-181-019,Active,,
CSLT-ALLOC-1066,Receiving,032-221-002,Active,,
CSLT-ALLOC-1065,Receiving,032-221-002,Active,,
CSLT-ALLOC-1064,Receiving,025-321-001,Active,,
CSLT-ALLOC-1063,Receiving,031-321-021,Active,,
CSLT-ALLOC-1062,Receiving,031-181-005,Active,,
CSLT-ALLOC-1061,Receiving,032-279-008,Active,,
CSLT-ALLOC-1058,Receiving,032-242-005,Active,,
CSLT-ALLOC-1057,Receiving,032-277-001,Active,,
CSLT-ALLOC-1055,Receiving,025-021-081,Active,,
CSLT-ALLOC-1054,Receiving,031-155-001,Active,,
CSLT-ALLOC-1053,Receiving,026-102-010,Active,,
TRPA-ALLOC-1052,Receiving,083-108-005,Active,,
TRPA-ALLOC-1051,Receiving,027-040-044,Active,,
CSLT-ALLOC-1050,Receiving,031-212-005,Active,,
CSLT-ALLOC-1047,Receiving,031-146-008,Active,,
CSLT-ALLOC-1045,Receiving,031-144-011,Active,,
CSLT-ALLOC-1044,Receiving,026-073-023,Active,,
CSLT-ALLOC-1043,Receiving,028-141-039,Active,,
CSLT-ALLOC-1038,Receiving,026-088-018,Active,,
DCNV-ALLOC-1035,Receiving,1318-26-515-035,Active,,
DCNV-ALLOC-1034,Receiving,1318-26-515-020,Active,,
WCNV-ALLOC-1033,Receiving,123-250-07,Active,,
WCNV-ALLOC-1032,Receiving,125-010-20,Active,,
DCNV-ALLOC-1030,Receiving,1418-15-510-004,Active,,
PCCA-ALLOC-1029,Receiving,115-050-025,Active,,
DCNV-ALLOC-1027,Receiving,1418-15-110-015,Active,,
PCCA-ALLOC-1026,Receiving,112-060-006,Active,,
PCCA-ALLOC-1025,Receiving,083-153-005,Active,,
PCCA-ALLOC-1024,Receiving,112-070-012,Active,,
PCCA-ALLOC-1023,Receiving,116-070-021,Active,,
PCCA-ALLOC-1022,Receiving,116-030-060,Active,,
PCCA-ALLOC-1021,Receiving,116-030-059,Active,,
DCNV-ALLOC-1020,Receiving,1318-10-313-010,Active,,
PCCA-ALLOC-1019,Receiving,090-191-008,Inactive,,090-191-050
PCCA-ALLOC-1018,Receiving,090-191-008,Inactive,,090-191-050
PCCA-ALLOC-1017,Receiving,090-191-008,Inactive,,090-191-050
PCCA-ALLOC-1016,Receiving,090-191-008,Inactive,,090-191-050
PCCA-ALLOC-1015,Receiving,083-480-008,Active,,
PCCA-ALLOC-1014,Receiving,085-083-021,Active,,
PCCA-ALLOC-1013,Receiving,092-232-005,Active,,
PCCA-ALLOC-1012,Receiving,112-300-018,Active,,
PCCA-ALLOC-1011,Receiving,084-140-009,Active,,
PCCA-ALLOC-1010,Receiving,090-126-037,Active,,
PCCA-ALLOC-1009,Receiving,098-293-007,Active,,
DCNV-ALLOC-1008,Receiving,1318-23-311-016,Active,,
DCNV-ALLOC-1007,Receiving,1318-23-311-015,Active,,
DCNV-ALLOC-1006,Receiving,1319-18-202-001,Active,,
CSLT-ALLOC-1002,Receiving,023-181-038,Active,,
CSLT-ALLOC-1001,Receiving,026-113-014,Active,,
CSLT-ALLOC-1000,Receiving,026-112-017,Active,,
CSLT-ALLOC-999,Receiving,026-077-017,Active,,
CSLT-ALLOC-998,Receiving,026-077-017,Active,,
CSLT-ALLOC-996,Receiving,025-291-010,Active,,
CSLT-ALLOC-995,Receiving,031-143-007,Active,,
DCNV-ALLOC-994,Receiving,1318-23-311-017,Active,,
DCNV-ALLOC-993,Receiving,1418-15-110-017,Active,,
CSLT-ALLOC-985,Receiving,029-402-034,Active,,
CSLT-ALLOC-982,Receiving,026-134-007,Active,,
CSLT-ALLOC-977,Receiving,027-251-001,Active,,
CSLT-ALLOC-975,Receiving,025-374-003,Active,,
CSLT-ALLOC-974,Receiving,023-452-004,Active,,
CSLT-ALLOC-973,Receiving,032-142-008,Active,,
CSLT-ALLOC-972,Receiving,032-262-007,Active,,
EDCCA-ALLOC-943,Receiving,032-343-005,Active,,
EDCCA-ALLOC-942,Receiving,080-081-020,Active,,
EDCCA-ALLOC-941,Receiving,015-370-22,Inactive,"7153 STATE HWY 89, TAHOMA, CA 96142",015-370-027
EDCCA-ALLOC-940,Receiving,034-111-004,Active,,
EDCCA-ALLOC-939,Receiving,081-062-012,Active,,
EDCCA-ALLOC-938,Receiving,015-152-010,Active,,
EDCCA-ALLOC-936,Receiving,034-172-005,Active,,
EDCCA-ALLOC-935,Receiving,034-712-026,Active,,
EDCCA-ALLOC-934,Receiving,034-251-004,Active,,
EDCCA-ALLOC-933,Receiving,033-631-016,Active,,
EDCCA-ALLOC-932,Receiving,032-342-006,Active,,
WCNV-ALLOC-931,Receiving,130-083-14,Active,,
TRPA-ALLOC-930,Receiving,130-241-56,Active,,
CSLT-ALLOC-929,Receiving,023-781-006,Active,,
PCCA-ALLOC-928,Receiving,117-050-048,Active,,
PCCA-ALLOC-927,Receiving,093-300-006,Active,,
PCCA-ALLOC-926,Receiving,085-083-018,Active,,
CSLT-ALLOC-925,Receiving,025-544-001,Active,,
WCNV-ALLOC-924,Receiving,130-083-06,Active,,
CSLT-ALLOC-921,Receiving,026-134-014,Active,,
PCCA-ALLOC-918,Receiving,091-174-007,Active,,
PCCA-ALLOC-917,Receiving,093-320-005,Active,,
PCCA-ALLOC-916,Receiving,112-090-017,Active,,
PCCA-ALLOC-915,Receiving,090-213-023,Active,,
PCCA-ALLOC-914,Receiving,090-221-029,Active,,
PCCA-ALLOC-913,Receiving,098-231-030,Active,,
PCCA-ALLOC-912,Receiving,112-240-019,Active,,
PCCA-ALLOC-911,Receiving,098-169-014,Active,,
PCCA-ALLOC-910,Receiving,112-220-034,Active,,
PCCA-ALLOC-909,Receiving,090-221-028,Active,,
PCCA-ALLOC-908,Receiving,111-270-061,Active,,
CSLT-ALLOC-907,Receiving,026-095-008,Active,,
CSLT-ALLOC-906,Receiving,026-095-008,Active,,
CSLT-ALLOC-905,Receiving,032-282-003,Active,,
CSLT-ALLOC-904,Receiving,032-282-004,Active,,
CSLT-ALLOC-903,Receiving,023-734-012,Active,,
DCNV-ALLOC-902,Receiving,1319-18-413-009,Active,,
CSLT-ALLOC-901,Receiving,023-801-011,Active,,
TRPA-ALLOC-898,Receiving,1318-26-101-010,Active,,
DCNV-ALLOC-896,Receiving,1418-15-110-021,Active,,
PCCA-ALLOC-894,Receiving,111-270-042,Active,,
PCCA-ALLOC-893,Receiving,084-082-015,Active,,
PCCA-ALLOC-892,Receiving,093-230-028,Active,,
PCCA-ALLOC-889,Receiving,084-051-027,Active,,
PCCA-ALLOC-888,Receiving,117-090-080,Active,,
PCCA-ALLOC-887,Receiving,117-090-081,Active,,
PCCA-ALLOC-886,Receiving,112-180-007,Active,,
PCCA-ALLOC-885,Receiving,117-030-024,Active,,
WCNV-ALLOC-883,Receiving,126-590-04,Active,,
WCNV-ALLOC-881,Receiving,123-133-12,Active,,
EDCCA-ALLOC-880,Receiving,033-841-015,Active,,
CSLT-ALLOC-864,Receiving,022-182-45,Inactive,"509 CHRISTIE DR, SOUTH LAKE TAHOE, CA 96150",022-182-045
CSLT-ALLOC-863,Receiving,023-551-015,Active,,
EDCCA-ALLOC-861,Receiving,033-304-007,Active,,
EDCCA-ALLOC-859,Receiving,034-654-006,Active,,
EDCCA-ALLOC-858,Receiving,034-754-007,Active,,
DCNV-ALLOC-857,Receiving,1418-11-110-015,Active,,
EDCCA-ALLOC-856,Receiving,034-682-029,Active,,
EDCCA-ALLOC-855,Receiving,080-147-006,Active,,
EDCCA-ALLOC-854,Receiving,035-246-008,Active,,
WCNV-ALLOC-853,Receiving,125-223-12,Active,,
EDCCA-ALLOC-850,Receiving,033-841-024,Active,,
EDCCA-ALLOC-849,Receiving,080-061-001,Active,,
TRPA-ALLOC-847,Receiving,032-201-017,Active,,
EDCCA-ALLOC-846,Receiving,035-213-009,Active,,
WCNV-ALLOC-844,Receiving,125-522-02,Active,,
EDCCA-ALLOC-842,Receiving,034-294-015,Active,,
TRPA-ALLOC-839,Receiving,094-070-001,Inactive,"255 N LAKE BLVD, TAHOE CITY, CA 96145",094-070-016
TRPA-ALLOC-838,Receiving,094-070-001,Inactive,"255 N LAKE BLVD, TAHOE CITY, CA 96145",094-070-016
EDCCA-ALLOC-835,Receiving,036-543-010,Active,,
TRPA-ALLOC-833,Receiving,023-181-043,Active,,
DCNV-ALLOC-831,Receiving,1418-10-801-004,Active,,
EDCCA-ALLOC-829,Receiving,033-423-013,Active,,
DCNV-ALLOC-828,Receiving,1318-10-310-041,Active,,
TRPA-ALLOC-827,Receiving,032-201-017,Active,,
DCNV-ALLOC-826,Receiving,1318-23-201-002,Active,,
EDCCA-ALLOC-824,Receiving,034-452-003,Active,,
CSLT-ALLOC-823,Receiving,023-903-001,Active,,
CSLT-ALLOC-822,Receiving,025-262-004,Active,,
EDCCA-ALLOC-821,Receiving,035-246-010,Active,,
CSLT-ALLOC-818,Receiving,027-364-005,Active,,
CSLT-ALLOC-817,Receiving,027-364-005,Active,,
TRPA-ALLOC-816,Receiving,034-253-012,Active,,
TRPA-ALLOC-815,Receiving,034-192-013,Active,,
TRPA-ALLOC-812,Receiving,023-181-043,Active,,
TRPA-ALLOC-811,Receiving,023-181-043,Active,,
TRPA-ALLOC-810,Receiving,023-271-010,Active,,
TRPA-ALLOC-809,Receiving,023-271-010,Active,,
TRPA-ALLOC-808,Receiving,023-271-010,Active,,
TRPA-ALLOC-807,Receiving,023-271-010,Active,,
TRPA-ALLOC-806,Receiving,023-271-010,Active,,
TRPA-ALLOC-805,Receiving,023-271-010,Active,,
TRPA-ALLOC-804,Receiving,023-271-010,Active,,
TRPA-ALLOC-803,Receiving,023-271-010,Active,,
TRPA-ALLOC-802,Receiving,016-101-031,Active,,
DCNV-ALLOC-801,Receiving,1418-10-401-004,Active,,
DCNV-ALLOC-800,Receiving,1318-23-602-011,Active,,
PCCA-ALLOC-798,Receiving,117-110-015,Inactive,"7238 N LAKE BLVD, TAHOE VISTA, CA 96148",117-110-074
PCCA-ALLOC-797,Receiving,083-320-014,Active,,
PCCA-ALLOC-796,Receiving,083-350-027,Active,,
PCCA-ALLOC-795,Receiving,092-152-034,Active,,
PCCA-ALLOC-794,Receiving,092-290-003,Active,,
PCCA-ALLOC-793,Receiving,083-110-024,Active,,
PCCA-ALLOC-792,Receiving,092-232-003,Active,,
PCCA-ALLOC-791,Receiving,085-341-005,Active,,
PCCA-ALLOC-790,Receiving,097-071-008,Active,,
PCCA-ALLOC-789,Receiving,085-341-005,Active,,
PCCA-ALLOC-788,Receiving,085-093-007,Active,,
PCCA-ALLOC-787,Receiving,090-213-024,Active,,
PCCA-ALLOC-786,Receiving,094-261-001,Active,,
PCCA-ALLOC-785,Receiving,090-152-060,Active,,
PCCA-ALLOC-784,Receiving,090-152-059,Active,,
PCCA-ALLOC-783,Receiving,112-230-008,Active,,
PCCA-ALLOC-782,Receiving,084-092-040,Active,,
WCNV-ALLOC-781,Receiving,130-163-27,Active,,
WCNV-ALLOC-780,Receiving,131-012-35,Active,,
WCNV-ALLOC-779,Receiving,131-224-07,Active,,
WCNV-ALLOC-778,Receiving,125-253-02,Active,,
CSLT-ALLOC-777,Receiving,032-291-015,Active,,
CSLT-ALLOC-776,Receiving,032-201-013,Active,,
TRPA-ALLOC-773,Receiving,090-192-061,Active,,
TRPA-ALLOC-771,Receiving,025-831-032,Active,,
TRPA-ALLOC-768,Receiving,034-267-008,Active,,
TRPA-ALLOC-767,Receiving,094-090-063,Active,,
TRPA-ALLOC-766,Receiving,094-090-063,Active,,
TRPA-ALLOC-765,Receiving,094-090-063,Active,,
TRPA-ALLOC-764,Receiving,094-090-063,Active,,
TRPA-ALLOC-763,Receiving,094-090-063,Active,,
TRPA-ALLOC-762,Receiving,094-090-063,Active,,
TRPA-ALLOC-761,Receiving,094-090-063,Active,,
TRPA-ALLOC-760,Receiving,094-090-063,Active,,
TRPA-ALLOC-759,Receiving,094-090-063,Active,,
TRPA-ALLOC-758,Receiving,122-162-14,Active,,
TRPA-ALLOC-757,Receiving,1319-18-310-038,Active,,
TRPA-ALLOC-756,Receiving,1318-09-810-116,Active,,
TRPA-ALLOC-755,Receiving,098-022-017,Active,,
WCNV-ALLOC-751,Receiving,130-162-15,Active,,
DCNV-ALLOC-750,Receiving,1318-23-301-001,Inactive,,1318-23-315-045
DCNV-ALLOC-749,Receiving,1318-23-301-001,Inactive,,1318-23-315-045
DCNV-ALLOC-748,Receiving,1318-23-301-001,Inactive,,1318-23-315-045
TRPA-ALLOC-747,Receiving,025-252-004,Active,,
TRPA-ALLOC-746,Receiving,025-252-004,Active,,
TRPA-ALLOC-745,Receiving,081-074-004,Active,,
CSLT-ALLOC-744,Receiving,023-461-001,Active,,
EDCCA-ALLOC-743,Receiving,025-303-003,Active,,
EDCCA-ALLOC-742,Receiving,015-104-09,Inactive,"7106 SIXTH AVE, TAHOMA, CA 96142",015-104-023
EDCCA-ALLOC-741,Receiving,080-163-018,Active,,
EDCCA-ALLOC-740,Receiving,081-121-001,Active,,
EDCCA-ALLOC-739,Receiving,034-753-015,Active,,
EDCCA-ALLOC-738,Receiving,033-422-029,Active,,
EDCCA-ALLOC-737,Receiving,015-314-005,Active,,
EDCCA-ALLOC-736,Receiving,034-382-006,Active,,
EDCCA-ALLOC-735,Receiving,014-234-011,Active,,
EDCCA-ALLOC-734,Receiving,033-285-004,Active,,
EDCCA-ALLOC-732,Receiving,034-313-008,Active,,
EDCCA-ALLOC-731,Receiving,033-642-003,Active,,
EDCCA-ALLOC-730,Receiving,081-131-006,Active,,
EDCCA-ALLOC-729,Receiving,034-515-004,Active,,
EDCCA-ALLOC-728,Receiving,015-370-025,Active,,
EDCCA-ALLOC-727,Receiving,081-091-011,Active,,
EDCCA-ALLOC-726,Receiving,081-042-021,Active,,
EDCCA-ALLOC-725,Receiving,033-413-003,Active,,
EDCCA-ALLOC-724,Receiving,034-665-001,Active,,
EDCCA-ALLOC-723,Receiving,033-643-004,Active,,
EDCCA-ALLOC-722,Receiving,034-266-007,Active,,
EDCCA-ALLOC-721,Receiving,033-302-003,Active,,
EDCCA-ALLOC-720,Receiving,080-163-011,Active,,
EDCCA-ALLOC-719,Receiving,034-772-001,Active,,
EDCCA-ALLOC-718,Receiving,036-451-005,Active,,
CSLT-ALLOC-716,Receiving,026-122-015,Active,,
EDCCA-ALLOC-715,Receiving,080-145-002,Active,,
EDCCA-ALLOC-714,Receiving,034-283-025,Active,,
EDCCA-ALLOC-713,Receiving,081-042-001,Active,,
EDCCA-ALLOC-712,Receiving,025-721-009,Active,,
EDCCA-ALLOC-711,Receiving,033-857-020,Active,,
EDCCA-ALLOC-710,Receiving,034-531-011,Active,,
EDCCA-ALLOC-709,Receiving,034-093-002,Active,,
EDCCA-ALLOC-708,Receiving,034-266-003,Active,,
EDCCA-ALLOC-707,Receiving,034-097-013,Active,,
EDCCA-ALLOC-706,Receiving,015-370-015,Active,,
EDCCA-ALLOC-705,Receiving,034-242-002,Active,,
TRPA-ALLOC-694,Receiving,1319-18-310-027,Active,,
TRPA-ALLOC-682,Receiving,094-090-063,Active,,
WCNV-ALLOC-668,Receiving,128-072-01,Active,,
DCNV-ALLOC-666,Receiving,1319-18-414-009,Active,,
CSLT-ALLOC-665,Receiving,023-542-009,Active,,
CSLT-ALLOC-663,Receiving,026-038-008,Active,,
CSLT-ALLOC-662,Receiving,025-552-011,Active,,
CSLT-ALLOC-661,Receiving,023-753-008,Active,,
CSLT-ALLOC-660,Receiving,022-321-024,Active,,
CSLT-ALLOC-659,Receiving,023-582-011,Active,,
CSLT-ALLOC-658,Receiving,025-293-001,Active,,
CSLT-ALLOC-657,Receiving,029-402-012,Active,,
CSLT-ALLOC-656,Receiving,032-241-025,Active,,
CSLT-ALLOC-655,Receiving,027-221-045,Active,,
CSLT-ALLOC-654,Receiving,023-451-006,Active,,
DCNV-ALLOC-636,Receiving,1318-03-212-034,Active,,
EDCCA-ALLOC-635,Receiving,034-381-007,Active,,
DCNV-ALLOC-633,Receiving,1418-34-110-065,Active,,
PCCA-ALLOC-632,Receiving,090-113-018,Active,,
PCCA-ALLOC-631,Receiving,092-084-011,Active,,
PCCA-ALLOC-630,Receiving,090-163-034,Active,,
PCCA-ALLOC-629,Receiving,083-410-025,Active,,
PCCA-ALLOC-628,Receiving,116-210-025,Active,,
PCCA-ALLOC-627,Receiving,093-600-022,Active,,
PCCA-ALLOC-626,Receiving,112-270-054,Active,,
PCCA-ALLOC-625,Receiving,084-082-011,Active,,
PCCA-ALLOC-624,Receiving,112-070-012,Active,,
CSLT-ALLOC-623,Receiving,031-123-021,Active,,
CSLT-ALLOC-622,Receiving,023-693-002,Active,,
CSLT-ALLOC-621,Receiving,029-402-012,Active,,
CSLT-ALLOC-620,Receiving,026-073-026,Active,,
CSLT-ALLOC-619,Receiving,023-554-010,Active,,
CSLT-ALLOC-618,Receiving,031-285-007,Active,,
CSLT-ALLOC-617,Receiving,031-204-008,Active,,
CSLT-ALLOC-616,Receiving,031-182-009,Active,,
WCNV-ALLOC-615,Receiving,123-250-08,Active,,
WCNV-ALLOC-614,Receiving,131-232-04,Active,,
WCNV-ALLOC-613,Receiving,123-032-12,Inactive,"24 CRYSTAL DR, CRYSTAL BAY, NV 89451",123-032-28
TRPA-ALLOC-604,Receiving,097-130-034,Inactive,"5120 SACRAMENTO AVE, HOMEWOOD, CA 96141",097-060-044
CSLT-ALLOC-603,Receiving,023-892-018,Active,,
EDCCA-ALLOC-596,Receiving,033-682-008,Active,,
EDCCA-ALLOC-595,Receiving,035-252-020,Active,,
EDCCA-ALLOC-594,Receiving,033-678-013,Active,,
EDCCA-ALLOC-593,Receiving,080-154-014,Active,,
EDCCA-ALLOC-592,Receiving,025-342-017,Active,,
EDCCA-ALLOC-591,Receiving,034-792-010,Active,,
EDCCA-ALLOC-590,Receiving,015-062-018,Active,,
EDCCA-ALLOC-589,Receiving,034-112-008,Active,,
EDCCA-ALLOC-588,Receiving,081-064-016,Active,,
EDCCA-ALLOC-587,Receiving,034-294-006,Active,,
EDCCA-ALLOC-586,Receiving,015-062-011,Active,,
EDCCA-ALLOC-585,Receiving,034-331-009,Active,,
CSLT-ALLOC-584,Receiving,029-441-21,Inactive,"30 LAKE PKWY, SOUTH LAKE TAHOE, CA 96150",029-710-021
CSLT-ALLOC-583,Receiving,029-441-21,Inactive,"30 LAKE PKWY, SOUTH LAKE TAHOE, CA 96150",029-710-021
CSLT-ALLOC-582,Receiving,028-042-012,Active,,
CSLT-ALLOC-581,Receiving,028-042-012,Active,,
CSLT-ALLOC-580,Receiving,023-682-003,Active,,
EDCCA-ALLOC-579,Receiving,025-832-003,Active,,
EDCCA-ALLOC-578,Receiving,025-821-017,Active,,
EDCCA-ALLOC-577,Receiving,034-482-004,Active,,
EDCCA-ALLOC-576,Receiving,015-265-003,Active,,
EDCCA-ALLOC-575,Receiving,016-281-003,Active,,
EDCCA-ALLOC-574,Receiving,025-803-009,Active,,
EDCCA-ALLOC-573,Receiving,015-031-007,Active,,
EDCCA-ALLOC-572,Receiving,025-352-009,Active,,
EDCCA-ALLOC-571,Receiving,033-312-016,Active,,
EDCCA-ALLOC-569,Receiving,025-312-021,Active,,
EDCCA-ALLOC-568,Receiving,014-322-008,Active,,
EDCCA-ALLOC-567,Receiving,033-402-001,Active,,
EDCCA-ALLOC-566,Receiving,081-102-007,Active,,
EDCCA-ALLOC-565,Receiving,015-104-021,Active,,
EDCCA-ALLOC-564,Receiving,033-465-010,Active,,
EDCCA-ALLOC-563,Receiving,015-311-017,Active,,
EDCCA-ALLOC-562,Receiving,033-854-006,Active,,
EDCCA-ALLOC-561,Receiving,035-272-009,Active,,
EDCCA-ALLOC-560,Receiving,035-246-017,Active,,
EDCCA-ALLOC-559,Receiving,034-112-017,Active,,
EDCCA-ALLOC-558,Receiving,035-144-004,Active,,
EDCCA-ALLOC-557,Receiving,032-341-009,Active,,
EDCCA-ALLOC-556,Receiving,015-315-002,Active,,
EDCCA-ALLOC-555,Receiving,034-152-022,Active,,
EDCCA-ALLOC-554,Receiving,025-791-002,Active,,
WCNV-ALLOC-543,Receiving,124-860-01,Inactive,"389 COTTONWOOD CT, INCLINE VILLAGE, NV 89451",124-890-01
WCNV-ALLOC-542,Receiving,124-860-02,Inactive,"389 COTTONWOOD CT, INCLINE VILLAGE, NV 89451",124-890-01
WCNV-ALLOC-541,Receiving,124-860-03,Inactive,"389 COTTONWOOD CT, INCLINE VILLAGE, NV 89451",124-890-01
DCNV-ALLOC-540,Receiving,1418-34-610-010,Active,,
CSLT-ALLOC-538,Receiving,026-068-018,Active,,
CSLT-ALLOC-537,Receiving,026-068-018,Active,,
CSLT-ALLOC-536,Receiving,026-068-010,Active,,
CSLT-ALLOC-535,Receiving,026-068-010,Active,,
TRPA-ALLOC-534,Receiving,029-441-15,Inactive,"40 LAKE PKWY, SOUTH LAKE TAHOE, CA 96150",029-710-021
EDCCA-ALLOC-526,Receiving,035-211-010,Active,,
EDCCA-ALLOC-523,Receiving,034-161-037,Active,,
EDCCA-ALLOC-522,Receiving,034-172-016,Active,,
PCCA-ALLOC-521,Receiving,085-142-017,Active,,
CSLT-ALLOC-515,Receiving,023-182-006,Active,,
CSLT-ALLOC-514,Receiving,023-182-006,Active,,
CSLT-ALLOC-513,Receiving,023-191-007,Active,,
CSLT-ALLOC-512,Receiving,023-393-17,Inactive,"2215 SOUTH AVE, SOUTH LAKE TAHOE, CA 96150",023-393-032
CSLT-ALLOC-511,Receiving,023-391-008,Active,,
CSLT-ALLOC-510,Receiving,026-086-011,Active,,
CSLT-ALLOC-509,Receiving,032-314-037,Active,,
CSLT-ALLOC-508,Receiving,032-201-013,Active,,
CSLT-ALLOC-507,Receiving,032-201-013,Active,,
WCNV-ALLOC-506,Receiving,130-201-22,Active,,
WCNV-ALLOC-505,Receiving,122-195-06,Active,,
EDCCA-ALLOC-504,Receiving,014-302-015,Active,,
EDCCA-ALLOC-503,Receiving,025-451-029,Active,,
EDCCA-ALLOC-502,Receiving,034-727-012,Active,,
EDCCA-ALLOC-501,Receiving,081-153-006,Active,,
EDCCA-ALLOC-500,Receiving,034-723-001,Active,,
EDCCA-ALLOC-499,Receiving,014-262-003,Active,,
EDCCA-ALLOC-498,Receiving,081-102-006,Active,,
EDCCA-ALLOC-497,Receiving,034-512-011,Active,,
EDCCA-ALLOC-496,Receiving,034-701-005,Active,,
EDCCA-ALLOC-495,Receiving,080-155-024,Active,,
EDCCA-ALLOC-494,Receiving,016-131-007,Active,,
EDCCA-ALLOC-493,Receiving,033-523-021,Active,,
PCCA-ALLOC-484,Receiving,116-110-015,Active,,
PCCA-ALLOC-483,Receiving,090-030-045,Active,,
PCCA-ALLOC-482,Receiving,085-321-012,Active,,
PCCA-ALLOC-481,Receiving,090-092-050,Active,,
PCCA-ALLOC-480,Receiving,112-280-034,Active,,
PCCA-ALLOC-479,Receiving,111-180-033,Active,,
PCCA-ALLOC-478,Receiving,093-220-047,Active,,
PCCA-ALLOC-477,Receiving,091-190-026,Active,,
PCCA-ALLOC-476,Receiving,085-270-002,Active,,
PCCA-ALLOC-475,Receiving,112-070-025,Active,,
PCCA-ALLOC-474,Receiving,090-152-050,Active,,
PCCA-ALLOC-473,Receiving,115-040-007,Active,,
PCCA-ALLOC-472,Receiving,083-281-005,Active,,
PCCA-ALLOC-471,Receiving,112-280-040,Active,,
PCCA-ALLOC-470,Receiving,090-064-016,Active,,
PCCA-ALLOC-469,Receiving,115-040-076,Active,,
PCCA-ALLOC-468,Receiving,083-290-013,Active,,
CSLT-ALLOC-460,Receiving,029-421-002,Active,,
CSLT-ALLOC-459,Receiving,025-542-008,Active,,
CSLT-ALLOC-458,Receiving,022-051-086,Active,,
EDCCA-ALLOC-457,Receiving,033-574-007,Active,,
EDCCA-ALLOC-456,Receiving,025-432-020,Active,,
EDCCA-ALLOC-455,Receiving,036-380-024,Active,,
EDCCA-ALLOC-454,Receiving,033-423-002,Active,,
EDCCA-ALLOC-453,Receiving,036-422-010,Active,,
EDCCA-ALLOC-452,Receiving,081-072-009,Active,,
EDCCA-ALLOC-451,Receiving,035-292-002,Active,,
EDCCA-ALLOC-450,Receiving,016-513-012,Active,,
EDCCA-ALLOC-449,Receiving,034-453-006,Active,,
TRPA-ALLOC-448,Receiving,1318-27-001-009,Active,,
TRPA-ALLOC-447,Receiving,112-050-022,Active,,
TRPA-ALLOC-446,Receiving,029-470-017,Active,,
TRPA-ALLOC-445,Receiving,029-470-017,Active,,
TRPA-ALLOC-444,Receiving,029-061-001,Active,,
TRPA-ALLOC-443,Receiving,029-061-001,Active,,
TRPA-ALLOC-442,Receiving,029-061-001,Active,,
TRPA-ALLOC-441,Receiving,029-061-001,Active,,
TRPA-ALLOC-439,Receiving,034-270-061,Active,,
TRPA-ALLOC-438,Receiving,034-323-010,Active,,
DCNV-ALLOC-431,Receiving,1318-10-414-001,Active,,
CSLT-ALLOC-415,Receiving,032-141-012,Active,,
CSLT-ALLOC-414,Receiving,032-141-012,Active,,
CSLT-ALLOC-413,Receiving,032-141-012,Active,,
EDCCA-ALLOC-410,Receiving,035-241-003,Active,,
EDCCA-ALLOC-409,Receiving,033-631-028,Active,,
EDCCA-ALLOC-408,Receiving,014-284-005,Active,,
EDCCA-ALLOC-407,Receiving,033-882-007,Active,,
EDCCA-ALLOC-406,Receiving,081-102-020,Active,,
EDCCA-ALLOC-405,Receiving,033-864-007,Active,,
EDCCA-ALLOC-404,Receiving,034-532-011,Active,,
EDCCA-ALLOC-403,Receiving,025-592-012,Active,,
EDCCA-ALLOC-402,Receiving,081-072-023,Active,,
EDCCA-ALLOC-401,Receiving,034-161-041,Active,,
EDCCA-ALLOC-400,Receiving,034-254-014,Active,,
EDCCA-ALLOC-399,Receiving,080-155-011,Active,,
EDCCA-ALLOC-398,Receiving,033-291-018,Active,,
EDCCA-ALLOC-397,Receiving,036-547-001,Active,,
EDCCA-ALLOC-396,Receiving,015-213-25,Inactive,"7197 FOURTH AVE, TAHOMA, CA 96142",015-213-025
EDCCA-ALLOC-395,Receiving,015-164-013,Active,,
CSLT-ALLOC-394,Receiving,023-751-023,Active,,
TRPA-ALLOC-384,Receiving,1318-00-002-010,Active,,
TRPA-ALLOC-367,Receiving,123-071-34,Inactive,"105 STATE ROUTE 28, CRYSTAL BAY, NV 89451",123-293-02
CSLT-ALLOC-358,Receiving,026-139-045,Active,,
TRPA-ALLOC-355,Receiving,117-080-066,Active,,
CSLT-ALLOC-354,Receiving,029-605-001,Active,,
CSLT-ALLOC-353,Receiving,023-694-005,Active,,
CSLT-ALLOC-352,Receiving,022-171-060,Active,,
CSLT-ALLOC-351,Receiving,026-061-007,Active,,
CSLT-ALLOC-350,Receiving,023-902-013,Active,,
CSLT-ALLOC-349,Receiving,023-696-008,Active,,
CSLT-ALLOC-348,Receiving,026-061-05,Inactive,"688 LILY AVE, SOUTH LAKE TAHOE, CA 96150",026-061-030
CSLT-ALLOC-347,Receiving,023-892-009,Active,,
DCNV-ALLOC-346,Receiving,1418-03-301-010,Active,,
DCNV-ALLOC-345,Receiving,1418-27-210-033,Active,,
DCNV-ALLOC-344,Receiving,1318-09-811-006,Active,,
DCNV-ALLOC-343,Receiving,1418-34-401-006,Active,,
EDCCA-ALLOC-342,Receiving,033-281-003,Active,,
