Row Labels,CY2012,CY2013,CY2014,CY2015,CY2016,CY2017,CY2018,CY2019,CY2020,CY2021,CY2022,CY2023,CY2024,CY2025
033-151-007,,,,,,,2410,2410,2410,2410,2410,2410,2410,2410
033-151-04,2622,2622,2622,2622,2622,2622,,,,,,,,
033-151-06,1075,1075,1075,1075,1075,1075,,,,,,,,
033-151-07,2410,2410,2410,2410,2410,2410,,,,,,,,
033-152-005,,,,,,,1764,1764,1764,1764,1764,1764,1764,1764
033-152-05,1764,1764,1764,1764,1764,1764,,,,,,,,
034-270-046,,,,,,,1438,1438,1438,1438,1438,1438,1438,1438
034-270-049,,,,,,,13696,13696,13696,13696,13696,13696,13696,13696
034-270-061,,,,,,,3335,3335,3335,3335,3335,3335,3335,3335
034-270-063,,,,,,,9521,9521,9521,9521,9521,9521,9521,9521
034-270-46,1438,1438,1438,1438,1438,1438,,,,,,,,
034-270-49,13696,13696,13696,13696,13696,13696,,,,,,,,
034-270-58,9521,9521,9521,9521,9521,9521,,,,,,,,
034-270-61,3080,,3335,3335,3335,3335,,,,,,,,
034-270-10,,3080,,,,,,,,,,,,
034-321-019,,,,,,,1855,1855,1855,1855,1855,1855,1855,1855
034-321-021,,,,,,,659,659,659,659,659,659,659,659
034-321-023,,,,,,,6152,6152,6152,6152,6152,6152,6152,6152
034-321-025,,,,,,,7858,7858,7858,7858,7858,7858,7858,7858
034-321-19,1855,1855,1855,1855,1855,1855,,,,,,,,
034-321-21,659,659,659,659,659,659,,,,,,,,
034-321-23,6152,6152,6152,6152,6152,6152,,,,,,,,
034-321-25,7858,7858,7858,7858,7858,7858,,,,,,,,
034-322-001,,,,,,,751,751,751,751,751,751,751,751
034-322-004,,,,,,,1394,1394,1394,1394,1394,1394,1394,1394
034-322-005,,,,,,,1897,1897,1897,1897,1897,1897,1897,1897
034-322-006,,,,,,,3200,3200,3200,3200,3200,3200,3200,3200
034-322-01,751,751,751,751,751,751,,,,,,,,
034-322-04,1394,1394,1394,1394,1394,1394,,,,,,,,
034-322-05,1897,1897,1897,1897,1897,1897,,,,,,,,
034-322-06,3200,3200,3200,3200,3200,3200,,,,,,,,
034-323-010,,,,,,,2747,2747,2747,2747,2747,2747,2747,2747
034-323-012,,,,,,,306,306,306,306,306,306,306,306
034-323-015,,,,,,,846,846,846,846,846,846,846,846
034-323-10,,2747,2747,2747,2747,2747,,,,,,,,
034-323-12,306,306,306,306,306,306,,,,,,,,
034-323-15,846,846,846,846,846,846,,,,,,,,
034-331-014,,,,,,,2129,2129,2129,2129,2129,2129,2129,2129
034-331-029,,,,,,,11993,11993,11993,11993,11993,11993,11993,11993
034-331-14,2129,2129,2129,2129,2129,2129,,,,,,,,
034-331-29,11993,11993,11993,11993,11993,11993,,,,,,,,
034-342-011,,,,,,,100,100,100,100,100,100,100,100
034-342-11,100,100,100,100,100,100,,,,,,,,
034-402-001,,,,,,,2920,2920,2920,2920,2920,2920,2920,2920
034-402-01,2920,2920,2920,2920,2920,2920,,,,,,,,
034-402-013,,,,,,,6687,6687,6687,6687,6687,6687,6687,6687
034-402-13,6687,6687,6687,6687,6687,6687,,,,,,,,
034-671-003,,,,,,,3530,3530,3530,3530,3530,3530,3530,3530
034-671-005,,,,,,,3049,3049,3049,3049,3049,3049,3049,3049
034-671-012,,,,,,,38318,38318,38318,38318,38318,38318,38318,38318
034-671-03,3530,3530,3530,3530,3530,3530,,,,,,,,
034-671-05,3049,3049,3049,3049,3049,3049,,,,,,,,
034-671-12,38318,38318,38318,38318,38318,38318,,,,,,,,
035-131-006,,,,,,,513,513,513,513,513,513,513,513
035-131-008,,,,,,,231,231,231,231,231,231,231,231
035-131-06,513,513,513,513,513,513,,,,,,,,
035-131-08,231,231,231,231,231,231,,,,,,,,
035-181-005,,,,,,,8122,8122,8122,8122,8122,8122,8122,8122
035-181-009,,,,,,,15403,15403,15403,15403,15403,15403,15403,15403
035-181-05,8122,8122,8122,8122,8122,8122,,,,,,,,
035-181-09,15403,15403,15403,15403,15403,15403,,,,,,,,
035-182-001,,,,,,,636,636,636,636,636,636,636,636
035-182-003,,,,,,,68,68,68,68,68,68,68,68
035-182-005,,,,,,,4386,4386,4386,4386,4386,4386,4386,4386
035-182-006,,,,,,,4283,4283,4283,4283,4283,4283,4283,4283
035-182-01,636,636,636,636,636,636,,,,,,,,
035-182-03,68,68,68,68,68,68,,,,,,,,
035-182-05,4386,4386,4386,4386,4386,4386,,,,,,,,
035-182-06,4283,4283,4283,4283,4283,4283,,,,,,,,
035-183-016,,,,,,,510,510,510,510,510,510,510,510
035-183-019,,,,,,,5801,5801,5801,5801,5801,5801,5801,5801
035-183-16,510,510,510,510,510,510,,,,,,,,
035-183-19,5801,5801,5801,5801,5801,5801,,,,,,,,
035-191-002,,,,,,,807,807,807,807,807,807,807,807
035-191-003,,,,,,,4521,4521,4521,4521,4521,4521,4521,4521
035-191-02,807,807,807,807,807,807,,,,,,,,
035-191-03,4521,4521,4521,4521,4521,4521,,,,,,,,
035-192-003,,,,,,,3126,3126,3126,3126,3126,3126,3126,3126
035-192-005,,,,,,,2590,2590,2590,2590,2590,2590,2590,2590
035-192-009,,,,,,,23150,23150,23150,23150,23150,23150,23150,23150
035-192-03,3126,3126,3126,3126,3126,3126,,,,,,,,
035-192-05,2590,2590,2590,2590,2590,2590,,,,,,,,
035-192-09,23150,23150,23150,23150,23150,23150,,,,,,,,
035-193-001,,,,,,,493,493,493,493,493,493,493,493
035-193-007,,,,,,,3273,3273,3273,3273,3273,3273,3273,3273
035-193-009,,,,,,,3683,3683,3683,3683,3683,3683,3683,3683
035-193-01,493,493,493,493,493,493,,,,,,,,
035-193-07,3273,3273,3273,3273,3273,3273,,,,,,,,
035-193-09,3683,3683,3683,3683,3683,3683,,,,,,,,
035-211-029,,,,,,,977,977,977,977,977,977,977,977
035-211-29,977,977,977,977,977,977,,,,,,,,
035-262-006,,,,,,,296,296,296,296,296,296,296,296
035-262-06,296,296,296,296,296,296,,,,,,,,
083-106-003,6694,6694,6694,6694,6694,6694,6694,6694,6694,6694,6694,6694,6694,6694
083-108-004,5713,5713,5713,5713,5713,5713,5713,5713,5713,5713,5713,5713,5713,5713
083-108-005,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1477,1477,1477
083-108-011,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611
084-110-018,1872,1872,1872,1872,1872,1872,1872,1872,1872,1872,1872,1872,1872,1872
084-110-019,3079,3079,3079,3079,3079,3079,3079,3079,3079,3079,3079,3079,3079,3079
090-042-002,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280
090-044-022,720,720,720,720,720,720,720,720,720,720,720,1307,1307,1307
090-046-002,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900
090-046-032,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154,3154
090-046-035,2152,2152,2152,2152,2152,2152,2152,2152,2152,2152,2152,2152,2152,2152
090-046-039,3391,,3391,3391,3391,,,,,,,,,
090-046-038,,3391,,,,,,,,,,,,
090-046-041,,,,,,3391,3391,3391,3391,3391,3391,3391,3391,3391
090-064-029,703,703,703,703,703,703,703,703,703,703,703,703,703,703
090-071-003,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335
090-071-019,4522,4522,4522,4522,4522,4522,4522,4522,4522,4522,4522,4522,4522,4522
090-071-023,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196
090-071-030,5552,5552,5552,5552,5552,5552,5552,5552,5552,5552,5552,5552,5552,5552
090-071-035,6959,6959,6959,6959,6959,6959,6959,6959,7895,7895,7895,7895,7895,7895
090-071-036,1609,,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609
090-071-029,,1609,,,,,,,,,,,,
090-072-003,3738,3738,3738,3738,3738,3738,3738,3738,3738,3738,3738,3738,3738,3738
090-072-017,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363
090-072-024,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664
090-072-027,12833,12833,12833,12833,12833,12833,12833,12833,12833,12833,12833,12833,12833,12833
090-072-030,2414,2414,2414,2414,2414,2414,2414,2414,2414,2414,2414,2414,2414,2414
090-075-010,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313
090-075-014,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154
090-075-016,4899,4899,4899,4899,4899,4899,4899,4899,4899,4899,4899,4899,4899,4899
090-075-017,3426,3426,3426,3426,3426,3426,3426,3426,3426,3426,3426,3426,3426,3426
090-075-019,761,761,761,761,761,761,761,761,761,761,761,761,761,761
090-075-025,3235,3235,3235,3235,3235,3235,3235,3235,3235,3235,3235,3235,3235,3235
090-075-026,3214,,,3214,3214,3214,3214,3214,3214,3214,3214,3214,3214,3214
090-075-009,,3214,3214,,,,,,,,,,,
090-080-001,6083,6083,6083,6083,6083,6083,6083,6083,6083,6083,6083,6083,6083,6083
090-091-022,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358
090-091-025,3638,3638,3638,3638,3638,3638,3638,3638,3638,3638,3638,3638,3638,3638
090-091-028,2643,2643,2643,2643,2643,2643,2643,2643,2643,2643,2643,2643,2643,2643
090-091-035,5082,5082,5082,5082,5082,5082,5082,5082,5082,5082,5082,5082,5082,5082
090-092-006,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,1278
090-092-024,482,482,482,482,482,482,482,482,482,482,482,482,482,482
090-092-029,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133
090-092-033,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455,2455
090-092-041,2018,2018,2018,2018,2018,2018,,,,,,,,
090-092-045,3145,3145,3145,3145,3145,3145,3145,3145,3145,3145,3145,3145,3145,3145
090-092-049,4013,4013,4013,4013,4013,4013,4013,4013,4013,4013,4013,4013,4013,4013
090-092-050,,,,,,,4698,4698,4698,4698,4698,4698,4698,4698
090-092-051,,,,,,,2018,2018,2018,2018,2018,2018,2018,2018
090-093-014,5115,5115,5115,5115,5115,5115,5115,5115,5115,5115,5115,5115,5115,5115
090-093-021,3989,3989,3989,3989,3989,3989,3989,3989,3989,3989,3989,3989,3989,3989
090-094-027,31273,31273,31273,31273,31273,31273,31273,31273,31273,31273,31273,31273,31273,31273
090-122-001,2782,2782,2782,2782,2782,2782,2782,2782,2782,2782,2782,2782,2782,2782
090-122-010,1559,1559,1559,1559,1559,1559,1559,1559,1559,1559,1559,1559,1559,1559
090-122-017,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928
090-122-026,2267,2267,2267,2267,2267,2267,2267,2267,2267,2267,2267,2267,2267,2267
090-122-038,5248,5248,5248,5248,5248,5248,5248,5248,5248,5248,5248,5248,5248,5248
090-122-040,4151,,4151,4151,4151,4151,4151,4151,4151,4151,4151,4151,4151,4151
090-122-028,,4151,,,,,,,,,,,,
090-123-006,5832,5832,5832,5832,5832,5832,5832,5832,5832,5832,5832,5832,5832,5832
090-123-009,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007,3007
090-123-010,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325
090-123-019,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922
090-123-027,13726,13726,13726,13726,13726,13726,13726,13726,13726,13726,13726,13726,13726,13726
090-123-028,4154,,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154,4154
090-123-023,,4154,,,,,,,,,,,,
090-123-031,3483,,,3483,3483,3483,3483,3483,3483,3483,3483,3483,3483,3483
090-123-001,,3483,3483,,,,,,,,,,,
090-126-025,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317,2317
090-133-003,1499,1499,1499,1499,1499,1499,1499,1499,1499,1499,1499,1499,1499,1499
090-133-005,7275,7275,7275,7275,7275,7275,7275,7275,7275,7275,7275,7275,7275,7275
090-133-015,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486
090-133-016,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739
090-133-019,1538,,1538,1538,1538,1538,1538,1538,1538,1538,1538,0,0,0
090-133-010,,1538,,,,,,,,,,,,
090-133-021,4202,,4202,4202,4202,4202,4202,4202,4202,4202,4202,4202,4202,4202
090-133-018,,4202,,,,,,,,,,,,
090-134-002,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049,2049
090-134-005,2836,2836,2836,2836,2836,2836,2836,2836,2836,2836,2836,2836,2836,2836
090-134-006,808,808,808,808,808,808,808,808,808,808,808,808,808,808
090-134-011,2278,2278,2278,2278,2278,2278,2278,2278,2278,2278,2278,2278,2278,2278
090-134-024,4478,4478,4478,4478,4478,4478,4478,4478,4478,4478,4478,4478,4478,4478
090-134-039,3178,3178,3178,3178,3178,3178,3178,,,,,,,
090-134-048,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611
090-134-061,,,,,,,,3353,3353,3353,3353,3353,3353,3353
090-134-042,3178,3178,3178,3178,3178,3178,3178,,,,,,,
,,,,,,,,,,,,,,
090-142-007,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103,2103
090-142-023,6292,6292,6292,6292,6292,6292,6292,6292,6292,6292,6292,6292,6292,6292
090-142-024,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138
090-142-025,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379
090-152-048,2648,2648,2648,2648,2648,2648,2648,2648,2648,2648,2648,2648,2648,2648
090-181-048,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
090-181-068,716,716,716,716,716,716,716,716,716,716,716,716,716,716
090-191-026,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013
090-191-027,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035
090-192-001,1448,1448,1448,1448,1448,1448,1448,1448,1448,1448,1448,1448,1448,1448
090-192-002,3978,3978,3978,3978,3978,3978,3978,3978,3250,3250,3250,3250,3250,3250
090-192-003,512,512,512,512,512,512,512,512,512,512,512,512,512,512
090-192-021,3632,3632,3632,3632,3632,3632,3632,3632,3632,3632,3632,3632,3632,3632
090-192-031,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018
090-192-037,703,703,703,703,703,703,703,703,703,703,703,703,703,703
090-192-038,800,800,800,800,800,800,800,800,800,800,800,800,800,800
090-192-054,857,857,857,857,857,857,857,857,857,857,857,857,857,857
090-192-056,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421
090-192-057,3372,3372,3372,3372,3372,3372,3372,3372,3372,3372,3372,3372,3372,3372
090-294-008,1644,1644,1644,1644,1644,1644,1644,1644,1644,1644,1644,1644,1644,1644
090-304-019,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474,1474
090-304-021,2613,2613,2613,2613,2613,2613,2613,2613,2613,2613,2613,2613,2613,2613
090-306-001,1231,1231,1231,1231,1231,1231,1231,1231,1231,1231,1231,1231,1231,1231
093-032-012,1573,1573,1573,1573,1573,1573,1573,1573,1573,1573,1573,1573,1573,1573
093-032-014,350,350,350,350,350,350,350,350,350,350,350,350,350,350
093-032-015,773,773,773,773,773,773,773,773,773,773,773,773,773,773
093-033-009,5079,5079,5079,5079,5079,5079,5079,5079,5079,5079,5079,5079,5079,5079
093-033-012,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481,1481
093-036-017,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421
093-036-020,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557
093-036-021,2967,2967,2967,2967,2967,2967,2967,2967,2967,,,,,
093-036-023,2303,2303,2303,2303,2303,2303,2303,2303,2303,,,,,
093-036-025,,,,,,,,,,2967,2967,2967,2967,2967
093-036-026,,,,,,,,,,2303,2303,2303,2303,2303
093-041-004,414,414,414,414,414,414,414,414,414,414,414,414,414,414
093-041-005,7376,7376,7376,7376,7376,7376,7376,7376,7376,7376,7376,7376,7376,7376
093-041-006,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578
093-042-027,,6065,,,,,,,,,,,,
093-042-024,6065,,6065,6065,6065,6065,6065,6065,6065,6065,6065,6065,6065,6065
093-042-035,1557,,,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557
093-042-016,,1557,1557,,,,,,,,,,,
093-051-004,325,325,325,325,325,325,325,325,325,325,325,325,325,325
093-051-006,6285,6285,6285,6285,6285,6285,6285,6285,6285,6285,6285,6285,6285,6285
093-051-011,3711,3711,3711,3711,3711,3711,3711,3711,3711,3711,3711,3711,3711,3711
093-051-012,3560,3560,3560,3560,3560,3560,3560,3560,3560,3560,3560,3560,3560,3560
093-051-013,8016,8016,8016,8016,8016,8016,8016,8016,8016,8016,8016,8016,8016,8016
093-051-016,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942,4942
093-051-017,6074,6074,6074,6074,6074,6074,6074,6074,6074,6074,6074,6074,6074,6074
093-052-001,7835,7835,7835,7835,7835,7835,7835,7835,7835,7835,7835,7835,7835,7835
093-052-003,10915,10915,10915,10915,10915,10915,10915,10915,10915,10915,10915,10915,10915,10915
093-052-009,11006,11006,11006,11006,11006,11006,11006,11006,11006,11006,11006,11006,11006,11006
093-052-010,10100,10100,10100,10100,10100,10100,10100,10100,10100,,,,,
093-052-016,,,,,,,,,,10100,10100,10100,10100,10100
093-130-009,4110,4110,4110,4110,4110,4110,4110,4110,4110,4110,4110,4110,4110,4110
093-130-011,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246
093-130-014,8000,8000,8000,8000,8000,8000,8000,8000,,,,,,
093-130-021,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280
093-130-047,5503,5503,5503,5503,5503,5503,5503,5503,5503,5503,5503,5503,5503,5503
093-160-049,4608,4608,4608,4608,4608,4608,4608,4608,4608,4608,4608,4608,4608,4608
093-203-010,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
093-610-003,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403
094-070-001,26322,26322,26322,26322,26322,26322,26322,26322,26322,26322,,,,
094-070-002,11996,11996,11996,11996,11996,11996,11996,11996,11996,11996,,,,
094-070-005,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051,9051
094-070-006,7408,7408,7408,7408,7408,7408,7408,7408,7408,7408,7408,7408,,
094-070-007,1478,1478,1478,1478,1478,1478,1478,1478,1478,1478,1478,1478,1478,1478
094-070-008,3107,3107,3107,3107,3107,3107,3107,3107,3107,3107,3107,3107,3107,3107
094-070-009,19229,19229,19229,19229,19229,19229,19229,19229,19229,19229,19229,19229,19229,19229
094-070-011,19256,19256,19256,19256,19256,19256,19256,19256,19256,19256,19256,19256,19256,19256
094-070-014,5827,5827,5827,5827,5827,5827,5827,5827,5827,5827,5827,5827,5827,5827
094-080-003,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235,2235
094-080-004,5157,5157,5157,5157,5157,5157,5157,5157,5157,5157,5157,5157,5157,5157
094-080-005,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358
094-080-009,2412,2412,2412,2412,2412,2412,2412,2412,2412,2412,2412,2412,2412,2412
094-080-010,4417,4417,4417,4417,4417,4417,4417,4417,4417,4417,4417,4417,4417,4417
094-080-011,4573,4573,4573,4573,4573,4573,4573,4573,4573,4573,4573,4573,4573,4573
094-080-012,5162,5162,5162,5162,5162,5162,5162,5162,5162,5162,5162,5162,5162,5162
094-090-010,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975
094-090-011,7010,7010,7010,7010,7010,7010,7010,7010,7010,7010,7010,7010,7010,7010
094-090-012,1972,1972,1972,1972,1972,1972,1972,1972,1972,1972,1972,1972,1972,1972
094-090-029,25953,25953,25953,25953,25953,25953,26258,,,,,,,
094-090-035,3237,3237,3237,3237,3237,3237,3237,3237,3237,3237,3237,3237,3237,3237
094-090-041,4531,4531,4531,4531,4531,4531,4531,4531,4531,4531,4531,4531,4531,4531
094-090-052,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208
094-090-060,1218,1218,1218,1218,1218,1218,1218,1218,1218,1218,1218,1218,1218,1218
094-090-063,21126,21126,21126,21126,21126,21126,21126,21126,21126,21126,21126,21126,21126,21126
094-090-065,,,,,,,,26258,26258,26258,26258,26258,26258,26258
094-110-001,573,573,573,573,573,573,573,573,573,573,573,573,573,573
094-110-010,290,290,290,290,290,290,290,290,290,290,290,290,290,290
094-110-015,756,756,756,756,756,756,756,756,756,756,756,756,756,756
094-110-016,1478,1478,1478,1478,1478,1478,1478,1478,1478,1478,1478,1478,1478,1478
094-110-018,4943,4943,4943,4943,4943,4943,4943,4943,4943,4943,4943,4943,4943,4943
094-110-019,31763,31763,29187,29187,29187,29187,29187,29187,29187,29187,29187,29187,31673,31673
094-110-024,5781,5781,5781,5781,5781,5781,5781,5781,5781,5781,5781,5781,5781,5781
094-130-001,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712,1712
094-130-004,23668,23668,23668,23668,23668,23668,23668,23668,23668,23668,23668,23668,23668,23668
094-130-007,4114,4114,4114,4114,4114,4114,4114,4114,4114,4114,4114,4114,4114,4114
094-130-008,6534,6534,6534,6534,6534,6534,6534,6534,6534,6534,6534,6534,6534,6534
094-140-050,,,,,,,,,,,,,,
094-140-064,,,,,,,,,,,,,,
094-140-069,,,,,,,,,,,,,,
094-150-001,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585,2585
094-150-002,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196
094-150-003,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884
094-150-005,3068,3068,3068,3068,3068,3068,3068,3068,3068,3068,3068,3068,3068,3068
094-150-006,739,739,739,739,739,739,739,739,739,739,739,739,739,739
094-180-023,2988,2988,2988,2988,2988,2988,2988,2988,2988,2988,2988,2988,2988,2988
094-180-024,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021
094-180-045,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757
094-180-066,3467,3467,3467,3467,3467,3467,3467,3467,3467,,,,,
094-180-077,,,,,,,,,,3467,3467,3467,3467,3467
094-190-004,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632
094-190-006,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080
094-190-007,1213,1213,1213,1213,1213,1213,1213,1213,1213,1213,1213,1213,1213,1213
094-190-012,3892,3892,3892,3892,3892,3892,3892,3892,3892,3892,3892,3892,3892,3892
094-190-013,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664
094-190-015,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009
094-190-016,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910
094-190-021,2483,2483,2483,2483,2483,2483,2483,2483,2483,2483,2483,2483,2483,2483
094-190-025,2876,2876,2876,2876,2876,2876,2876,2876,2876,2876,2876,2876,2876,2876
094-190-036,2705,,,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705
094-190-032,,2705,2705,,,,,,,,,,,
094-190-038,6522,,,6522,6522,6522,6522,6522,6522,6522,6522,6522,6522,6522
094-190-028,,6522,6522,,,,,,,,,,,
094-200-043,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
094-200-051,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,6886,,,
094-200-060,,,,,,,,,,,,6886,6886,6886
094-240-004,5605,5605,5605,5605,5605,5605,5605,5605,5605,5605,5605,5605,5605,5605
094-240-005,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621
094-240-007,6593,6593,6593,6593,6593,6593,6593,6593,6593,6593,6593,6593,6593,6593
094-240-008,6069,6069,6069,6069,6069,6069,6069,6069,6069,6069,6069,6069,6069,6069
094-240-010,4093,4093,4093,4093,4093,4093,4093,4093,4093,4093,4093,4093,4093,4093
094-240-012,4376,4376,4376,4376,4376,4376,4376,4376,4376,4376,4376,4376,4376,4376
094-290-021,1099,1099,1099,1099,1099,1099,1099,1099,1099,1099,1099,1099,1099,1099
094-540-004,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,,
094-540-009,27479,27479,27479,27479,27479,27479,27479,27479,27479,27479,27479,27479,27479,27479
094-540-016,7530,7530,7530,7530,7530,7530,7530,7530,7530,7530,7530,7530,7530,7530
094-540-017,1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,1209
094-540-020,10227,10227,10227,10227,10227,10227,10227,10227,10227,10227,10227,10227,10227,10227
094-540-023,7064,7064,7064,7064,7064,7064,7064,7064,7064,7064,7064,7064,7064,7064
094-540-024,1243,1243,1243,1243,1243,1243,1243,1243,1243,1243,1243,1243,1243,1243
094-540-034,,,,,,,,,,,,,4540,4540
095-110-009,1818,1818,1818,1818,1818,1818,1818,1818,1818,,,,,
095-110-010,8510,8510,8510,8510,8510,8510,8510,8510,8510,8510,8510,8510,8510,8510
095-110-022,6684,6684,6684,6684,6684,6684,6684,6684,6684,6684,6684,6684,6684,6684
095-110-023,1586,1586,1586,1586,1586,1586,1586,1586,1586,,,,,
095-120-001,7440,7440,7440,7440,7440,7440,7440,7440,7440,7440,7440,7440,7440,7440
095-140-008,4898,4898,4898,4898,4898,4898,4898,4898,4898,4898,4898,4898,4898,4898
095-140-009,15036,15036,15036,15036,15036,15036,15036,15036,15036,15036,15036,15036,15036,15036
095-140-019,5170,5170,5170,5170,5170,5170,5170,5170,5170,5170,5170,5170,5170,5170
095-481-011,33462,33462,33462,33462,33462,33462,33462,33462,33462,33462,33462,33462,33462,33462
095-481-020,11734,11734,11734,11734,11734,11734,11734,11734,11734,11734,11734,11734,11734,11734
097-050-072,12341,12341,12341,12341,12341,12341,12341,12341,12341,12341,12341,,,
097-050-098,,,,,,,,,,,,12341,12341,12341
097-075-016,384,384,384,384,384,384,384,384,384,384,384,384,384,384
097-092-005,2096,2096,2096,2096,2096,2096,2096,2096,2096,2096,2096,2096,2096,2096
097-093-007,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073
097-093-011,1734,1734,1734,1734,1734,1734,1734,1734,1734,1734,1734,1734,1734,1734
097-112-004,505,505,505,505,505,505,505,505,505,505,505,505,505,505
097-112-006,634,634,634,634,634,634,634,634,634,634,634,634,634,634
097-121-009,4464,4464,4464,4464,4464,4464,4464,4464,4464,4464,4464,4464,4464,4464
097-121-011,7148,7148,7148,7148,7148,7148,7148,7148,7148,7148,7148,7148,7148,7148
097-130-041,1722,,1722,1722,1722,1722,1722,1722,1722,1722,1722,1722,1722,1722
097-130-029,,1722,,,,,,,,,,,,
097-130-043,773,,,773,773,773,773,773,773,773,773,773,773,773
097-130-039,,,773,,,,,,,,,,,
097-130-028,,773,,,,,,,,,,,,
