APN,Year,Tourist_Units,CommercialFloorArea_SqFt
090-046-035,2021,0,2152.0
090-046-035,2022,0,2152.0
090-046-035,2023,0,2152.0
090-046-035,2024,0,2152.0
090-046-039,2012,0,3391.0
090-046-041,2018,0,3391.0
090-046-041,2019,0,3391.0
090-046-041,2020,0,3391.0
090-046-041,2021,0,3391.0
090-046-041,2022,0,3391.0
090-046-041,2023,0,3391.0
090-046-041,2024,0,3391.0
090-064-029,2012,0,703.0
090-064-029,2018,0,703.0
090-064-029,2019,0,703.0
090-064-029,2020,0,703.0
090-064-029,2021,0,703.0
090-064-029,2022,0,703.0
090-064-029,2023,0,703.0
090-064-029,2024,0,703.0
090-065-010,2012,6,0.0
090-065-010,2018,6,0.0
090-065-010,2019,6,0.0
090-065-010,2020,6,0.0
090-065-010,2021,6,0.0
090-065-010,2022,6,0.0
090-065-010,2023,6,0.0
090-065-010,2024,6,0.0
090-071-003,2012,0,1335.0
090-071-003,2018,0,1335.0
090-071-003,2019,0,1335.0
090-071-003,2020,0,1335.0
090-071-003,2021,0,1335.0
090-071-003,2022,0,1335.0
090-071-003,2023,0,1335.0
090-071-003,2024,0,1335.0
090-071-005,2012,16,0.0
090-071-005,2018,16,0.0
090-071-005,2019,16,0.0
090-071-005,2020,16,0.0
090-071-005,2021,16,0.0
090-071-005,2022,16,0.0
090-071-005,2023,16,0.0
090-071-005,2024,16,0.0
090-071-017,2012,6,0.0
090-071-017,2018,6,0.0
090-071-017,2019,6,0.0
090-071-017,2020,6,0.0
090-071-017,2021,6,0.0
090-071-017,2022,6,0.0
090-071-017,2023,6,0.0
090-071-017,2024,6,0.0
090-071-019,2012,0,4522.0
090-071-019,2018,0,4522.0
090-071-019,2019,0,4522.0
090-071-019,2020,0,4522.0
090-071-019,2021,0,4522.0
090-071-019,2022,0,4522.0
090-071-019,2023,0,4522.0
090-071-019,2024,0,4522.0
090-071-023,2012,0,1196.0
090-071-023,2018,0,1196.0
090-071-023,2019,0,1196.0
090-071-023,2020,0,1196.0
090-071-023,2021,0,1196.0
090-071-023,2022,0,1196.0
090-071-023,2023,0,1196.0
090-071-023,2024,0,1196.0
090-071-030,2012,0,8356.0
090-071-030,2018,0,8356.0
090-071-030,2019,0,8356.0
090-071-030,2020,0,8356.0
090-071-030,2021,0,8356.0
090-071-030,2022,0,8356.0
090-071-030,2023,0,8356.0
090-071-030,2024,0,8356.0
090-071-033,2012,14,0.0
090-071-033,2018,14,0.0
090-071-033,2019,14,0.0
090-071-033,2020,14,0.0
090-071-033,2021,14,0.0
090-071-033,2022,14,0.0
090-071-033,2023,14,0.0
090-071-033,2024,14,0.0
090-071-035,2012,0,6959.0
090-071-035,2018,0,6959.0
090-071-035,2019,0,7895.0
090-071-035,2020,0,7895.0
090-071-035,2021,0,7895.0
090-071-035,2022,0,7895.0
090-071-035,2023,0,7895.0
090-071-035,2024,0,7895.0
090-071-036,2012,0,1609.0
090-071-036,2018,0,1609.0
090-071-036,2019,0,1609.0
090-071-036,2020,0,1609.0
090-071-036,2021,0,1609.0
090-071-036,2022,0,1609.0
090-071-036,2023,0,1609.0
090-071-036,2024,0,1609.0
090-072-003,2012,0,3738.0
090-072-003,2018,0,3738.0
090-072-003,2019,0,3738.0
090-072-003,2020,0,3738.0
090-072-003,2021,0,3738.0
090-072-003,2022,0,3738.0
090-072-003,2023,0,3738.0
090-072-003,2024,0,3738.0
090-072-009,2012,71,0.0
090-072-009,2018,71,0.0
090-072-009,2019,71,0.0
090-072-009,2020,71,0.0
090-072-009,2021,71,0.0
090-072-009,2022,71,0.0
090-072-009,2023,71,0.0
090-072-009,2024,71,0.0
090-072-017,2012,0,1363.0
090-072-017,2018,0,1363.0
090-072-017,2019,0,1363.0
090-072-017,2020,0,1363.0
090-072-017,2021,0,1363.0
090-072-017,2022,0,1363.0
090-072-017,2023,0,1363.0
090-072-017,2024,0,1363.0
090-072-024,2012,0,1664.0
090-072-024,2018,0,1664.0
090-072-024,2019,0,1664.0
090-072-024,2020,0,1664.0
090-072-024,2021,0,1664.0
090-072-024,2022,0,1664.0
090-072-024,2023,0,1664.0
090-072-024,2024,0,1664.0
090-072-026,2012,27,0.0
090-072-027,2012,0,12833.0
090-072-027,2018,0,12833.0
090-072-027,2019,0,12833.0
090-072-027,2020,0,12833.0
090-072-027,2021,0,12833.0
090-072-027,2022,0,12833.0
090-072-027,2023,0,12833.0
090-072-027,2024,0,12833.0
090-072-028,2012,25,0.0
090-072-028,2018,25,0.0
090-072-028,2019,25,0.0
090-072-028,2020,25,0.0
090-072-028,2021,25,0.0
090-072-028,2022,25,0.0
090-072-028,2023,25,0.0
090-072-028,2024,25,0.0
090-072-029,2012,25,0.0
090-072-029,2018,25,0.0
090-072-029,2019,25,0.0
090-072-029,2020,25,0.0
090-072-029,2021,25,0.0
090-072-029,2022,25,0.0
090-072-029,2023,25,0.0
090-072-029,2024,25,0.0
090-072-030,2012,0,2414.0
090-072-030,2018,0,2414.0
090-072-030,2019,0,2414.0
090-072-030,2020,0,2414.0
090-072-030,2021,0,2414.0
090-072-030,2022,0,2414.0
090-072-030,2023,0,2414.0
090-072-030,2024,0,2414.0
090-074-008,2012,13,0.0
090-074-008,2018,13,0.0
090-074-008,2019,13,0.0
090-074-008,2020,13,0.0
090-074-008,2021,13,0.0
090-074-008,2022,13,0.0
090-074-008,2023,13,0.0
090-074-008,2024,13,0.0
090-074-027,2012,8,0.0
090-075-010,2012,0,1313.0
090-075-010,2018,0,1313.0
090-075-010,2019,0,1313.0
090-075-010,2020,0,1313.0
090-075-010,2021,0,1313.0
090-075-010,2022,0,1313.0
090-075-010,2023,0,1313.0
090-075-010,2024,0,1313.0
090-075-014,2012,0,2154.0
090-075-014,2018,0,2154.0
090-075-014,2019,0,2154.0
090-075-014,2020,0,2154.0
090-075-014,2021,0,2154.0
090-075-014,2022,0,2154.0
090-075-014,2023,0,2154.0
090-075-014,2024,0,2154.0
090-075-016,2012,0,4899.0
090-075-016,2018,0,4899.0
090-075-016,2019,0,4899.0
090-075-016,2020,0,4899.0
090-075-016,2021,0,4899.0
090-075-016,2022,0,4899.0
090-075-016,2023,0,4899.0
090-075-016,2024,0,4899.0
090-075-017,2012,0,3426.0
090-075-017,2018,0,3426.0
090-075-017,2019,0,3426.0
090-075-017,2020,0,3426.0
090-075-017,2021,0,3426.0
090-075-017,2022,0,3426.0
090-075-017,2023,0,3426.0
090-075-017,2024,0,3426.0
090-075-019,2012,0,761.0
090-075-019,2018,0,761.0
090-075-019,2019,0,761.0
090-075-019,2020,0,761.0
090-075-019,2021,0,761.0
090-075-019,2022,0,761.0
090-075-019,2023,0,761.0
090-075-019,2024,0,761.0
090-075-025,2012,0,3235.0
090-075-025,2018,0,3235.0
090-075-025,2019,0,3235.0
090-075-025,2020,0,3235.0
090-075-025,2021,0,3235.0
090-075-025,2022,0,3235.0
090-075-025,2023,0,3235.0
090-075-025,2024,0,3235.0
090-075-026,2012,0,3214.0
090-075-026,2018,0,3214.0
090-075-026,2019,0,3214.0
090-075-026,2020,0,3214.0
090-075-026,2021,0,3214.0
090-075-026,2022,0,3214.0
090-075-026,2023,0,3214.0
090-075-026,2024,0,3214.0
090-080-001,2012,0,6083.0
090-080-001,2018,0,6083.0
090-080-001,2019,0,6083.0
090-080-001,2020,0,6083.0
090-080-001,2021,0,6083.0
090-080-001,2022,0,6083.0
090-080-001,2023,0,6083.0
090-080-001,2024,0,6083.0
090-091-022,2012,0,3358.0
090-091-022,2018,0,3358.0
090-091-022,2019,0,3358.0
090-091-022,2020,0,3358.0
090-091-022,2021,0,3358.0
090-091-022,2022,0,3358.0
090-091-022,2023,0,3358.0
090-091-022,2024,0,3358.0
090-091-025,2012,0,3638.0
090-091-025,2018,0,3638.0
090-091-025,2019,0,3638.0
090-091-025,2020,0,3638.0
090-091-025,2021,0,3638.0
090-091-025,2022,0,3638.0
090-091-025,2023,0,3638.0
090-091-025,2024,0,3638.0
090-091-028,2012,0,2643.0
090-091-028,2018,0,2643.0
090-091-028,2019,0,2643.0
090-091-028,2020,0,2643.0
090-091-028,2021,0,2643.0
090-091-028,2022,0,2643.0
090-091-028,2023,0,2643.0
090-091-028,2024,0,2643.0
090-091-035,2012,0,5082.0
090-091-035,2018,0,5082.0
090-091-035,2019,0,5082.0
090-091-035,2020,0,5082.0
090-091-035,2021,0,5082.0
090-091-035,2022,0,5082.0
090-091-035,2023,0,5082.0
090-091-035,2024,0,5082.0
090-092-006,2012,0,1278.0
090-092-006,2018,0,1278.0
090-092-006,2019,0,1278.0
090-092-006,2020,0,1278.0
090-092-006,2021,0,1278.0
090-092-006,2022,0,1278.0
090-092-006,2023,0,1278.0
090-092-006,2024,0,1278.0
090-092-024,2012,0,482.0
090-092-024,2018,0,482.0
090-092-024,2019,0,482.0
090-092-024,2020,0,482.0
090-092-024,2021,0,482.0
090-092-024,2022,0,482.0
090-092-024,2023,0,482.0
090-092-024,2024,0,482.0
090-092-029,2012,0,1133.0
090-092-029,2018,0,1133.0
090-092-029,2019,0,1133.0
090-092-029,2020,0,1133.0
090-092-029,2021,0,1133.0
090-092-029,2022,0,1133.0
090-092-029,2023,0,1133.0
090-092-029,2024,0,1133.0
090-092-033,2012,0,2455.0
090-092-033,2018,0,2455.0
090-092-033,2019,0,2455.0
090-092-033,2020,0,2455.0
090-092-033,2021,0,2455.0
090-092-033,2022,0,2455.0
090-092-033,2023,0,2455.0
090-092-033,2024,0,2455.0
090-092-041,2012,0,2018.0
090-092-045,2012,0,3145.0
090-092-045,2018,0,3145.0
090-092-045,2019,0,3145.0
090-092-045,2020,0,3145.0
090-092-045,2021,0,3145.0
090-092-045,2022,0,3145.0
090-092-045,2023,0,3145.0
090-092-045,2024,0,3145.0
090-092-049,2012,0,4013.0
090-092-049,2018,0,4013.0
090-092-049,2019,0,4013.0
090-092-049,2020,0,4013.0
090-092-049,2021,0,4013.0
090-092-049,2022,0,4013.0
090-092-049,2023,0,4013.0
090-092-049,2024,0,4013.0
090-092-050,2018,0,4698.0
090-092-050,2019,0,4698.0
090-092-050,2020,0,4698.0
090-092-050,2021,0,4698.0
090-092-050,2022,0,4698.0
090-092-050,2023,0,4698.0
090-092-050,2024,0,4698.0
090-092-051,2018,0,2018.0
090-092-051,2019,0,2018.0
090-092-051,2020,0,2018.0
090-092-051,2021,0,2018.0
090-092-051,2022,0,2018.0
090-092-051,2023,0,2018.0
090-092-051,2024,0,2018.0
090-093-014,2012,0,5115.0
090-093-014,2018,0,5115.0
090-093-014,2019,0,5115.0
090-093-014,2020,0,5115.0
090-093-014,2021,0,5115.0
090-093-014,2022,0,5115.0
090-093-014,2023,0,5115.0
090-093-014,2024,0,5115.0
090-093-021,2012,0,3989.0
090-093-021,2018,0,3989.0
090-093-021,2019,0,3989.0
090-093-021,2020,0,3989.0
090-093-021,2021,0,3989.0
090-093-021,2022,0,3989.0
090-093-021,2023,0,3989.0
090-093-021,2024,0,3989.0
090-094-027,2012,0,31273.0
090-094-027,2018,0,31273.0
090-094-027,2019,0,31273.0
090-094-027,2020,0,31273.0
090-094-027,2021,0,31273.0
090-094-027,2022,0,31273.0
090-094-027,2023,0,31273.0
090-094-027,2024,0,31273.0
090-121-019,2012,8,0.0
090-121-019,2018,8,0.0
090-121-019,2019,8,0.0
090-121-019,2020,8,0.0
090-121-019,2021,8,0.0
090-121-019,2022,8,0.0
090-121-019,2023,8,0.0
090-121-019,2024,8,0.0
090-122-001,2012,0,2782.0
090-122-001,2018,0,2782.0
090-122-001,2019,0,2782.0
090-122-001,2020,0,2782.0
090-122-001,2021,0,2782.0
090-122-001,2022,0,2782.0
090-122-001,2023,0,2782.0
090-122-001,2024,0,2782.0
090-122-010,2012,0,1559.0
090-122-010,2018,0,1559.0
090-122-010,2019,0,1559.0
090-122-010,2020,0,1559.0
090-122-010,2021,0,1559.0
090-122-010,2022,0,1559.0
090-122-010,2023,0,1559.0
090-122-010,2024,0,1559.0
090-122-017,2012,0,2928.0
090-122-017,2018,0,2928.0
090-122-017,2019,0,2928.0
090-122-017,2020,0,2928.0
090-122-017,2021,0,2928.0
090-122-017,2022,0,2928.0
090-122-017,2023,0,2928.0
090-122-017,2024,0,2928.0
090-122-026,2012,0,2267.0
090-122-026,2018,0,2267.0
090-122-026,2019,0,2267.0
090-122-026,2020,0,2267.0
090-122-026,2021,0,2267.0
090-122-026,2022,0,2267.0
090-122-026,2023,0,2267.0
090-122-026,2024,0,2267.0
090-122-038,2012,0,5248.0
090-122-038,2018,0,5248.0
090-122-038,2019,0,5248.0
090-122-038,2020,0,5248.0
090-122-038,2021,0,5248.0
090-122-038,2022,0,5248.0
090-122-038,2023,0,5248.0
090-122-038,2024,0,5248.0
090-122-040,2012,0,4151.0
090-122-040,2018,0,4151.0
090-122-040,2019,0,4151.0
090-122-040,2020,0,4151.0
090-122-040,2021,0,4151.0
090-122-040,2022,0,4151.0
090-122-040,2023,0,4151.0
090-122-040,2024,0,4151.0
090-123-006,2012,0,5832.0
090-123-006,2018,0,5832.0
090-123-006,2019,0,5832.0
090-123-006,2020,0,5832.0
090-123-006,2021,0,5832.0
090-123-006,2022,0,5832.0
090-123-006,2023,0,5832.0
090-123-006,2024,0,5832.0
090-123-009,2012,0,3007.0
090-123-009,2018,0,3007.0
090-123-009,2019,0,3007.0
090-123-009,2020,0,3007.0
090-123-009,2021,0,3007.0
090-123-009,2022,0,3007.0
090-123-009,2023,0,3007.0
090-123-009,2024,0,3007.0
090-123-010,2012,0,1325.0
090-123-010,2018,0,1325.0
090-123-010,2019,0,1325.0
090-123-010,2020,0,1325.0
090-123-010,2021,0,1325.0
090-123-010,2022,0,1325.0
090-123-010,2023,0,1325.0
090-123-010,2024,0,1325.0
090-123-019,2012,0,1922.0
090-123-019,2018,0,1922.0
090-123-019,2019,0,1922.0
090-123-019,2020,0,1922.0
090-123-019,2021,0,1922.0
090-123-019,2022,0,1922.0
090-123-019,2023,0,1922.0
090-123-019,2024,0,1922.0
090-123-027,2012,0,13726.0
090-123-027,2018,0,13726.0
090-123-027,2019,0,13726.0
090-123-027,2020,0,13726.0
090-123-027,2021,0,13726.0
090-123-027,2022,0,13726.0
090-123-027,2023,0,13726.0
090-123-027,2024,0,13726.0
090-123-028,2012,0,4154.0
090-123-028,2018,0,4154.0
090-123-028,2019,0,4154.0
090-123-028,2020,0,4154.0
090-123-028,2021,0,4154.0
090-123-028,2022,0,4154.0
090-123-028,2023,0,4154.0
090-123-028,2024,0,4154.0
090-123-031,2012,0,3483.0
090-123-031,2018,0,3483.0
090-123-031,2019,0,3483.0
090-123-031,2020,0,3483.0
090-123-031,2021,0,3483.0
090-123-031,2022,0,3483.0
090-123-031,2023,0,3483.0
090-123-031,2024,0,3483.0
090-126-025,2012,0,2317.0
090-126-025,2018,0,2317.0
090-126-025,2019,0,2317.0
090-126-025,2020,0,2317.0
090-126-025,2021,0,2317.0
090-126-025,2022,0,2317.0
090-126-025,2023,0,2317.0
090-126-025,2024,0,2317.0
090-133-003,2012,0,1499.0
090-133-003,2018,0,1499.0
090-133-003,2019,0,1499.0
090-133-003,2020,0,1499.0
090-133-003,2021,0,1499.0
090-133-003,2022,0,1499.0
090-133-003,2023,0,1499.0
090-133-003,2024,0,1499.0
090-133-005,2012,0,7275.0
090-133-005,2018,0,7275.0
090-133-005,2019,0,7275.0
090-133-005,2020,0,7275.0
090-133-005,2021,0,7275.0
090-133-005,2022,0,7275.0
090-133-005,2023,0,7275.0
090-133-005,2024,0,7275.0
090-133-015,2012,0,1486.0
090-133-015,2018,0,1486.0
090-133-015,2019,0,1486.0
090-133-015,2020,0,1486.0
090-133-015,2021,0,1486.0
090-133-015,2022,0,1486.0
090-133-015,2023,0,1486.0
090-133-015,2024,0,1486.0
090-133-016,2012,0,4739.0
090-133-016,2018,0,4739.0
090-133-016,2019,0,4739.0
090-133-016,2020,0,4739.0
090-133-016,2021,0,4739.0
090-133-016,2022,0,4739.0
090-133-016,2023,0,4739.0
090-133-016,2024,0,4739.0
090-133-019,2012,0,1538.0
090-133-019,2018,0,1538.0
090-133-019,2019,0,1538.0
090-133-019,2020,0,1538.0
090-133-019,2021,0,1538.0
090-133-019,2022,0,1538.0
090-133-019,2023,0,1538.0
090-133-019,2024,0,1538.0
090-133-021,2012,0,4202.0
090-133-021,2018,0,4202.0
090-133-021,2019,0,4202.0
090-133-021,2020,0,4202.0
090-133-021,2021,0,4202.0
090-133-021,2022,0,4202.0
090-133-021,2023,0,4202.0
090-133-021,2024,0,4202.0
090-134-002,2012,0,2049.0
090-134-002,2018,0,2049.0
090-134-002,2019,0,2049.0
090-134-002,2020,0,2049.0
090-134-002,2021,0,2049.0
090-134-002,2022,0,2049.0
090-134-002,2023,0,2049.0
090-134-002,2024,0,2049.0
090-134-005,2012,0,2836.0
090-134-005,2018,0,2836.0
090-134-005,2019,0,2836.0
090-134-005,2020,0,2836.0
090-134-005,2021,0,2836.0
090-134-005,2022,0,2836.0
090-134-005,2023,0,2836.0
090-134-005,2024,0,2836.0
090-134-006,2012,0,808.0
090-134-006,2018,0,808.0
090-134-006,2019,0,808.0
090-134-006,2020,0,808.0
090-134-006,2021,0,808.0
090-134-006,2022,0,808.0
090-134-006,2023,0,808.0
090-134-006,2024,0,808.0
090-134-011,2012,0,2278.0
090-134-011,2018,0,2278.0
090-134-011,2019,0,2278.0
090-134-011,2020,0,2278.0
090-134-011,2021,0,2278.0
090-134-011,2022,0,2278.0
090-134-011,2023,0,2278.0
090-134-011,2024,0,2278.0
090-134-024,2012,0,4478.0
090-134-024,2018,0,4478.0
090-134-024,2019,0,4478.0
090-134-024,2020,0,4478.0
090-134-024,2021,0,4478.0
090-134-024,2022,0,4478.0
090-134-024,2023,0,4478.0
090-134-024,2024,0,4478.0
090-134-039,2012,0,3178.0
090-134-039,2018,0,3178.0
090-134-048,2012,0,1611.0
090-134-048,2018,0,1611.0
090-134-048,2019,0,1611.0
090-134-048,2020,0,1611.0
090-134-048,2021,0,1611.0
090-134-048,2022,0,1611.0
090-134-048,2023,0,1611.0
090-134-048,2024,0,1611.0
090-134-061,2019,0,3178.0
090-134-061,2020,0,3178.0
090-134-061,2021,0,3178.0
090-134-061,2022,0,3178.0
090-134-061,2023,0,3178.0
090-134-061,2024,0,3178.0
090-142-007,2012,6,2103.0
090-142-007,2018,6,2103.0
090-142-007,2019,6,2103.0
090-142-007,2020,6,2103.0
090-142-007,2021,6,2103.0
090-142-007,2022,6,2103.0
090-142-007,2023,6,2103.0
090-142-007,2024,6,2103.0
090-142-023,2012,22,6292.0
090-142-023,2018,22,6292.0
090-142-023,2019,22,6292.0
090-142-023,2020,22,6292.0
090-142-023,2021,22,6292.0
090-142-023,2022,22,6292.0
090-142-023,2023,22,6292.0
090-142-023,2024,22,6292.0
090-142-024,2012,0,2138.0
090-142-024,2018,0,2138.0
090-142-024,2019,0,2138.0
090-142-024,2020,0,2138.0
090-142-024,2021,0,2138.0
090-142-024,2022,0,2138.0
090-142-024,2023,0,2138.0
090-142-024,2024,0,2138.0
090-142-025,2012,0,1379.0
090-142-025,2018,0,1379.0
090-142-025,2019,0,1379.0
090-142-025,2020,0,1379.0
090-142-025,2021,0,1379.0
090-142-025,2022,0,1379.0
090-142-025,2023,0,1379.0
090-142-025,2024,0,1379.0
090-142-026,2012,18,0.0
090-142-026,2018,18,0.0
090-142-026,2019,18,0.0
090-142-026,2020,18,0.0
090-142-026,2021,18,0.0
090-142-026,2022,18,0.0
090-142-026,2023,18,0.0
090-142-026,2024,18,0.0
090-152-048,2012,0,2648.0
090-152-048,2018,0,2648.0
090-152-048,2019,0,2648.0
090-152-048,2020,0,2648.0
090-152-048,2021,0,2648.0
090-152-048,2022,0,2648.0
090-152-048,2023,0,2648.0
090-152-048,2024,0,2648.0
090-181-048,2012,0,1250.0
090-181-048,2018,0,1250.0
090-181-048,2019,0,1250.0
090-181-048,2020,0,1250.0
090-181-048,2021,0,1250.0
090-181-048,2022,0,1250.0
090-181-048,2023,0,1250.0
090-181-048,2024,0,1250.0
090-181-068,2012,0,716.0
090-181-068,2018,0,716.0
090-181-068,2019,0,716.0
090-181-068,2020,0,716.0
090-181-068,2021,0,716.0
090-181-068,2022,0,716.0
090-181-068,2023,0,716.0
090-181-068,2024,0,716.0
090-191-026,2012,0,2013.0
090-191-026,2018,0,2013.0
090-191-026,2019,0,2013.0
090-191-026,2020,0,2013.0
090-191-026,2021,0,2013.0
090-191-026,2022,0,2013.0
090-191-026,2023,0,2013.0
090-191-026,2024,0,2013.0
090-191-027,2012,0,2035.0
090-191-027,2018,0,2035.0
090-191-027,2019,0,2035.0
090-191-027,2020,0,2035.0
090-191-027,2021,0,2035.0
090-191-027,2022,0,2035.0
090-191-027,2023,0,2035.0
090-191-027,2024,0,2035.0
090-192-001,2012,0,1448.0
090-192-001,2018,0,1448.0
090-192-001,2019,0,1448.0
090-192-001,2020,0,1448.0
090-192-001,2021,0,1448.0
090-192-001,2022,0,1448.0
090-192-001,2023,0,1448.0
090-192-001,2024,0,1448.0
090-192-002,2012,0,3978.0
090-192-002,2018,0,3978.0
090-192-002,2019,0,3978.0
090-192-002,2020,0,3250.0
090-192-002,2021,0,3250.0
090-192-002,2022,0,3250.0
090-192-002,2023,0,3250.0
090-192-002,2024,0,3250.0
090-192-003,2012,0,512.0
090-192-003,2018,0,512.0
090-192-003,2019,0,512.0
090-192-003,2020,0,512.0
090-192-003,2021,0,512.0
090-192-003,2022,0,512.0
090-192-003,2023,0,512.0
090-192-003,2024,0,512.0
090-192-021,2012,0,3632.0
090-192-021,2018,0,3632.0
090-192-021,2019,0,3632.0
090-192-021,2020,0,3632.0
090-192-021,2021,0,3632.0
090-192-021,2022,0,3632.0
090-192-021,2023,0,3632.0
090-192-021,2024,0,3632.0
090-192-031,2012,0,2018.0
090-192-031,2018,0,2018.0
090-192-031,2019,0,2018.0
090-192-031,2020,0,2018.0
090-192-031,2021,0,2018.0
090-192-031,2022,0,2018.0
090-192-031,2023,0,2018.0
090-192-031,2024,0,2018.0
090-192-037,2012,0,703.0
090-192-037,2018,0,703.0
090-192-037,2019,0,703.0
090-192-037,2020,0,703.0
090-192-037,2021,0,703.0
090-192-037,2022,0,703.0
090-192-037,2023,0,703.0
090-192-037,2024,0,703.0
090-192-038,2012,0,800.0
090-192-038,2018,0,800.0
090-192-038,2019,0,800.0
090-192-038,2020,0,800.0
090-192-038,2021,0,800.0
090-192-038,2022,0,800.0
090-192-038,2023,0,800.0
090-192-038,2024,0,800.0
090-192-054,2012,0,857.0
090-192-054,2018,0,857.0
090-192-054,2019,0,857.0
090-192-054,2020,0,857.0
090-192-054,2021,0,857.0
090-192-054,2022,0,857.0
090-192-054,2023,0,857.0
090-192-054,2024,0,857.0
090-192-056,2012,0,4421.0
090-192-056,2018,0,4421.0
090-192-056,2019,0,4421.0
090-192-056,2020,0,4421.0
090-192-056,2021,0,4421.0
090-192-056,2022,0,4421.0
090-192-056,2023,0,4421.0
090-192-056,2024,0,4421.0
090-192-057,2012,0,3372.0
090-192-057,2018,0,3372.0
090-192-057,2019,0,3372.0
090-192-057,2020,0,3372.0
090-192-057,2021,0,3372.0
090-192-057,2022,0,3372.0
090-192-057,2023,0,3372.0
090-192-057,2024,0,3372.0
090-221-002,2012,11,0.0
090-221-002,2018,11,0.0
090-221-002,2019,11,0.0
090-221-002,2020,11,0.0
090-221-002,2021,11,0.0
090-221-002,2022,11,0.0
090-221-002,2023,11,0.0
090-221-002,2024,11,0.0
090-222-012,2012,6,0.0
090-222-012,2018,6,0.0
090-222-012,2019,6,0.0
090-222-012,2020,6,0.0
090-222-012,2021,6,0.0
090-222-012,2022,6,0.0
090-222-012,2023,6,0.0
090-222-012,2024,6,0.0
090-294-008,2012,0,1644.0
090-294-008,2018,0,1644.0
090-294-008,2019,0,1644.0
090-294-008,2020,0,1644.0
090-294-008,2021,0,1644.0
090-294-008,2022,0,1644.0
090-294-008,2023,0,1644.0
090-294-008,2024,0,1644.0
090-304-012,2012,93,0.0
090-304-012,2018,93,0.0
090-304-012,2019,93,0.0
090-304-012,2020,93,0.0
090-304-012,2021,93,0.0
090-304-012,2022,93,0.0
090-304-012,2023,93,0.0
090-304-012,2024,93,0.0
090-304-019,2012,0,1474.0
090-304-019,2018,0,1474.0
090-304-019,2019,0,1474.0
090-304-019,2020,0,1474.0
090-304-019,2021,0,1474.0
090-304-019,2022,0,1474.0
090-304-019,2023,0,1474.0
090-304-019,2024,0,1474.0
090-304-021,2012,0,2613.0
090-304-021,2018,0,2613.0
090-304-021,2019,0,2613.0
090-304-021,2020,0,2613.0
090-304-021,2021,0,2613.0
090-304-021,2022,0,2613.0
090-304-021,2023,0,2613.0
090-304-021,2024,0,2613.0
090-306-001,2012,0,1231.0
090-306-001,2018,0,1231.0
090-306-001,2019,0,1231.0
090-306-001,2020,0,1231.0
090-306-001,2021,0,1231.0
090-306-001,2022,0,1231.0
090-306-001,2023,0,1231.0
090-306-001,2024,0,1231.0
093-020-016,2012,21,0.0
093-020-016,2018,21,0.0
093-020-016,2019,21,0.0
093-020-016,2020,21,0.0
093-020-016,2021,21,0.0
093-020-016,2022,21,0.0
093-020-016,2023,21,0.0
093-020-016,2024,21,0.0
093-032-012,2012,0,1573.0
093-032-012,2018,0,1573.0
093-032-012,2019,0,1573.0
093-032-012,2020,0,1573.0
093-032-012,2021,0,1573.0
093-032-012,2022,0,1573.0
093-032-012,2023,0,1573.0
093-032-012,2024,0,1573.0
093-032-014,2012,0,350.0
093-032-014,2018,0,350.0
093-032-014,2019,0,350.0
093-032-014,2020,0,350.0
093-032-014,2021,0,350.0
093-032-014,2022,0,350.0
093-032-014,2023,0,350.0
093-032-014,2024,0,350.0
093-032-015,2012,0,773.0
093-032-015,2018,0,773.0
093-032-015,2019,0,773.0
093-032-015,2020,0,773.0
093-032-015,2021,0,773.0
093-032-015,2022,0,773.0
093-032-015,2023,0,773.0
093-032-015,2024,0,773.0
093-033-009,2012,0,5079.0
093-033-009,2018,0,5079.0
093-033-009,2019,0,5079.0
093-033-009,2020,0,5079.0
093-033-009,2021,0,5079.0
093-033-009,2022,0,5079.0
093-033-009,2023,0,5079.0
093-033-009,2024,0,5079.0
093-033-012,2012,0,1481.0
093-033-012,2018,0,1481.0
093-033-012,2019,0,1481.0
093-033-012,2020,0,1481.0
093-033-012,2021,0,1481.0
093-033-012,2022,0,1481.0
093-033-012,2023,0,1481.0
093-033-012,2024,0,1481.0
093-036-017,2012,0,1421.0
093-036-017,2018,0,1421.0
093-036-017,2019,0,1421.0
093-036-017,2020,0,1421.0
093-036-017,2021,0,1421.0
093-036-017,2022,0,1421.0
093-036-017,2023,0,1421.0
093-036-017,2024,0,1421.0
093-036-020,2012,0,1557.0
093-036-020,2018,0,1557.0
093-036-020,2019,0,1557.0
093-036-020,2020,0,1557.0
093-036-020,2021,0,1557.0
093-036-020,2022,0,1557.0
093-036-020,2023,0,1557.0
093-036-020,2024,0,1557.0
093-036-021,2012,0,2967.0
093-036-021,2018,0,2967.0
093-036-021,2019,0,2967.0
093-036-021,2020,0,2967.0
093-036-023,2012,0,2303.0
093-036-023,2018,0,2303.0
093-036-023,2019,0,2303.0
093-036-023,2020,0,2303.0
093-036-025,2021,0,2967.0
093-036-025,2022,0,2967.0
093-036-025,2023,0,2967.0
093-036-025,2024,0,2967.0
093-036-026,2021,0,2303.0
093-036-026,2022,0,2303.0
093-036-026,2023,0,2303.0
093-036-026,2024,0,2303.0
093-041-004,2012,0,414.0
093-041-004,2018,0,414.0
093-041-004,2019,0,414.0
093-041-004,2020,0,414.0
093-041-004,2021,0,414.0
093-041-004,2022,0,414.0
093-041-004,2023,0,414.0
093-041-004,2024,0,414.0
093-041-005,2012,0,7376.0
