APN,Year,Tourist_Units,CommercialFloorArea_SqFt
117-150-038,2019,0,5051.0
117-150-038,2020,0,5051.0
117-150-038,2021,0,5051.0
117-150-038,2022,0,5051.0
117-150-038,2023,0,5051.0
117-150-038,2024,0,5051.0
117-150-039,2012,0,4737.0
117-150-039,2018,0,4737.0
117-150-039,2019,0,4737.0
117-150-039,2020,0,4737.0
117-150-039,2021,0,4737.0
117-150-039,2022,0,4737.0
117-150-039,2023,0,4737.0
117-150-039,2024,0,4737.0
117-150-040,2012,6,0.0
117-150-040,2018,6,0.0
117-160-018,2012,0,41088.0
117-160-018,2018,0,41088.0
117-160-018,2019,0,41088.0
117-160-018,2020,0,41088.0
117-160-021,2021,0,41088.0
117-160-021,2022,0,41088.0
117-160-021,2023,0,41088.0
117-160-021,2024,0,41088.0
117-180-003,2012,0,5092.0
117-180-003,2018,0,5092.0
117-180-003,2019,0,5092.0
117-180-003,2020,0,5092.0
117-180-003,2021,0,5092.0
117-180-003,2022,0,5092.0
117-180-003,2023,0,5092.0
117-180-003,2024,0,5092.0
117-180-012,2012,0,3154.0
117-180-012,2018,0,3154.0
117-180-012,2019,0,3154.0
117-180-012,2020,0,3154.0
117-180-012,2021,0,3154.0
117-180-012,2022,0,3154.0
117-180-012,2023,0,3154.0
117-180-012,2024,0,3154.0
117-180-059,2012,0,4396.0
117-180-059,2018,0,4396.0
117-180-059,2019,0,4396.0
117-180-059,2020,0,4396.0
117-180-059,2021,0,4396.0
117-180-059,2022,0,4396.0
117-180-059,2023,0,4396.0
117-180-059,2024,0,4396.0
117-240-022,2012,19,0.0
117-240-022,2018,19,0.0
117-240-022,2019,19,0.0
117-240-022,2020,19,0.0
117-240-022,2021,19,0.0
117-240-022,2022,19,0.0
117-240-022,2023,19,0.0
117-240-022,2024,19,0.0
122-128-07,2012,0,2313.0
122-128-07,2018,0,2313.0
122-128-07,2019,0,2313.0
122-128-07,2020,0,2313.0
122-128-07,2021,0,2313.0
122-128-07,2022,0,2313.0
122-128-07,2023,0,2313.0
122-128-07,2024,0,2313.0
122-128-15,2012,0,3323.0
122-128-15,2018,0,3323.0
122-128-15,2019,0,3323.0
122-128-15,2020,0,3323.0
122-128-15,2021,0,3323.0
122-128-15,2022,0,3323.0
122-128-15,2023,0,3323.0
122-128-15,2024,0,3323.0
122-128-16,2012,0,6359.0
123-031-01,2012,219,0.0
123-031-01,2018,186,0.0
123-031-01,2019,186,0.0
123-031-01,2020,186,0.0
123-031-01,2021,186,0.0
123-031-01,2022,186,0.0
123-031-01,2023,186,0.0
123-031-01,2024,186,0.0
123-042-01,2012,19,7772.0
123-042-01,2018,19,7772.0
123-042-01,2019,19,7772.0
123-042-01,2020,19,7772.0
123-042-01,2021,19,7772.0
123-042-01,2022,19,7772.0
123-042-01,2023,19,7772.0
123-042-01,2024,19,7772.0
123-042-07,2012,0,2943.0
123-042-07,2018,0,2943.0
123-042-07,2019,0,2943.0
123-042-07,2020,0,2943.0
123-042-07,2021,0,2943.0
123-042-07,2022,0,2943.0
123-042-07,2023,0,2943.0
123-042-07,2024,0,2943.0
123-042-12,2012,0,6584.0
123-042-12,2018,0,6584.0
123-042-12,2019,0,6584.0
123-042-12,2020,0,6584.0
123-042-12,2021,0,6584.0
123-042-12,2022,0,6584.0
123-042-12,2023,0,6584.0
123-042-12,2024,0,6584.0
123-042-15,2012,10,83492.0
123-042-15,2018,10,83492.0
123-042-15,2019,10,83492.0
123-042-15,2020,10,83492.0
123-042-15,2021,10,83492.0
123-042-15,2022,10,83492.0
123-042-15,2023,10,83492.0
123-042-15,2024,10,83492.0
123-044-13,2012,0,7352.0
123-044-13,2018,0,7352.0
123-044-13,2019,0,7352.0
123-044-13,2020,0,7352.0
123-044-13,2021,0,7352.0
123-044-13,2022,0,7352.0
123-044-13,2023,0,7352.0
123-044-13,2024,0,7352.0
123-052-04,2012,95,7751.0
123-052-04,2018,95,7751.0
123-052-04,2019,95,7751.0
123-052-04,2020,95,7751.0
123-052-04,2021,95,7751.0
123-052-04,2022,95,7751.0
123-052-04,2023,95,7751.0
123-052-04,2024,95,7751.0
123-053-02,2012,0,2193.0
123-053-02,2018,0,2193.0
123-053-02,2019,0,2193.0
123-053-02,2020,0,2193.0
123-053-02,2021,0,2193.0
123-053-02,2022,0,2193.0
123-053-02,2023,0,2193.0
123-053-02,2024,0,2193.0
123-053-04,2012,0,2403.0
123-053-04,2018,0,2403.0
123-053-04,2019,0,2403.0
123-053-04,2020,0,2403.0
123-053-04,2021,0,2403.0
123-053-04,2022,0,2403.0
123-053-04,2023,0,2403.0
123-053-04,2024,0,2403.0
123-053-05,2012,0,1119.0
123-053-05,2018,0,1119.0
123-053-05,2019,0,1119.0
123-053-05,2020,0,1119.0
123-053-05,2021,0,1119.0
123-053-05,2022,0,1119.0
123-053-05,2023,0,1119.0
123-053-05,2024,0,1119.0
123-054-01,2012,0,2154.0
123-054-01,2018,0,2154.0
123-054-01,2019,0,2154.0
123-054-01,2020,0,2154.0
123-054-01,2021,0,2154.0
123-054-01,2022,0,2154.0
123-054-01,2023,0,2154.0
123-054-01,2024,0,2154.0
123-282-03,2012,0,4976.0
123-282-03,2018,0,4976.0
123-282-03,2019,0,4976.0
123-282-03,2020,0,4976.0
123-282-03,2021,0,4976.0
123-282-03,2022,0,4976.0
123-282-03,2023,0,4976.0
123-282-03,2024,0,4976.0
124-043-28,2012,0,7039.0
124-043-28,2018,0,7039.0
124-043-28,2019,0,7039.0
124-043-28,2020,0,7039.0
124-043-28,2021,0,7039.0
124-043-28,2022,0,7039.0
124-043-28,2023,0,7039.0
124-043-28,2024,0,7039.0
124-043-29,2012,0,4100.0
124-043-29,2018,0,4100.0
124-043-29,2019,0,4100.0
124-043-29,2020,0,4100.0
124-043-29,2021,0,4100.0
124-043-29,2022,0,4100.0
124-043-29,2023,0,4100.0
124-043-29,2024,0,4100.0
124-043-30,2012,0,3947.0
124-043-30,2018,0,3947.0
124-043-30,2019,0,3947.0
124-043-30,2020,0,3947.0
124-043-30,2021,0,3947.0
124-043-30,2022,0,3947.0
124-043-30,2023,0,3947.0
124-043-30,2024,0,3947.0
124-071-36,2012,0,2789.0
124-071-36,2018,0,2789.0
124-071-36,2019,0,2789.0
124-071-36,2020,0,2789.0
124-071-36,2021,0,2789.0
124-071-36,2022,0,2789.0
124-071-36,2023,0,2789.0
124-071-36,2024,0,2789.0
124-071-47,2012,0,2806.0
124-071-47,2018,0,2806.0
124-071-47,2019,0,2806.0
124-071-47,2020,0,2806.0
124-071-47,2021,0,2806.0
124-071-47,2022,0,2806.0
124-071-47,2023,0,2806.0
124-071-47,2024,0,2806.0
124-921-15,2012,0,3598.0
124-921-15,2018,0,3598.0
124-921-15,2019,0,3598.0
124-921-15,2020,0,3598.0
124-921-15,2021,0,3598.0
124-921-15,2022,0,3598.0
124-921-15,2023,0,3598.0
124-921-15,2024,0,3598.0
126-280-00,2012,21,0.0
126-280-00,2018,21,0.0
126-280-00,2019,21,0.0
126-280-00,2020,21,0.0
126-280-00,2021,21,0.0
126-280-00,2022,21,0.0
126-280-00,2023,21,0.0
126-280-00,2024,21,0.0
127-010-05,2012,0,2621.0
127-010-05,2018,0,2621.0
127-010-05,2019,0,2621.0
127-010-05,2020,0,2621.0
127-010-05,2021,0,2621.0
127-010-05,2022,0,2621.0
127-010-05,2023,0,2621.0
127-010-05,2024,0,2621.0
127-010-09,2012,416,0.0
127-010-09,2018,416,0.0
127-010-09,2019,416,0.0
127-010-09,2020,416,0.0
127-010-09,2021,416,0.0
127-010-09,2022,416,0.0
127-010-09,2023,416,0.0
127-010-09,2024,416,0.0
127-023-03,2012,0,7008.0
127-023-03,2018,0,7008.0
127-023-03,2019,0,7008.0
127-023-03,2020,0,7008.0
127-023-03,2021,0,7008.0
127-023-03,2022,0,7008.0
127-023-03,2023,0,7008.0
127-023-03,2024,0,7008.0
127-030-31,2012,0,4746.0
127-030-31,2018,0,4746.0
127-030-31,2019,0,4746.0
127-030-31,2020,0,4746.0
127-030-31,2021,0,4746.0
127-030-31,2022,0,4746.0
127-030-31,2023,0,4746.0
127-030-31,2024,0,4746.0
127-030-38,2012,16,0.0
127-030-38,2018,16,0.0
127-030-38,2019,16,0.0
127-030-38,2020,16,0.0
127-030-38,2021,16,0.0
127-030-38,2022,16,0.0
127-030-38,2023,16,0.0
127-030-38,2024,16,0.0
127-040-04,2012,0,5538.0
127-040-04,2018,0,5538.0
127-040-04,2019,0,5538.0
127-040-04,2020,0,5538.0
127-040-04,2021,0,5538.0
127-040-04,2022,0,5538.0
127-040-04,2023,0,5538.0
127-040-04,2024,0,5538.0
127-040-09,2012,0,2600.0
127-040-09,2018,0,2600.0
127-040-09,2019,0,2600.0
127-040-09,2020,0,2600.0
127-040-09,2021,0,2600.0
127-040-09,2022,0,2600.0
127-040-09,2023,0,2600.0
127-040-09,2024,0,2600.0
127-090-04,2012,0,5207.0
127-090-04,2018,0,5207.0
127-090-04,2019,0,5207.0
127-090-04,2020,0,5207.0
127-090-05,2012,0,3479.0
127-090-05,2018,0,3479.0
127-090-05,2019,0,3479.0
127-090-05,2020,0,3479.0
127-090-05,2021,0,3479.0
127-090-05,2022,0,3479.0
127-090-05,2023,0,3479.0
127-090-05,2024,0,3479.0
127-280-02,2012,48,21516.0
127-280-02,2018,48,21516.0
127-280-02,2019,48,21516.0
127-280-02,2020,48,21516.0
127-280-02,2021,48,21516.0
127-280-02,2022,48,21516.0
127-280-02,2023,48,21516.0
127-280-02,2024,48,21516.0
127-440-05,2012,0,1813.0
127-440-05,2018,0,1813.0
127-440-05,2019,0,1813.0
127-440-05,2020,0,1813.0
127-440-05,2021,0,1813.0
127-440-05,2022,0,1813.0
127-440-05,2023,0,1813.0
127-440-05,2024,0,1813.0
127-510-01,2012,60,0.0
127-510-01,2018,60,0.0
127-510-01,2019,60,0.0
127-510-01,2020,60,0.0
127-510-01,2021,60,0.0
127-510-01,2022,60,0.0
127-510-01,2023,60,0.0
127-510-01,2024,60,0.0
130-050-11,2012,0,5473.0
130-050-11,2018,0,5473.0
130-050-11,2019,0,5473.0
130-050-11,2020,0,5473.0
130-050-11,2021,0,5473.0
130-050-11,2022,0,5473.0
130-050-11,2023,0,5473.0
130-050-11,2024,0,5473.0
130-152-07,2012,0,18492.0
130-152-07,2018,0,18492.0
130-152-07,2019,0,18492.0
130-152-07,2020,0,18492.0
130-152-07,2021,0,18492.0
130-152-07,2022,0,18492.0
130-152-07,2023,0,18492.0
130-152-07,2024,0,18492.0
130-152-08,2012,0,11407.0
130-152-08,2018,0,11407.0
130-152-08,2019,0,11407.0
130-152-08,2020,0,11407.0
130-152-08,2021,0,11407.0
130-152-08,2022,0,20331.0
130-152-08,2023,0,20331.0
130-152-08,2024,0,20331.0
130-152-12,2012,0,28155.0
130-152-12,2018,0,28155.0
130-152-12,2019,0,28155.0
130-152-12,2020,0,28155.0
130-152-12,2021,0,28155.0
130-152-12,2022,0,28155.0
130-152-12,2023,0,28155.0
130-152-12,2024,0,28155.0
130-152-13,2012,0,466.0
130-152-13,2018,0,466.0
130-152-13,2019,0,466.0
130-152-13,2020,0,466.0
130-152-13,2021,0,466.0
130-152-13,2022,0,466.0
130-152-13,2023,0,466.0
130-152-13,2024,0,466.0
130-152-16,2012,0,5571.0
130-152-16,2018,0,5571.0
130-152-16,2019,0,5571.0
130-152-16,2020,0,5571.0
130-152-16,2021,0,5571.0
130-152-16,2022,0,5571.0
130-152-16,2023,0,5571.0
130-152-16,2024,0,5571.0
130-152-17,2012,0,16342.0
130-152-17,2018,0,16342.0
130-152-17,2019,0,16342.0
130-152-17,2020,0,16342.0
130-152-17,2021,0,16342.0
130-152-17,2022,0,16342.0
130-152-17,2023,0,16342.0
130-152-17,2024,0,16342.0
130-152-18,2012,0,22642.0
130-152-18,2018,0,22642.0
130-152-18,2019,0,22642.0
130-152-18,2020,0,22642.0
130-152-18,2021,0,22642.0
130-152-18,2022,0,22642.0
130-152-18,2023,0,22642.0
130-152-18,2024,0,22642.0
130-163-31,2012,38,0.0
130-163-31,2018,38,0.0
130-163-31,2019,38,0.0
130-163-31,2020,38,0.0
130-163-31,2021,38,0.0
130-163-31,2022,38,0.0
130-163-31,2023,38,0.0
130-163-31,2024,38,0.0
130-163-32,2012,0,6816.0
130-163-32,2018,0,6816.0
130-163-32,2019,0,6816.0
130-163-32,2020,0,6816.0
130-163-32,2021,0,6816.0
130-163-32,2022,0,6816.0
130-163-32,2023,0,6816.0
130-163-32,2024,0,6816.0
130-170-17,2012,0,2530.0
130-170-17,2018,0,2530.0
130-170-17,2019,0,2530.0
130-170-17,2020,0,2530.0
130-170-17,2021,0,2530.0
130-170-17,2022,0,2530.0
130-170-17,2023,0,2530.0
130-170-17,2024,0,2530.0
130-180-00,2012,0,32088.0
130-180-00,2018,0,32088.0
130-180-00,2019,0,32088.0
130-180-00,2020,0,32088.0
130-180-00,2021,0,32088.0
130-180-00,2022,0,32088.0
130-180-00,2023,0,32088.0
130-180-00,2024,0,32088.0
130-180-08,2012,0,12655.0
130-180-08,2018,0,12655.0
130-180-08,2019,0,12655.0
130-180-08,2020,0,12655.0
130-180-08,2021,0,12655.0
130-180-08,2022,0,12655.0
130-180-08,2023,0,12655.0
130-180-08,2024,0,12655.0
130-302-11,2012,0,18288.0
130-302-11,2018,0,18288.0
130-302-11,2019,0,18288.0
130-302-11,2020,0,18288.0
130-302-11,2021,0,18288.0
130-302-11,2022,0,18288.0
130-302-11,2023,0,18288.0
130-302-11,2024,0,18288.0
130-302-12,2012,0,38184.0
130-302-12,2018,0,37905.0
130-302-12,2019,0,37905.0
130-302-12,2020,0,37905.0
130-302-12,2021,0,37905.0
130-302-12,2022,0,37905.0
130-302-12,2023,0,37905.0
130-302-12,2024,0,37905.0
130-302-17,2012,0,5752.0
130-302-17,2018,0,5752.0
130-302-17,2019,0,5752.0
130-302-17,2020,0,5752.0
130-302-17,2021,0,5752.0
130-302-17,2022,0,5752.0
130-302-17,2023,0,5752.0
130-302-17,2024,0,5752.0
130-302-18,2012,0,457.0
130-302-18,2018,0,457.0
130-302-18,2019,0,457.0
130-302-18,2020,0,457.0
130-302-18,2021,0,457.0
130-302-18,2022,0,457.0
130-302-18,2023,0,457.0
130-302-18,2024,0,457.0
130-302-26,2012,0,1729.0
130-302-26,2018,0,1729.0
130-302-26,2019,0,1729.0
130-302-26,2020,0,1729.0
130-302-26,2021,0,1729.0
130-302-26,2022,0,1729.0
130-302-26,2023,0,4725.0
130-302-26,2024,0,4725.0
130-311-07,2012,0,1200.0
130-311-19,2018,0,1200.0
130-311-19,2019,0,1200.0
130-311-19,2020,0,1200.0
130-311-19,2021,0,2886.0
130-311-19,2022,0,2886.0
130-311-19,2023,0,2886.0
130-311-19,2024,0,2886.0
131-110-02,2012,0,6330.0
131-110-02,2018,0,6330.0
131-110-02,2019,0,6330.0
131-110-02,2020,0,6330.0
131-110-02,2021,0,6330.0
131-110-02,2022,0,6330.0
131-110-02,2023,0,6330.0
131-110-02,2024,0,6330.0
131-200-00,2012,93,0.0
131-200-00,2018,93,0.0
131-200-00,2019,93,0.0
131-200-00,2020,93,0.0
131-200-00,2021,93,0.0
131-200-00,2022,93,0.0
131-200-00,2023,93,0.0
131-200-00,2024,93,0.0
131-233-38,2012,0,8955.0
131-233-38,2018,0,8955.0
131-233-38,2019,0,8955.0
131-233-38,2020,0,8955.0
131-233-38,2021,0,8955.0
131-233-38,2022,0,8955.0
131-233-38,2023,0,8955.0
131-233-38,2024,0,8955.0
131-430-03,2012,0,2191.0
131-430-03,2018,0,2191.0
131-430-03,2019,0,2191.0
131-430-03,2020,0,2191.0
131-430-03,2021,0,2191.0
131-430-03,2022,0,2191.0
131-430-03,2023,0,2191.0
131-430-03,2024,0,2191.0
1318-09-811-018,2012,0,3396.0
1318-09-811-018,2018,0,3396.0
1318-09-811-018,2019,0,3396.0
1318-09-811-018,2020,0,3396.0
1318-09-811-018,2021,0,3396.0
1318-09-811-018,2022,0,3396.0
1318-09-811-018,2023,0,3396.0
1318-09-811-018,2024,0,3396.0
1318-09-811-020,2012,0,3059.0
1318-09-811-020,2018,0,3059.0
1318-09-811-020,2019,0,3059.0
1318-09-811-020,2020,0,3059.0
1318-09-811-020,2021,0,3059.0
1318-09-811-020,2022,0,3059.0
1318-09-811-020,2023,0,3059.0
1318-09-811-020,2024,0,3059.0
1318-10-000-002,2012,32,0.0
1318-10-000-002,2018,32,0.0
1318-10-000-002,2019,32,0.0
1318-10-000-002,2020,32,0.0
1318-10-000-002,2021,32,0.0
1318-10-000-002,2022,32,0.0
1318-10-000-002,2023,32,0.0
1318-10-000-002,2024,32,0.0
1318-10-416-062,2012,5,0.0
1318-10-416-062,2018,5,0.0
1318-10-416-062,2019,5,0.0
1318-10-416-062,2020,5,0.0
1318-10-416-062,2021,5,0.0
1318-10-416-062,2022,5,0.0
1318-10-416-062,2023,5,0.0
1318-10-416-062,2024,5,0.0
1318-10-417-048,2012,0,1899.0
1318-10-417-048,2018,0,1899.0
1318-10-417-048,2019,0,1899.0
1318-10-417-048,2020,0,1899.0
1318-10-417-048,2021,0,1899.0
1318-10-417-048,2022,0,1899.0
1318-10-417-048,2023,0,1899.0
1318-10-417-048,2024,0,1899.0
1318-10-417-050,2012,0,6128.0
1318-10-417-050,2018,0,6128.0
1318-10-417-050,2019,0,6128.0
1318-10-417-050,2020,0,6128.0
1318-10-417-050,2021,0,6128.0
1318-10-417-050,2022,0,6128.0
1318-10-417-050,2023,0,6128.0
1318-10-417-050,2024,0,6128.0
1318-10-417-051,2012,0,5095.0
1318-10-417-051,2018,0,5095.0
1318-10-417-051,2019,0,5095.0
1318-10-417-051,2020,0,5095.0
1318-10-417-051,2021,0,5095.0
1318-10-417-051,2022,0,5095.0
1318-10-417-051,2023,0,5095.0
1318-10-417-051,2024,0,5095.0
1318-10-417-052,2012,0,2830.0
1318-10-417-052,2018,0,2830.0
1318-10-417-052,2019,0,2830.0
1318-10-417-052,2020,0,2830.0
1318-10-417-052,2021,0,2830.0
1318-10-417-052,2022,0,2830.0
1318-10-417-052,2023,0,2830.0
1318-10-417-052,2024,0,2830.0
1318-10-417-053,2012,0,2989.0
1318-10-417-053,2018,0,2989.0
1318-10-417-053,2019,0,2989.0
1318-10-417-053,2020,0,2989.0
1318-10-417-053,2021,0,2989.0
1318-10-417-053,2022,0,2989.0
1318-10-417-053,2023,0,2989.0
1318-10-417-053,2024,0,2989.0
1318-15-703-001,2012,0,12317.0
1318-15-703-001,2018,0,12317.0
1318-15-703-001,2019,0,12317.0
1318-15-703-001,2020,0,12317.0
1318-15-703-001,2021,0,12317.0
1318-15-703-001,2022,0,12317.0
1318-15-703-001,2023,0,12317.0
1318-15-703-001,2024,0,12317.0
1318-15-703-002,2012,0,2987.0
1318-15-703-002,2018,0,2987.0
1318-15-703-002,2019,0,2987.0
1318-15-703-002,2020,0,2987.0
1318-15-703-002,2021,0,2987.0
1318-15-703-002,2022,0,2987.0
1318-15-703-002,2023,0,2987.0
1318-15-703-002,2024,0,2987.0
1318-15-703-003,2012,0,2610.0
1318-15-703-003,2018,0,2610.0
1318-15-703-003,2019,0,2610.0
1318-15-703-003,2020,0,2610.0
1318-15-703-003,2021,0,2610.0
1318-15-703-003,2022,0,2610.0
1318-15-703-003,2023,0,2610.0
1318-15-703-003,2024,0,2610.0
1318-15-801-002,2012,0,3477.0
1318-15-801-002,2018,0,3477.0
1318-15-801-002,2019,0,3477.0
1318-15-801-002,2020,0,3477.0
1318-15-801-002,2021,0,3477.0
1318-15-801-002,2022,0,3477.0
1318-15-801-002,2023,0,3477.0
1318-15-801-002,2024,0,3477.0
1318-15-802-005,2012,0,2624.0
1318-15-802-005,2018,0,2624.0
1318-15-802-005,2019,0,2624.0
1318-15-802-005,2020,0,2624.0
1318-15-802-005,2021,0,2624.0
1318-15-802-005,2022,0,2624.0
1318-15-802-005,2023,0,2624.0
1318-15-802-005,2024,0,2624.0
1318-15-802-006,2012,0,10856.0
1318-15-802-006,2018,0,10856.0
1318-15-802-006,2019,0,10856.0
1318-15-802-006,2020,0,10856.0
1318-15-802-006,2021,0,10856.0
1318-15-802-006,2022,0,10856.0
1318-15-802-006,2023,0,10856.0
1318-15-802-006,2024,0,10856.0
1318-15-802-007,2012,0,6466.0
1318-15-802-007,2018,0,6466.0
1318-15-802-007,2019,0,6466.0
1318-15-802-007,2020,0,6466.0
1318-15-802-007,2021,0,6466.0
1318-15-802-007,2022,0,6466.0
1318-15-802-007,2023,0,6466.0
1318-15-802-007,2024,0,6466.0
1318-15-802-009,2012,0,9776.0
1318-15-802-009,2018,0,9776.0
1318-15-802-009,2019,0,9776.0
1318-15-802-009,2020,0,9776.0
1318-15-802-009,2021,0,9776.0
1318-15-802-009,2022,0,9776.0
1318-15-802-009,2023,0,9776.0
1318-15-802-009,2024,0,9776.0
1318-15-802-010,2012,0,96001.0
1318-15-802-010,2018,0,96001.0
1318-15-802-010,2019,0,96001.0
1318-15-802-010,2020,0,96001.0
1318-15-802-010,2021,0,96001.0
1318-15-802-010,2022,0,96001.0
1318-15-802-010,2023,0,96001.0
1318-15-802-010,2024,0,96001.0
1318-15-803-003,2012,0,7297.0
1318-15-803-003,2018,0,7297.0
1318-15-803-003,2019,0,7297.0
1318-15-803-003,2020,0,7297.0
1318-15-803-003,2021,0,7297.0
1318-15-803-003,2022,0,7297.0
1318-15-803-003,2023,0,7297.0
1318-15-803-003,2024,0,7297.0
1318-15-803-007,2012,0,21823.0
1318-15-803-007,2018,0,21823.0
1318-15-803-007,2019,0,21823.0
1318-15-803-007,2020,0,21823.0
1318-15-803-007,2021,0,21823.0
1318-15-803-007,2022,0,21823.0
1318-15-803-007,2023,0,21823.0
1318-15-803-007,2024,0,21823.0
1318-15-803-008,2012,0,1994.0
1318-15-803-008,2018,0,1994.0
1318-15-803-008,2019,0,1994.0
1318-15-803-008,2020,0,1994.0
1318-15-803-008,2021,0,1994.0
1318-15-803-008,2022,0,1994.0
1318-15-803-008,2023,0,1994.0
1318-15-803-008,2024,0,1994.0
1318-15-804-002,2012,0,2520.0
1318-15-804-002,2018,0,2520.0
1318-15-804-002,2019,0,2520.0
1318-15-804-002,2020,0,2520.0
1318-15-804-002,2021,0,2520.0
1318-15-804-002,2022,0,2520.0
1318-15-804-002,2023,0,2520.0
1318-15-804-002,2024,0,2520.0
1318-15-804-007,2012,0,1806.0
1318-15-804-007,2018,0,1806.0
1318-15-804-007,2019,0,1806.0
1318-15-804-007,2020,0,1806.0
1318-15-804-007,2021,0,1806.0
1318-15-804-007,2022,0,1806.0
1318-15-804-007,2023,0,1806.0
1318-15-804-007,2024,0,1806.0
1318-15-804-008,2012,0,3924.0
1318-15-804-008,2018,0,3924.0
1318-15-804-008,2019,0,3924.0
1318-15-804-008,2020,0,3924.0
1318-15-804-008,2021,0,3924.0
1318-15-804-008,2022,0,3924.0
1318-15-804-008,2023,0,3924.0
1318-15-804-008,2024,0,3924.0
1318-15-816-000,2012,110,0.0
1318-15-816-000,2018,110,0.0
1318-15-816-000,2019,110,0.0
1318-15-816-000,2020,110,0.0
1318-15-816-000,2021,110,0.0
1318-15-816-000,2022,110,0.0
1318-15-816-000,2023,110,0.0
1318-15-816-000,2024,110,0.0
1318-22-001-004,2012,0,3293.0
1318-22-001-004,2018,0,3293.0
1318-22-001-004,2019,0,3293.0
1318-22-001-004,2020,0,3293.0
1318-22-001-004,2021,0,3293.0
1318-22-001-004,2022,0,3293.0
1318-22-001-004,2023,0,3293.0
1318-22-001-004,2024,0,3293.0
1318-22-001-005,2012,0,9404.0
1318-22-001-005,2018,0,9404.0
1318-22-001-005,2019,0,9404.0
1318-22-001-005,2020,0,9404.0
1318-22-001-005,2021,0,9404.0
1318-22-001-005,2022,0,9404.0
1318-22-001-005,2023,0,9404.0
1318-22-001-005,2024,0,9404.0
1318-22-001-006,2012,0,14772.0
1318-22-001-006,2018,0,14772.0
1318-22-001-006,2019,0,14772.0
1318-22-001-006,2020,0,14772.0
1318-22-001-006,2021,0,14772.0
1318-22-001-006,2022,0,14772.0
1318-22-001-006,2023,0,14772.0
1318-22-001-006,2024,0,14772.0
1318-22-001-007,2012,0,13366.0
1318-22-001-007,2018,0,13366.0
1318-22-001-007,2019,0,13366.0
1318-22-001-007,2020,0,13366.0
1318-22-001-007,2021,0,13366.0
1318-22-001-007,2022,0,13366.0
1318-22-001-007,2023,0,13366.0
1318-22-001-007,2024,0,13366.0
1318-22-002-009,2021,0,4938.0
1318-22-002-010,2012,24,9390.0
1318-22-002-010,2018,24,9390.0
1318-22-002-010,2019,24,9390.0
1318-22-002-010,2020,24,9390.0
1318-22-002-010,2021,0,9390.0
1318-22-002-011,2012,25,0.0
1318-22-002-011,2018,25,0.0
1318-22-002-011,2019,25,0.0
1318-22-002-011,2020,25,0.0
1318-22-002-012,2012,25,4938.0
1318-22-002-012,2018,25,4938.0
1318-22-002-012,2019,25,4938.0
1318-22-002-012,2020,25,4938.0
1318-22-002-013,2012,0,3290.0
1318-22-002-013,2018,0,3290.0
1318-22-002-013,2019,0,3290.0
1318-22-002-013,2020,0,3290.0
1318-22-002-013,2021,0,3290.0
1318-22-002-013,2022,0,3290.0
1318-22-002-013,2023,0,3290.0
1318-22-002-013,2024,0,3290.0
1318-22-002-014,2012,0,14745.0
1318-22-002-014,2018,0,14745.0
1318-22-002-014,2019,0,14745.0
1318-22-002-014,2020,0,7945.0
1318-22-002-014,2021,0,7945.0
1318-22-002-014,2022,0,7945.0
1318-22-002-014,2023,0,7945.0
1318-22-002-014,2024,0,7945.0
1318-22-002-015,2012,0,2522.0
1318-22-002-015,2018,0,2522.0
1318-22-002-015,2019,0,2522.0
1318-22-002-015,2020,0,2522.0
1318-22-002-015,2021,0,2522.0
1318-22-002-016,2012,0,9126.0
1318-22-002-016,2018,0,9126.0
1318-22-002-016,2019,0,9126.0
1318-22-002-016,2020,0,9126.0
1318-22-002-102,2012,50,0.0
1318-22-002-102,2018,50,0.0
1318-22-002-102,2019,50,0.0
1318-22-002-102,2020,50,0.0
1318-22-002-109,2021,124,9126.0
1318-22-002-113,2022,124,9126.0
1318-22-002-116,2023,124,9126.0
1318-23-314-007,2012,0,20415.0
1318-23-314-007,2018,0,20415.0
1318-23-314-007,2019,0,20415.0
1318-23-314-007,2020,0,20415.0
1318-23-314-007,2021,0,20415.0
1318-23-314-007,2022,0,20415.0
1318-23-314-007,2023,0,20415.0
1318-23-314-007,2024,0,20415.0
1318-23-401-007,2012,0,10665.0
1318-23-401-007,2018,0,10665.0
1318-23-401-007,2019,0,10665.0
1318-23-401-007,2020,0,10665.0
1318-23-401-007,2021,0,10665.0
1318-23-401-007,2022,0,10665.0
1318-23-401-007,2023,0,10665.0
1318-23-401-007,2024,0,10665.0
1318-23-401-009,2012,0,8559.0
1318-23-401-009,2018,0,8559.0
1318-23-401-009,2019,0,8559.0
1318-23-401-009,2020,0,8559.0
1318-23-401-009,2021,0,8559.0
1318-23-401-009,2022,0,8559.0
1318-23-401-009,2023,0,8559.0
1318-23-401-009,2024,0,8559.0
1318-23-401-010,2012,0,10987.0
1318-23-401-010,2018,0,10987.0
1318-23-401-010,2019,0,10987.0
1318-23-401-010,2020,0,10987.0
1318-23-401-010,2021,0,10987.0
1318-23-401-010,2022,0,10987.0
1318-23-401-010,2023,0,10987.0
1318-23-401-010,2024,0,10987.0
1318-23-401-011,2012,0,4079.0
1318-23-401-011,2018,0,4079.0
1318-23-401-011,2019,0,4079.0
1318-23-401-011,2020,0,4079.0
1318-23-401-011,2021,0,4079.0
1318-23-401-011,2022,0,4079.0
1318-23-401-011,2023,0,4079.0
1318-23-401-011,2024,0,4079.0
1318-23-401-013,2012,0,8543.0
